ch,keV,net,fit,model,continuum_raw,Mn-54,continuum
868,2663.945,0.000,-0.478,0.000,0.000,0.000,0.000
869,2667.000,0.000,-0.367,0.000,0.000,0.000,0.000
870,2670.055,0.000,-0.567,0.000,0.000,0.000,0.000
871,2673.109,0.656,0.656,0.000,0.000,0.000,0.000
872,2676.162,0.000,-0.489,0.000,0.000,0.000,0.000
873,2679.215,1.633,1.633,0.000,0.000,0.000,0.000
874,2682.267,0.000,-0.344,0.000,0.000,0.000,0.000
875,2685.319,0.589,0.589,0.000,0.000,0.000,0.000
876,2688.370,0.611,0.611,0.000,0.000,0.000,0.000
877,2691.420,0.000,-0.433,0.000,0.000,0.000,0.000
878,2694.470,0.000,-0.400,0.000,0.000,0.000,0.000
879,2697.519,0.000,-0.433,0.000,0.000,0.000,0.000
880,2700.567,0.556,0.556,0.000,0.000,0.000,0.000
881,2703.615,0.000,-0.400,0.000,0.000,0.000,0.000
882,2706.662,0.000,-0.422,0.000,0.000,0.000,0.000
883,2709.709,0.622,0.622,0.000,0.000,0.000,0.000
884,2712.755,0.000,-0.422,0.000,0.000,0.000,0.000
885,2715.800,0.000,-0.422,0.000,0.000,0.000,0.000
886,2718.844,0.000,-0.333,0.000,0.000,0.000,0.000
887,2721.888,0.000,-0.300,0.000,0.000,0.000,0.000
888,2724.932,0.000,-0.222,0.000,0.000,0.000,0.000
889,2727.974,0.000,-0.389,0.000,0.000,0.000,0.000
890,2731.016,0.000,-0.244,0.000,0.000,0.000,0.000
891,2734.058,0.000,-0.378,0.000,0.000,0.000,0.000
892,2737.099,0.767,0.767,0.000,0.000,0.000,0.000
893,2740.139,0.000,-0.233,0.000,0.000,0.000,0.000
894,2743.178,0.000,-0.244,0.000,0.000,0.000,0.000
895,2746.217,0.000,-0.244,0.000,0.000,0.000,0.000
896,2749.255,0.000,-0.267,0.000,0.000,0.000,0.000
897,2752.292,0.000,-0.244,0.000,0.000,0.000,0.000
898,2755.329,0.000,-0.144,0.000,0.000,0.000,0.000
899,2758.365,0.833,0.833,0.000,0.000,0.000,0.000
900,2761.401,0.000,-0.156,0.000,0.000,0.000,0.000
901,2764.436,0.844,0.844,0.000,0.000,0.000,0.000
902,2767.470,0.000,-0.200,0.000,0.000,0.000,0.000
903,2770.503,0.000,-0.122,0.000,0.000,0.000,0.000
904,2773.536,0.000,-0.144,0.000,0.000,0.000,0.000
905,2776.568,0.000,-0.144,0.000,0.000,0.000,0.000
906,2779.600,0.000,-0.189,0.000,0.000,0.000,0.000
907,2782.630,0.000,-0.100,0.000,0.000,0.000,0.000
908,2785.661,0.000,-0.167,0.000,0.000,0.000,0.000
909,2788.690,0.000,-0.167,0.000,0.000,0.000,0.000
910,2791.719,0.000,-0.156,0.000,0.000,0.000,0.000
911,2794.747,0.000,-0.111,0.000,0.000,0.000,0.000
912,2797.774,0.000,-0.089,0.000,0.000,0.000,0.000
913,2800.801,0.000,-0.089,0.000,0.000,0.000,0.000
914,2803.827,0.000,-0.178,0.000,0.000,0.000,0.000
915,2806.852,0.000,-0.144,0.000,0.000,0.000,0.000
916,2809.877,0.000,-0.089,0.000,0.000,0.000,0.000
917,2812.901,0.000,-0.178,0.000,0.000,0.000,0.000
918,2815.924,0.000,-0.100,0.000,0.000,0.000,0.000
919,2818.947,0.000,-0.067,0.000,0.000,0.000,0.000
920,2821.969,0.000,-0.144,0.000,0.000,0.000,0.000
921,2824.990,0.000,-0.122,0.000,0.000,0.000,0.000
922,2828.010,0.000,-0.156,0.000,0.000,0.000,0.000
923,2831.030,0.000,-0.044,0.000,0.000,0.000,0.000
924,2834.049,0.000,-0.133,0.000,0.000,0.000,0.000
925,2837.067,0.922,0.922,0.000,0.000,0.000,0.000
926,2840.085,0.000,-0.111,0.000,0.000,0.000,0.000
927,2843.102,0.000,-0.167,0.000,0.000,0.000,0.000
928,2846.118,0.000,-0.067,0.000,0.000,0.000,0.000
929,2849.134,0.000,-0.100,0.000,0.000,0.000,0.000
930,2852.149,0.878,0.878,0.000,0.000,0.000,0.000
931,2855.163,0.000,-0.133,0.000,0.000,0.000,0.000
932,2858.176,0.000,-0.089,0.000,0.000,0.000,0.000
933,2861.189,0.000,-0.122,0.000,0.000,0.000,0.000
934,2864.201,0.000,-0.089,0.000,0.000,0.000,0.000
935,2867.212,0.000,-0.089,0.000,0.000,0.000,0.000
936,2870.223,0.000,-0.078,0.000,0.000,0.000,0.000
937,2873.232,0.000,-0.133,0.000,0.000,0.000,0.000
938,2876.241,0.000,-0.122,0.000,0.000,0.000,0.000
939,2879.250,0.900,0.900,0.000,0.000,0.000,0.000
940,2882.257,0.000,-0.100,0.000,0.000,0.000,0.000
941,2885.264,0.000,-0.078,0.000,0.000,0.000,0.000
942,2888.270,0.000,-0.111,0.000,0.000,0.000,0.000
943,2891.276,0.000,-0.122,0.000,0.000,0.000,0.000
944,2894.281,0.000,-0.122,0.000,0.000,0.000,0.000
945,2897.285,0.000,-0.067,0.000,0.000,0.000,0.000
946,2900.288,0.000,-0.156,0.000,0.000,0.000,0.000
947,2903.290,0.000,-0.111,0.000,0.000,0.000,0.000
948,2906.292,0.000,-0.111,0.000,0.000,0.000,0.000
949,2909.293,0.000,-0.122,0.000,0.000,0.000,0.000
950,2912.293,0.900,0.900,0.000,0.000,0.000,0.000
951,2915.293,0.000,-0.100,0.000,0.000,0.000,0.000
952,2918.292,0.000,-0.067,0.000,0.000,0.000,0.000
953,2921.290,0.000,-0.133,0.000,0.000,0.000,0.000
954,2924.287,0.000,-0.100,0.000,0.000,0.000,0.000
955,2927.283,0.889,0.889,0.000,0.000,0.000,0.000
956,2930.279,0.000,-0.133,0.000,0.000,0.000,0.000
957,2933.274,0.000,-0.100,0.000,0.000,0.000,0.000
958,2936.268,0.000,-0.100,0.000,0.000,0.000,0.000
959,2939.262,0.944,0.944,0.000,0.000,0.000,0.000
960,2942.255,0.000,-0.067,0.000,0.000,0.000,0.000
961,2945.246,0.000,-0.156,0.000,0.000,0.000,0.000
962,2948.238,0.000,-0.089,0.000,0.000,0.000,0.000
963,2951.228,0.000,-0.056,0.000,0.000,0.000,0.000
964,2954.218,0.000,-0.144,0.000,0.000,0.000,0.000
965,2957.207,0.000,-0.033,0.000,0.000,0.000,0.000
966,2960.195,0.000,-0.111,0.000,0.000,0.000,0.000
967,2963.182,0.000,-0.133,0.000,0.000,0.000,0.000
968,2966.169,0.000,-0.111,0.000,0.000,0.000,0.000
969,2969.155,0.000,-0.122,0.000,0.000,0.000,0.000
970,2972.140,0.000,-0.111,0.000,0.000,0.000,0.000
971,2975.124,0.000,-0.156,0.000,0.000,0.000,0.000
972,2978.107,0.000,-0.078,0.000,0.000,0.000,0.000
973,2981.090,0.000,-0.067,0.000,0.000,0.000,0.000
974,2984.072,0.000,-0.111,0.000,0.000,0.000,0.000
975,2987.053,0.000,-0.056,0.000,0.000,0.000,0.000
976,2990.033,0.000,-0.078,0.000,0.000,0.000,0.000
977,2993.013,0.000,-0.122,0.000,0.000,0.000,0.000
978,2995.992,0.000,-0.100,0.000,0.000,0.000,0.000
979,2998.970,0.000,-0.122,0.000,0.000,0.000,0.000
980,3001.947,0.000,-0.078,0.000,0.000,0.000,0.000
981,3004.923,0.000,-0.078,0.000,0.000,0.000,0.000
982,3007.899,0.000,-0.100,0.000,0.000,0.000,0.000
983,3010.874,0.000,-0.078,0.000,0.000,0.000,0.000
984,3013.848,0.000,-0.111,0.000,0.000,0.000,0.000
985,3016.821,0.000,-0.100,0.000,0.000,0.000,0.000
986,3019.793,0.000,-0.089,0.000,0.000,0.000,0.000
987,3022.765,0.000,-0.067,0.000,0.000,0.000,0.000
988,3025.736,0.000,-0.067,0.000,0.000,0.000,0.000
989,3028.706,0.000,-0.156,0.000,0.000,0.000,0.000
990,3031.675,0.000,-0.078,0.000,0.000,0.000,0.000
991,3034.643,0.900,0.900,0.000,0.000,0.000,0.000
992,3037.611,0.000,-0.089,0.000,0.000,0.000,0.000
993,3040.578,0.933,0.933,0.000,0.000,0.000,0.000
994,3043.544,0.000,-0.100,0.000,0.000,0.000,0.000
995,3046.509,0.000,-0.078,0.000,0.000,0.000,0.000
996,3049.473,0.000,-0.133,0.000,0.000,0.000,0.000
997,3052.436,0.000,-0.067,0.000,0.000,0.000,0.000
998,3055.399,0.000,-0.078,0.000,0.000,0.000,0.000
999,3058.361,0.000,-0.067,0.000,0.000,0.000,0.000
1000,3061.322,0.000,-0.111,0.000,0.000,0.000,0.000
1001,3064.282,0.000,-0.089,0.000,0.000,0.000,0.000
1002,3067.241,0.000,-0.089,0.000,0.000,0.000,0.000
1003,3070.200,0.000,-0.122,0.000,0.000,0.000,0.000
1004,3073.158,0.000,-0.089,0.000,0.000,0.000,0.000
1005,3076.114,0.000,-0.133,0.000,0.000,0.000,0.000
1006,3079.071,0.000,-0.078,0.000,0.000,0.000,0.000
1007,3082.026,0.000,-0.022,0.000,0.000,0.000,0.000
1008,3084.980,0.000,-0.100,0.000,0.000,0.000,0.000
1009,3087.934,0.000,-0.144,0.000,0.000,0.000,0.000
1010,3090.886,0.000,-0.122,0.000,0.000,0.000,0.000
1011,3093.838,0.000,-0.111,0.000,0.000,0.000,0.000
1012,3096.789,0.000,-0.044,0.000,0.000,0.000,0.000
1013,3099.739,0.000,-0.044,0.000,0.000,0.000,0.000
1014,3102.689,0.000,-0.100,0.000,0.000,0.000,0.000
1015,3105.637,0.000,-0.089,0.000,0.000,0.000,0.000
1016,3108.585,0.000,-0.078,0.000,0.000,0.000,0.000
1017,3111.531,0.000,-0.089,0.000,0.000,0.000,0.000
1018,3114.477,0.000,-0.089,0.000,0.000,0.000,0.000
1019,3117.422,0.000,-0.100,0.000,0.000,0.000,0.000
1020,3120.366,0.000,-0.067,0.000,0.000,0.000,0.000
1021,3123.310,0.000,-0.056,0.000,0.000,0.000,0.000
1022,3126.252,0.000,-0.078,0.000,0.000,0.000,0.000
1023,3129.194,0.000,-0.089,0.000,0.000,0.000,0.000
