ch,keV,net,fit,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Th-232,Rn-220,DE-2615,SE-2615,DE-1588,Xray-W,Backscatter,SE-1631,DE-1631,Xray-NaI,Esc-NaI,continuum
5504,2075.244,1024.411,1024.411,1066.095,641.288,0.000,455.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000,611.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5505,2075.630,989.181,989.181,1068.910,641.344,0.000,455.568,0.000,0.000,0.000,0.000,0.000,0.000,0.000,613.341,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5506,2076.016,945.801,945.801,1071.704,641.400,0.000,456.131,0.000,0.000,0.000,0.000,0.000,0.000,0.000,615.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5507,2076.402,1052.647,1052.647,1074.477,641.457,0.000,456.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,617.778,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5508,2076.788,1016.340,1016.340,1077.228,641.513,0.000,457.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,619.957,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5509,2077.174,1020.338,1020.338,1079.958,641.569,0.000,457.849,0.000,0.000,0.000,0.000,0.000,0.000,0.000,622.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5510,2077.560,956.882,956.882,1082.664,641.626,0.000,458.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,624.234,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5511,2077.946,992.264,992.264,1085.347,641.682,0.000,459.017,0.000,0.000,0.000,0.000,0.000,0.000,0.000,626.330,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5512,2078.332,1043.497,1043.497,1088.006,641.738,0.000,459.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,628.398,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5513,2078.718,967.492,967.492,1090.640,641.794,0.000,460.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,630.437,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5514,2079.104,985.338,985.338,1093.249,641.851,0.000,460.804,0.000,0.000,0.000,0.000,0.000,0.000,0.000,632.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5515,2079.490,1015.338,1015.338,1095.832,641.907,0.000,461.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,634.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5516,2079.876,978.340,978.340,1098.389,641.963,0.000,462.019,0.000,0.000,0.000,0.000,0.000,0.000,0.000,636.370,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5517,2080.262,1025.026,1025.026,1100.918,642.019,0.000,462.633,0.000,0.000,0.000,0.000,0.000,0.000,0.000,638.285,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5518,2080.648,1043.882,1043.882,1103.420,642.076,0.000,463.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,640.168,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5519,2081.035,1023.728,1023.728,1105.893,642.132,0.000,463.876,0.000,0.000,0.000,0.000,0.000,0.000,0.000,642.018,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5520,2081.421,1049.036,1049.036,1108.338,642.188,0.000,464.504,0.000,0.000,0.000,0.000,0.000,0.000,0.000,643.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5521,2081.807,1055.107,1055.107,1110.754,642.244,0.000,465.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,645.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5522,2082.193,1058.264,1058.264,1113.139,642.301,0.000,465.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,647.364,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5523,2082.579,1027.799,1027.799,1115.494,642.357,0.000,466.417,0.000,0.000,0.000,0.000,0.000,0.000,0.000,649.077,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5524,2082.965,1024.495,1024.495,1117.818,642.413,0.000,467.064,0.000,0.000,0.000,0.000,0.000,0.000,0.000,650.754,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5525,2083.351,1056.723,1056.723,1120.110,642.469,0.000,467.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,652.394,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5526,2083.737,1040.803,1040.803,1122.370,642.526,0.000,468.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,653.998,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5527,2084.123,1045.419,1045.419,1124.597,642.582,0.000,469.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,655.565,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5528,2084.509,1058.340,1058.340,1126.791,642.638,0.000,469.697,0.000,0.000,0.000,0.000,0.000,0.000,0.000,657.094,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5529,2084.895,1100.340,1100.340,1128.951,642.694,0.000,470.367,0.000,0.000,0.000,0.000,0.000,0.000,0.000,658.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5530,2085.281,1014.875,1014.875,1131.076,642.751,0.000,471.041,0.000,0.000,0.000,0.000,0.000,0.000,0.000,660.036,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5531,2085.667,1076.495,1076.495,1133.167,642.807,0.000,471.720,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5532,2086.053,1041.948,1041.948,1135.223,642.863,0.000,472.403,0.000,0.000,0.000,0.000,0.000,0.000,0.000,662.820,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5533,2086.439,1045.720,1045.720,1137.243,642.919,0.000,473.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,664.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5534,2086.825,1085.725,1085.725,1139.226,642.976,0.000,473.783,0.000,0.000,0.000,0.000,0.000,0.000,0.000,665.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5535,2087.211,1138.958,1138.958,1141.173,643.032,0.000,474.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,666.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5536,2087.597,1093.879,1093.879,1143.082,643.088,0.000,475.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,667.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5537,2087.983,1074.872,1074.872,1144.953,643.144,0.000,475.886,0.000,0.000,0.000,0.000,0.000,0.000,0.000,669.067,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5538,2088.369,1091.718,1091.718,1146.787,643.201,0.000,476.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,670.191,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5539,2088.755,1075.799,1075.799,1148.581,643.257,0.000,477.310,0.000,0.000,0.000,0.000,0.000,0.000,0.000,671.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5540,2089.141,1013.568,1013.568,1150.337,643.313,0.000,478.029,0.000,0.000,0.000,0.000,0.000,0.000,0.000,672.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5541,2089.527,1144.875,1144.875,1152.053,643.369,0.000,478.752,0.000,0.000,0.000,0.000,0.000,0.000,0.000,673.301,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5542,2089.914,1075.186,1075.186,1153.728,643.426,0.000,479.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,674.249,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5543,2090.300,1096.566,1096.566,1155.364,643.482,0.000,480.211,0.000,0.000,0.000,0.000,0.000,0.000,0.000,675.153,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5544,2090.686,1180.649,1180.649,1156.959,643.538,0.000,480.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,676.012,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5545,2091.072,1099.490,1099.490,1158.512,643.595,0.000,481.687,0.000,0.000,0.000,0.000,0.000,0.000,0.000,676.826,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5546,2091.458,1078.262,1078.262,1160.024,643.651,0.000,482.431,0.000,0.000,0.000,0.000,0.000,0.000,0.000,677.593,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5547,2091.844,1107.029,1107.029,1161.494,643.707,0.000,483.179,0.000,0.000,0.000,0.000,0.000,0.000,0.000,678.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5548,2092.230,1064.183,1064.183,1162.921,643.763,0.000,483.932,0.000,0.000,0.000,0.000,0.000,0.000,0.000,678.990,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5549,2092.616,1088.414,1088.414,1164.306,643.820,0.000,484.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,679.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5550,2093.002,1163.799,1163.799,1165.648,643.876,0.000,485.449,0.000,0.000,0.000,0.000,0.000,0.000,0.000,680.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5551,2093.388,1180.725,1180.725,1166.947,643.932,0.000,486.214,0.000,0.000,0.000,0.000,0.000,0.000,0.000,680.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5552,2093.774,1098.796,1098.796,1168.201,643.988,0.000,486.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000,681.219,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5553,2094.160,1157.267,1157.267,1169.412,644.045,0.000,487.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,681.657,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5554,2094.547,1136.183,1136.183,1170.579,644.101,0.000,488.532,0.000,0.000,0.000,0.000,0.000,0.000,0.000,682.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5555,2094.933,1119.414,1119.414,1171.700,644.157,0.000,489.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,682.388,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5556,2095.319,1170.026,1170.026,1172.777,644.213,0.000,490.097,0.000,0.000,0.000,0.000,0.000,0.000,0.000,682.680,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5557,2095.705,1095.799,1095.799,1173.809,644.270,0.000,490.885,0.000,0.000,0.000,0.000,0.000,0.000,0.000,682.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5558,2096.091,1170.267,1170.267,1174.795,644.326,0.000,491.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.118,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5559,2096.477,1124.188,1124.188,1175.736,644.382,0.000,492.473,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5560,2096.863,1081.343,1081.343,1176.631,644.438,0.000,493.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.358,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5561,2097.249,1189.950,1189.950,1177.480,644.495,0.000,494.075,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.404,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5562,2097.635,1136.112,1136.112,1178.282,644.551,0.000,494.882,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5563,2098.022,1144.107,1144.107,1179.038,644.607,0.000,495.693,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.345,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5564,2098.408,1097.720,1097.720,1179.747,644.663,0.000,496.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.240,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5565,2098.794,1212.490,1212.490,1180.409,644.720,0.000,497.324,0.000,0.000,0.000,0.000,0.000,0.000,0.000,683.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5566,2099.180,1145.188,1145.188,1181.024,644.776,0.000,498.144,0.000,0.000,0.000,0.000,0.000,0.000,0.000,682.880,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5567,2099.566,1114.183,1114.183,1181.592,644.832,0.000,498.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,682.624,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5568,2099.952,1090.029,1090.029,1182.113,644.888,0.000,499.796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,682.317,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5569,2100.338,1101.411,1101.411,1182.586,644.945,0.000,500.627,0.000,0.000,0.000,0.000,0.000,0.000,0.000,681.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5570,2100.724,1178.644,1178.644,1183.012,645.001,0.000,501.461,0.000,0.000,0.000,0.000,0.000,0.000,0.000,681.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5571,2101.111,1127.644,1127.644,1183.390,645.057,0.000,502.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000,681.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5572,2101.497,1101.948,1101.948,1183.720,645.113,0.000,503.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,680.582,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5573,2101.883,1135.801,1135.801,1184.002,645.170,0.000,503.982,0.000,0.000,0.000,0.000,0.000,0.000,0.000,680.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5574,2102.269,1191.034,1191.034,1184.237,645.226,0.000,504.828,0.000,0.000,0.000,0.000,0.000,0.000,0.000,679.409,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5575,2102.655,1129.183,1129.183,1184.423,645.282,0.000,505.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,678.746,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5576,2103.041,1145.259,1145.259,1184.562,645.338,0.000,506.530,0.000,0.000,0.000,0.000,0.000,0.000,0.000,678.032,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5577,2103.427,1159.725,1159.725,1184.653,645.395,0.000,507.385,0.000,0.000,0.000,0.000,0.000,0.000,0.000,677.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5578,2103.813,1155.031,1155.031,1184.695,645.451,0.000,508.243,0.000,0.000,0.000,0.000,0.000,0.000,0.000,676.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5579,2104.200,1199.110,1199.110,1184.690,645.507,0.000,509.103,0.000,0.000,0.000,0.000,0.000,0.000,0.000,675.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5580,2104.586,1186.031,1186.031,1184.637,645.564,0.000,509.967,0.000,0.000,0.000,0.000,0.000,0.000,0.000,674.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5581,2104.972,1144.566,1144.566,1184.536,645.620,0.000,510.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000,673.703,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5582,2105.358,1111.495,1111.495,1184.386,645.676,0.000,511.701,0.000,0.000,0.000,0.000,0.000,0.000,0.000,672.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5583,2105.744,1130.948,1130.948,1184.189,645.732,0.000,512.572,0.000,0.000,0.000,0.000,0.000,0.000,0.000,671.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5584,2106.130,1135.723,1135.723,1183.945,645.789,0.000,513.446,0.000,0.000,0.000,0.000,0.000,0.000,0.000,670.499,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5585,2106.517,1133.026,1133.026,1183.652,645.845,0.000,514.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000,669.331,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5586,2106.903,1114.416,1114.416,1183.312,645.901,0.000,515.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,668.112,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5587,2107.289,1125.644,1125.644,1182.924,645.957,0.000,516.080,0.000,0.000,0.000,0.000,0.000,0.000,0.000,666.845,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5588,2107.675,1183.644,1183.644,1182.489,646.014,0.000,516.962,0.000,0.000,0.000,0.000,0.000,0.000,0.000,665.527,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5589,2108.061,1145.188,1145.188,1182.007,646.070,0.000,517.847,0.000,0.000,0.000,0.000,0.000,0.000,0.000,664.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5590,2108.447,1131.335,1131.335,1181.478,646.126,0.000,518.734,0.000,0.000,0.000,0.000,0.000,0.000,0.000,662.744,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5591,2108.834,1151.186,1151.186,1180.902,646.182,0.000,519.622,0.000,0.000,0.000,0.000,0.000,0.000,0.000,661.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5592,2109.220,1114.414,1114.414,1180.278,646.239,0.000,520.513,0.000,0.000,0.000,0.000,0.000,0.000,0.000,659.766,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5593,2109.606,1176.568,1176.568,1179.609,646.295,0.000,521.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,658.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5594,2109.992,1173.642,1173.642,1178.893,646.351,0.000,522.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,656.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5595,2110.378,1208.029,1208.029,1178.130,646.407,0.000,523.195,0.000,0.000,0.000,0.000,0.000,0.000,0.000,654.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5596,2110.764,1194.186,1194.186,1177.322,646.464,0.000,524.092,0.000,0.000,0.000,0.000,0.000,0.000,0.000,653.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5597,2111.151,1161.110,1161.110,1176.468,646.520,0.000,524.991,0.000,0.000,0.000,0.000,0.000,0.000,0.000,651.477,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5598,2111.537,1144.566,1144.566,1175.568,646.576,0.000,525.891,0.000,0.000,0.000,0.000,0.000,0.000,0.000,649.677,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5599,2111.923,1191.875,1191.875,1174.623,646.632,0.000,526.793,0.000,0.000,0.000,0.000,0.000,0.000,0.000,647.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5600,2112.309,1196.416,1196.416,1173.634,646.689,0.000,527.696,0.000,0.000,0.000,0.000,0.000,0.000,0.000,645.938,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5601,2112.695,1120.875,1120.875,1172.599,646.745,0.000,528.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,643.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5602,2113.082,1179.036,1179.036,1171.520,646.801,0.000,529.506,0.000,0.000,0.000,0.000,0.000,0.000,0.000,642.014,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5603,2113.468,1197.879,1197.879,1170.397,646.857,0.000,530.412,0.000,0.000,0.000,0.000,0.000,0.000,0.000,639.985,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5604,2113.854,1236.561,1236.561,1169.230,646.914,0.000,531.320,0.000,0.000,0.000,0.000,0.000,0.000,0.000,637.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5605,2114.240,1204.338,1204.338,1168.019,646.970,0.000,532.228,0.000,0.000,0.000,0.000,0.000,0.000,0.000,635.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5606,2114.626,1227.652,1227.652,1166.765,647.026,0.000,533.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,633.628,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5607,2115.013,1134.495,1134.495,1165.469,647.082,0.000,534.047,0.000,0.000,0.000,0.000,0.000,0.000,0.000,631.422,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5608,2115.399,1165.799,1165.799,1164.130,647.139,0.000,534.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000,629.172,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5609,2115.785,1164.566,1164.566,1162.749,647.195,0.000,535.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,626.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5610,2116.171,1120.036,1120.036,1161.326,647.251,0.000,536.781,0.000,0.000,0.000,0.000,0.000,0.000,0.000,624.544,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5611,2116.557,1243.955,1243.955,1159.861,647.308,0.000,537.694,0.000,0.000,0.000,0.000,0.000,0.000,0.000,622.167,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5612,2116.944,1115.107,1115.107,1158.356,647.364,0.000,538.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000,619.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5613,2117.330,1156.416,1156.416,1156.810,647.420,0.000,539.519,0.000,0.000,0.000,0.000,0.000,0.000,0.000,617.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5614,2117.716,1157.571,1157.571,1155.224,647.476,0.000,540.433,0.000,0.000,0.000,0.000,0.000,0.000,0.000,614.791,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5615,2118.102,1227.955,1227.955,1153.598,647.533,0.000,541.346,0.000,0.000,0.000,0.000,0.000,0.000,0.000,612.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5616,2118.489,1176.495,1176.495,1151.933,647.589,0.000,542.259,0.000,0.000,0.000,0.000,0.000,0.000,0.000,609.673,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5617,2118.875,1193.338,1193.338,1150.229,647.645,0.000,543.173,0.000,0.000,0.000,0.000,0.000,0.000,0.000,607.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5618,2119.261,1269.723,1269.723,1148.486,647.701,0.000,544.086,0.000,0.000,0.000,0.000,0.000,0.000,0.000,604.400,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5619,2119.647,1193.492,1193.492,1146.706,647.758,0.000,544.999,0.000,0.000,0.000,0.000,0.000,0.000,0.000,601.707,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5620,2120.034,1233.264,1233.264,1144.888,647.814,0.000,545.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,598.976,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5621,2120.420,1198.029,1198.029,1143.033,647.870,0.000,546.824,0.000,0.000,0.000,0.000,0.000,0.000,0.000,596.209,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5622,2120.806,1215.877,1215.877,1141.141,647.926,0.000,547.736,0.000,0.000,0.000,0.000,0.000,0.000,0.000,593.405,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5623,2121.192,1214.490,1214.490,1139.214,647.983,0.000,548.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000,590.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5624,2121.578,1146.801,1146.801,1137.251,648.039,0.000,549.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,587.692,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5625,2121.965,1167.110,1167.110,1135.252,648.095,0.000,550.469,0.000,0.000,0.000,0.000,0.000,0.000,0.000,584.784,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5626,2122.351,1164.566,1164.566,1133.220,648.151,0.000,551.378,0.000,0.000,0.000,0.000,0.000,0.000,0.000,581.841,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5627,2122.737,1147.112,1147.112,1131.153,648.208,0.000,552.287,0.000,0.000,0.000,0.000,0.000,0.000,0.000,578.866,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5628,2123.123,1184.875,1184.875,1129.053,648.264,0.000,553.194,0.000,0.000,0.000,0.000,0.000,0.000,0.000,575.858,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5629,2123.510,1139.953,1139.953,1126.919,648.320,0.000,554.101,0.000,0.000,0.000,0.000,0.000,0.000,0.000,572.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5630,2123.896,1169.029,1169.029,1124.754,648.376,0.000,555.006,0.000,0.000,0.000,0.000,0.000,0.000,0.000,569.747,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5631,2124.282,1170.490,1170.490,1122.556,648.433,0.000,555.910,0.000,0.000,0.000,0.000,0.000,0.000,0.000,566.646,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5632,2124.668,1164.264,1164.264,1120.327,648.489,0.000,556.813,0.000,0.000,0.000,0.000,0.000,0.000,0.000,563.514,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5633,2125.055,1190.264,1190.264,1118.067,648.545,0.000,557.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,560.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5634,2125.441,1198.416,1198.416,1115.778,648.601,0.000,558.615,0.000,0.000,0.000,0.000,0.000,0.000,0.000,557.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5635,2125.827,1133.259,1133.259,1113.458,648.658,0.000,559.514,0.000,0.000,0.000,0.000,0.000,0.000,0.000,553.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5636,2126.214,1177.107,1177.107,1111.109,648.714,0.000,560.411,0.000,0.000,0.000,0.000,0.000,0.000,0.000,550.699,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5637,2126.600,1132.345,1132.345,1108.732,648.770,0.000,561.306,0.000,0.000,0.000,0.000,0.000,0.000,0.000,547.426,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5638,2126.986,1144.487,1144.487,1106.327,648.826,0.000,562.200,0.000,0.000,0.000,0.000,0.000,0.000,0.000,544.127,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5639,2127.372,1189.340,1189.340,1103.895,648.883,0.000,563.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,540.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5640,2127.759,1123.801,1123.801,1101.436,648.939,0.000,563.981,0.000,0.000,0.000,0.000,0.000,0.000,0.000,537.454,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5641,2128.145,1151.495,1151.495,1098.950,648.995,0.000,564.869,0.000,0.000,0.000,0.000,0.000,0.000,0.000,534.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5642,2128.531,1216.419,1216.419,1096.440,649.051,0.000,565.755,0.000,0.000,0.000,0.000,0.000,0.000,0.000,530.685,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
5643,2128.917,1170.419,1170.419,1093.904,649.108,0.000,566.638,0.000,0.000,0.000,0.000,0.000,0.000,0.000,527.266,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
