ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-Pb,pile-up
7253,2957.528,1.284,1.284,0.015,0.000,0.000,0.000,0.000,0.015
7254,2957.945,1.852,1.852,0.015,0.000,0.000,0.000,0.000,0.015
7255,2958.362,0.284,0.284,0.015,0.000,0.000,0.000,0.000,0.015
7256,2958.779,2.136,2.136,0.015,0.000,0.000,0.000,0.000,0.015
7257,2959.196,1.284,1.284,0.015,0.000,0.000,0.000,0.000,0.015
7258,2959.613,4.000,4.000,0.015,0.000,0.000,0.000,0.000,0.015
7259,2960.030,0.852,0.852,0.015,0.000,0.000,0.000,0.000,0.015
7260,2960.447,0.000,-0.716,0.014,0.000,0.000,0.000,0.000,0.014
7261,2960.864,1.284,1.284,0.014,0.000,0.000,0.000,0.000,0.014
7262,2961.281,0.000,-1.432,0.014,0.000,0.000,0.000,0.000,0.014
7263,2961.698,0.000,-2.581,0.014,0.000,0.000,0.000,0.000,0.014
7264,2962.115,1.419,1.419,0.014,0.000,0.000,0.000,0.000,0.014
7265,2962.532,0.000,-0.581,0.014,0.000,0.000,0.000,0.000,0.014
7266,2962.949,0.000,-0.148,0.014,0.000,0.000,0.000,0.000,0.014
7267,2963.366,1.852,1.852,0.014,0.000,0.000,0.000,0.000,0.014
7268,2963.783,0.000,-2.013,0.014,0.000,0.000,0.000,0.000,0.014
7269,2964.200,0.852,0.852,0.016,0.000,0.000,0.000,0.000,0.016
7270,2964.617,0.000,-2.581,0.016,0.000,0.000,0.000,0.000,0.016
7271,2965.034,0.852,0.852,0.016,0.000,0.000,0.000,0.000,0.016
7272,2965.451,1.136,1.136,0.016,0.000,0.000,0.000,0.000,0.016
7273,2965.868,0.000,-1.432,0.016,0.000,0.000,0.000,0.000,0.016
7274,2966.285,0.000,-0.148,0.016,0.000,0.000,0.000,0.000,0.016
7275,2966.702,0.000,-1.297,0.016,0.000,0.000,0.000,0.000,0.016
7276,2967.119,0.000,-2.864,0.016,0.000,0.000,0.000,0.000,0.016
7277,2967.536,0.000,-4.297,0.016,0.000,0.000,0.000,0.000,0.016
7278,2967.953,0.000,-1.864,0.016,0.000,0.000,0.000,0.000,0.016
7279,2968.369,1.284,1.284,0.015,0.000,0.000,0.000,0.000,0.015
7280,2968.786,1.136,1.136,0.015,0.000,0.000,0.000,0.000,0.015
7281,2969.203,1.284,1.284,0.015,0.000,0.000,0.000,0.000,0.015
7282,2969.620,0.000,-0.148,0.015,0.000,0.000,0.000,0.000,0.015
7283,2970.037,0.000,-1.148,0.015,0.000,0.000,0.000,0.000,0.015
7284,2970.454,0.284,0.284,0.015,0.000,0.000,0.000,0.000,0.015
7285,2970.871,0.000,-0.864,0.015,0.000,0.000,0.000,0.000,0.015
7286,2971.288,0.000,-0.864,0.015,0.000,0.000,0.000,0.000,0.015
7287,2971.704,2.284,2.284,0.015,0.000,0.000,0.000,0.000,0.015
7288,2972.121,0.419,0.419,0.015,0.000,0.000,0.000,0.000,0.015
7289,2972.538,3.284,3.284,0.015,0.000,0.000,0.000,0.000,0.015
7290,2972.955,2.284,2.284,0.015,0.000,0.000,0.000,0.000,0.015
7291,2973.372,0.000,-0.432,0.015,0.000,0.000,0.000,0.000,0.015
7292,2973.789,0.000,-0.432,0.015,0.000,0.000,0.000,0.000,0.015
7293,2974.205,0.000,-0.716,0.015,0.000,0.000,0.000,0.000,0.015
7294,2974.622,0.000,-0.432,0.015,0.000,0.000,0.000,0.000,0.015
7295,2975.039,0.419,0.419,0.015,0.000,0.000,0.000,0.000,0.015
7296,2975.456,1.284,1.284,0.015,0.000,0.000,0.000,0.000,0.015
7297,2975.873,0.284,0.284,0.015,0.000,0.000,0.000,0.000,0.015
7298,2976.289,0.000,-1.297,0.016,0.000,0.000,0.000,0.000,0.016
7299,2976.706,0.000,-2.864,0.016,0.000,0.000,0.000,0.000,0.016
7300,2977.123,0.000,-2.581,0.016,0.000,0.000,0.000,0.000,0.016
7301,2977.540,1.852,1.852,0.016,0.000,0.000,0.000,0.000,0.016
7302,2977.956,1.284,1.284,0.016,0.000,0.000,0.000,0.000,0.016
7303,2978.373,2.000,2.000,0.016,0.000,0.000,0.000,0.000,0.016
7304,2978.790,0.568,0.568,0.016,0.000,0.000,0.000,0.000,0.016
7305,2979.207,0.000,-0.432,0.016,0.000,0.000,0.000,0.000,0.016
7306,2979.623,0.000,-0.432,0.016,0.000,0.000,0.000,0.000,0.016
7307,2980.040,0.000,-5.013,0.016,0.000,0.000,0.000,0.000,0.016
7308,2980.457,1.136,1.136,0.015,0.000,0.000,0.000,0.000,0.015
7309,2980.874,2.568,2.568,0.015,0.000,0.000,0.000,0.000,0.015
7310,2981.290,1.284,1.284,0.015,0.000,0.000,0.000,0.000,0.015
7311,2981.707,0.000,-4.013,0.015,0.000,0.000,0.000,0.000,0.015
7312,2982.124,0.000,-1.432,0.015,0.000,0.000,0.000,0.000,0.015
7313,2982.540,0.000,-0.432,0.015,0.000,0.000,0.000,0.000,0.015
7314,2982.957,0.000,-1.148,0.015,0.000,0.000,0.000,0.000,0.015
7315,2983.374,0.000,-2.729,0.015,0.000,0.000,0.000,0.000,0.015
7316,2983.790,0.000,-0.148,0.015,0.000,0.000,0.000,0.000,0.015
7317,2984.207,0.000,-2.148,0.015,0.000,0.000,0.000,0.000,0.015
7318,2984.624,1.852,1.852,0.015,0.000,0.000,0.000,0.000,0.015
7319,2985.040,1.000,1.000,0.015,0.000,0.000,0.000,0.000,0.015
7320,2985.457,0.000,-1.432,0.015,0.000,0.000,0.000,0.000,0.015
7321,2985.874,4.000,4.000,0.015,0.000,0.000,0.000,0.000,0.015
7322,2986.290,1.284,1.284,0.015,0.000,0.000,0.000,0.000,0.015
7323,2986.707,0.136,0.136,0.015,0.000,0.000,0.000,0.000,0.015
7324,2987.124,0.284,0.284,0.015,0.000,0.000,0.000,0.000,0.015
7325,2987.540,2.284,2.284,0.015,0.000,0.000,0.000,0.000,0.015
7326,2987.957,0.000,-0.864,0.016,0.000,0.000,0.000,0.000,0.016
7327,2988.373,0.000,0.000,0.017,0.000,0.000,0.000,0.000,0.017
7328,2988.790,0.000,-0.864,0.017,0.000,0.000,0.000,0.000,0.017
7329,2989.207,0.000,-0.148,0.017,0.000,0.000,0.000,0.000,0.017
7330,2989.623,1.000,1.000,0.017,0.000,0.000,0.000,0.000,0.017
7331,2990.040,0.000,-0.432,0.017,0.000,0.000,0.000,0.000,0.017
7332,2990.456,0.000,-3.297,0.017,0.000,0.000,0.000,0.000,0.017
7333,2990.873,0.000,-1.864,0.017,0.000,0.000,0.000,0.000,0.017
7334,2991.289,1.284,1.284,0.017,0.000,0.000,0.000,0.000,0.017
7335,2991.706,0.000,-2.148,0.017,0.000,0.000,0.000,0.000,0.017
7336,2992.123,2.852,2.852,0.015,0.000,0.000,0.000,0.000,0.015
7337,2992.539,2.000,2.000,0.014,0.000,0.000,0.000,0.000,0.014
7338,2992.956,0.000,-0.148,0.014,0.000,0.000,0.000,0.000,0.014
7339,2993.372,0.000,-1.432,0.014,0.000,0.000,0.000,0.000,0.014
7340,2993.789,2.284,2.284,0.014,0.000,0.000,0.000,0.000,0.014
7341,2994.205,0.284,0.284,0.014,0.000,0.000,0.000,0.000,0.014
7342,2994.622,0.568,0.568,0.014,0.000,0.000,0.000,0.000,0.014
7343,2995.038,0.000,-2.864,0.014,0.000,0.000,0.000,0.000,0.014
7344,2995.455,4.000,4.000,0.014,0.000,0.000,0.000,0.000,0.014
7345,2995.871,0.000,-0.148,0.014,0.000,0.000,0.000,0.000,0.014
7346,2996.288,3.568,3.568,0.014,0.000,0.000,0.000,0.000,0.014
7347,2996.704,0.000,-0.432,0.014,0.000,0.000,0.000,0.000,0.014
7348,2997.121,3.852,3.852,0.014,0.000,0.000,0.000,0.000,0.014
7349,2997.537,0.000,-2.297,0.014,0.000,0.000,0.000,0.000,0.014
7350,2997.954,2.568,2.568,0.014,0.000,0.000,0.000,0.000,0.014
7351,2998.370,0.000,-4.013,0.014,0.000,0.000,0.000,0.000,0.014
7352,2998.786,1.000,1.000,0.014,0.000,0.000,0.000,0.000,0.014
7353,2999.203,0.000,-0.148,0.014,0.000,0.000,0.000,0.000,0.014
7354,2999.619,0.000,-1.148,0.014,0.000,0.000,0.000,0.000,0.014
7355,3000.036,0.000,-1.432,0.014,0.000,0.000,0.000,0.000,0.014
7356,3000.452,0.000,-0.432,0.015,0.000,0.000,0.000,0.000,0.015
7357,3000.869,2.852,2.852,0.015,0.000,0.000,0.000,0.000,0.015
7358,3001.285,0.000,-0.148,0.015,0.000,0.000,0.000,0.000,0.015
7359,3001.701,0.419,0.419,0.015,0.000,0.000,0.000,0.000,0.015
7360,3002.118,0.000,-0.864,0.015,0.000,0.000,0.000,0.000,0.015
7361,3002.534,0.000,-0.432,0.015,0.000,0.000,0.000,0.000,0.015
7362,3002.951,0.568,0.568,0.015,0.000,0.000,0.000,0.000,0.015
7363,3003.367,0.000,-2.581,0.015,0.000,0.000,0.000,0.000,0.015
7364,3003.783,0.000,-1.432,0.015,0.000,0.000,0.000,0.000,0.015
7365,3004.200,0.000,-2.864,0.016,0.000,0.000,0.000,0.000,0.016
7366,3004.616,1.568,1.568,0.016,0.000,0.000,0.000,0.000,0.016
7367,3005.032,0.000,-0.864,0.016,0.000,0.000,0.000,0.000,0.016
7368,3005.449,0.000,-0.716,0.016,0.000,0.000,0.000,0.000,0.016
7369,3005.865,0.852,0.852,0.016,0.000,0.000,0.000,0.000,0.016
7370,3006.281,0.000,-1.432,0.016,0.000,0.000,0.000,0.000,0.016
7371,3006.698,0.000,-0.432,0.016,0.000,0.000,0.000,0.000,0.016
7372,3007.114,0.000,-1.432,0.016,0.000,0.000,0.000,0.000,0.016
7373,3007.530,0.000,-2.148,0.016,0.000,0.000,0.000,0.000,0.016
7374,3007.947,0.852,0.852,0.015,0.000,0.000,0.000,0.000,0.015
7375,3008.363,0.284,0.284,0.015,0.000,0.000,0.000,0.000,0.015
7376,3008.779,2.284,2.284,0.015,0.000,0.000,0.000,0.000,0.015
7377,3009.196,0.000,-2.864,0.015,0.000,0.000,0.000,0.000,0.015
7378,3009.612,2.568,2.568,0.015,0.000,0.000,0.000,0.000,0.015
7379,3010.028,0.000,-4.297,0.015,0.000,0.000,0.000,0.000,0.015
7380,3010.444,0.000,-1.432,0.015,0.000,0.000,0.000,0.000,0.015
7381,3010.861,0.000,-0.432,0.015,0.000,0.000,0.000,0.000,0.015
7382,3011.277,0.852,0.852,0.015,0.000,0.000,0.000,0.000,0.015
7383,3011.693,0.568,0.568,0.015,0.000,0.000,0.000,0.000,0.015
7384,3012.109,0.000,-0.864,0.015,0.000,0.000,0.000,0.000,0.015
7385,3012.526,0.000,-0.864,0.015,0.000,0.000,0.000,0.000,0.015
7386,3012.942,0.000,-0.716,0.015,0.000,0.000,0.000,0.000,0.015
7387,3013.358,0.000,-1.581,0.015,0.000,0.000,0.000,0.000,0.015
7388,3013.774,0.568,0.568,0.015,0.000,0.000,0.000,0.000,0.015
7389,3014.191,0.568,0.568,0.015,0.000,0.000,0.000,0.000,0.015
7390,3014.607,0.000,-2.864,0.015,0.000,0.000,0.000,0.000,0.015
7391,3015.023,0.000,-1.432,0.015,0.000,0.000,0.000,0.000,0.015
7392,3015.439,0.852,0.852,0.015,0.000,0.000,0.000,0.000,0.015
7393,3015.855,0.000,-1.864,0.014,0.000,0.000,0.000,0.000,0.014
7394,3016.272,0.568,0.568,0.014,0.000,0.000,0.000,0.000,0.014
7395,3016.688,2.852,2.852,0.014,0.000,0.000,0.000,0.000,0.014
7396,3017.104,0.000,-0.716,0.014,0.000,0.000,0.000,0.000,0.014
7397,3017.520,0.000,-0.716,0.014,0.000,0.000,0.000,0.000,0.014
7398,3017.936,0.000,-0.148,0.014,0.000,0.000,0.000,0.000,0.014
7399,3018.352,3.284,3.284,0.014,0.000,0.000,0.000,0.000,0.014
7400,3018.769,0.284,0.284,0.014,0.000,0.000,0.000,0.000,0.014
7401,3019.185,0.000,-2.864,0.014,0.000,0.000,0.000,0.000,0.014
7402,3019.601,1.568,1.568,0.014,0.000,0.000,0.000,0.000,0.014
7403,3020.017,0.000,-1.864,0.013,0.000,0.000,0.000,0.000,0.013
7404,3020.433,1.284,1.284,0.013,0.000,0.000,0.000,0.000,0.013
7405,3020.849,4.000,4.000,0.013,0.000,0.000,0.000,0.000,0.013
7406,3021.265,0.000,-3.581,0.013,0.000,0.000,0.000,0.000,0.013
7407,3021.681,0.000,-0.581,0.013,0.000,0.000,0.000,0.000,0.013
7408,3022.097,1.568,1.568,0.013,0.000,0.000,0.000,0.000,0.013
7409,3022.513,0.000,-1.864,0.013,0.000,0.000,0.000,0.000,0.013
7410,3022.930,0.000,-2.581,0.013,0.000,0.000,0.000,0.000,0.013
7411,3023.346,1.852,1.852,0.013,0.000,0.000,0.000,0.000,0.013
7412,3023.762,0.000,-1.148,0.013,0.000,0.000,0.000,0.000,0.013
7413,3024.178,2.568,2.568,0.010,0.000,0.000,0.000,0.000,0.010
7414,3024.594,0.000,-2.581,0.010,0.000,0.000,0.000,0.000,0.010
7415,3025.010,1.852,1.852,0.010,0.000,0.000,0.000,0.000,0.010
7416,3025.426,1.568,1.568,0.010,0.000,0.000,0.000,0.000,0.010
7417,3025.842,0.703,0.703,0.010,0.000,0.000,0.000,0.000,0.010
7418,3026.258,2.852,2.852,0.010,0.000,0.000,0.000,0.000,0.010
7419,3026.674,0.284,0.284,0.010,0.000,0.000,0.000,0.000,0.010
7420,3027.090,2.568,2.568,0.010,0.000,0.000,0.000,0.000,0.010
7421,3027.506,1.000,1.000,0.010,0.000,0.000,0.000,0.000,0.010
7422,3027.922,3.000,3.000,0.011,0.000,0.000,0.000,0.000,0.011
7423,3028.338,1.136,1.136,0.012,0.000,0.000,0.000,0.000,0.012
7424,3028.754,0.284,0.284,0.012,0.000,0.000,0.000,0.000,0.012
7425,3029.170,0.284,0.284,0.012,0.000,0.000,0.000,0.000,0.012
7426,3029.586,2.000,2.000,0.012,0.000,0.000,0.000,0.000,0.012
7427,3030.002,0.000,-0.148,0.012,0.000,0.000,0.000,0.000,0.012
7428,3030.418,0.000,-1.148,0.012,0.000,0.000,0.000,0.000,0.012
7429,3030.834,0.852,0.852,0.012,0.000,0.000,0.000,0.000,0.012
7430,3031.250,0.419,0.419,0.012,0.000,0.000,0.000,0.000,0.012
7431,3031.666,0.000,-1.013,0.012,0.000,0.000,0.000,0.000,0.012
7432,3032.082,0.000,-1.432,0.013,0.000,0.000,0.000,0.000,0.013
7433,3032.497,0.000,-1.864,0.013,0.000,0.000,0.000,0.000,0.013
7434,3032.913,0.000,-1.864,0.013,0.000,0.000,0.000,0.000,0.013
7435,3033.329,0.000,-3.013,0.013,0.000,0.000,0.000,0.000,0.013
7436,3033.745,0.000,-2.148,0.013,0.000,0.000,0.000,0.000,0.013
7437,3034.161,0.000,-0.432,0.013,0.000,0.000,0.000,0.000,0.013
7438,3034.577,0.568,0.568,0.013,0.000,0.000,0.000,0.000,0.013
7439,3034.993,1.568,1.568,0.013,0.000,0.000,0.000,0.000,0.013
7440,3035.409,2.000,2.000,0.013,0.000,0.000,0.000,0.000,0.013
7441,3035.825,0.568,0.568,0.013,0.000,0.000,0.000,0.000,0.013
7442,3036.240,3.284,3.284,0.010,0.000,0.000,0.000,0.000,0.010
7443,3036.656,0.000,-2.297,0.010,0.000,0.000,0.000,0.000,0.010
7444,3037.072,0.000,-4.013,0.010,0.000,0.000,0.000,0.000,0.010
7445,3037.488,2.852,2.852,0.010,0.000,0.000,0.000,0.000,0.010
7446,3037.904,0.000,-1.432,0.010,0.000,0.000,0.000,0.000,0.010
7447,3038.320,0.852,0.852,0.010,0.000,0.000,0.000,0.000,0.010
7448,3038.735,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7449,3039.151,2.568,2.568,0.010,0.000,0.000,0.000,0.000,0.010
7450,3039.567,0.419,0.419,0.010,0.000,0.000,0.000,0.000,0.010
7451,3039.983,0.000,-0.432,0.011,0.000,0.000,0.000,0.000,0.011
7452,3040.399,0.000,-0.432,0.012,0.000,0.000,0.000,0.000,0.012
7453,3040.814,0.000,-2.148,0.012,0.000,0.000,0.000,0.000,0.012
7454,3041.230,0.136,0.136,0.012,0.000,0.000,0.000,0.000,0.012
7455,3041.646,0.000,-0.148,0.012,0.000,0.000,0.000,0.000,0.012
7456,3042.062,2.284,2.284,0.012,0.000,0.000,0.000,0.000,0.012
7457,3042.478,2.419,2.419,0.012,0.000,0.000,0.000,0.000,0.012
7458,3042.893,0.000,-3.297,0.012,0.000,0.000,0.000,0.000,0.012
7459,3043.309,0.000,-2.864,0.012,0.000,0.000,0.000,0.000,0.012
7460,3043.725,0.568,0.568,0.012,0.000,0.000,0.000,0.000,0.012
7461,3044.141,0.000,-0.432,0.011,0.000,0.000,0.000,0.000,0.011
7462,3044.556,2.284,2.284,0.011,0.000,0.000,0.000,0.000,0.011
7463,3044.972,2.000,2.000,0.011,0.000,0.000,0.000,0.000,0.011
7464,3045.388,2.568,2.568,0.011,0.000,0.000,0.000,0.000,0.011
7465,3045.803,0.136,0.136,0.011,0.000,0.000,0.000,0.000,0.011
7466,3046.219,0.000,-1.864,0.011,0.000,0.000,0.000,0.000,0.011
7467,3046.635,0.000,-0.148,0.011,0.000,0.000,0.000,0.000,0.011
7468,3047.050,0.852,0.852,0.011,0.000,0.000,0.000,0.000,0.011
7469,3047.466,0.000,-3.297,0.011,0.000,0.000,0.000,0.000,0.011
7470,3047.882,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.011
7471,3048.297,0.000,-1.581,0.012,0.000,0.000,0.000,0.000,0.012
7472,3048.713,0.000,-0.716,0.012,0.000,0.000,0.000,0.000,0.012
7473,3049.129,0.000,-3.581,0.012,0.000,0.000,0.000,0.000,0.012
7474,3049.544,3.852,3.852,0.012,0.000,0.000,0.000,0.000,0.012
7475,3049.960,0.000,-0.432,0.012,0.000,0.000,0.000,0.000,0.012
7476,3050.376,3.284,3.284,0.012,0.000,0.000,0.000,0.000,0.012
7477,3050.791,0.000,-0.432,0.012,0.000,0.000,0.000,0.000,0.012
7478,3051.207,0.000,-2.297,0.012,0.000,0.000,0.000,0.000,0.012
7479,3051.623,0.000,-0.864,0.012,0.000,0.000,0.000,0.000,0.012
7480,3052.038,0.000,-1.432,0.012,0.000,0.000,0.000,0.000,0.012
7481,3052.454,0.000,0.000,0.013,0.000,0.000,0.000,0.000,0.013
7482,3052.869,0.000,-2.581,0.013,0.000,0.000,0.000,0.000,0.013
7483,3053.285,0.000,-2.148,0.013,0.000,0.000,0.000,0.000,0.013
7484,3053.701,0.000,-0.432,0.013,0.000,0.000,0.000,0.000,0.013
7485,3054.116,0.136,0.136,0.013,0.000,0.000,0.000,0.000,0.013
7486,3054.532,0.568,0.568,0.013,0.000,0.000,0.000,0.000,0.013
7487,3054.947,0.000,-2.148,0.013,0.000,0.000,0.000,0.000,0.013
7488,3055.363,2.284,2.284,0.013,0.000,0.000,0.000,0.000,0.013
7489,3055.778,3.284,3.284,0.013,0.000,0.000,0.000,0.000,0.013
7490,3056.194,1.852,1.852,0.009,0.000,0.000,0.000,0.000,0.009
7491,3056.609,1.852,1.852,0.009,0.000,0.000,0.000,0.000,0.009
7492,3057.025,1.852,1.852,0.009,0.000,0.000,0.000,0.000,0.009
7493,3057.440,2.284,2.284,0.009,0.000,0.000,0.000,0.000,0.009
7494,3057.856,0.000,-0.432,0.009,0.000,0.000,0.000,0.000,0.009
7495,3058.271,3.000,3.000,0.009,0.000,0.000,0.000,0.000,0.009
7496,3058.687,0.000,-0.148,0.009,0.000,0.000,0.000,0.000,0.009
7497,3059.102,1.852,1.852,0.009,0.000,0.000,0.000,0.000,0.009
7498,3059.518,0.568,0.568,0.009,0.000,0.000,0.000,0.000,0.009
7499,3059.933,0.000,-0.148,0.010,0.000,0.000,0.000,0.000,0.010
7500,3060.349,0.000,-0.432,0.012,0.000,0.000,0.000,0.000,0.012
7501,3060.764,0.000,-1.432,0.012,0.000,0.000,0.000,0.000,0.012
7502,3061.180,0.000,-1.297,0.012,0.000,0.000,0.000,0.000,0.012
7503,3061.595,2.284,2.284,0.012,0.000,0.000,0.000,0.000,0.012
7504,3062.011,1.284,1.284,0.012,0.000,0.000,0.000,0.000,0.012
7505,3062.426,0.000,-1.148,0.012,0.000,0.000,0.000,0.000,0.012
7506,3062.841,1.000,1.000,0.012,0.000,0.000,0.000,0.000,0.012
7507,3063.257,0.000,-0.864,0.012,0.000,0.000,0.000,0.000,0.012
7508,3063.672,0.000,-1.148,0.012,0.000,0.000,0.000,0.000,0.012
7509,3064.088,0.000,-1.432,0.011,0.000,0.000,0.000,0.000,0.011
7510,3064.503,0.000,-1.297,0.011,0.000,0.000,0.000,0.000,0.011
7511,3064.918,2.136,2.136,0.011,0.000,0.000,0.000,0.000,0.011
7512,3065.334,0.000,-0.432,0.011,0.000,0.000,0.000,0.000,0.011
7513,3065.749,0.000,-1.432,0.011,0.000,0.000,0.000,0.000,0.011
7514,3066.165,0.000,0.000,0.011,0.000,0.000,0.000,0.000,0.011
7515,3066.580,0.000,-0.864,0.011,0.000,0.000,0.000,0.000,0.011
7516,3066.995,0.284,0.284,0.011,0.000,0.000,0.000,0.000,0.011
7517,3067.411,0.136,0.136,0.011,0.000,0.000,0.000,0.000,0.011
7518,3067.826,3.568,3.568,0.011,0.000,0.000,0.000,0.000,0.011
7519,3068.241,0.000,-4.297,0.012,0.000,0.000,0.000,0.000,0.012
7520,3068.657,0.568,0.568,0.012,0.000,0.000,0.000,0.000,0.012
7521,3069.072,0.000,0.000,0.012,0.000,0.000,0.000,0.000,0.012
7522,3069.487,0.000,-2.148,0.012,0.000,0.000,0.000,0.000,0.012
7523,3069.903,2.284,2.284,0.012,0.000,0.000,0.000,0.000,0.012
7524,3070.318,0.136,0.136,0.012,0.000,0.000,0.000,0.000,0.012
7525,3070.733,0.000,-1.864,0.012,0.000,0.000,0.000,0.000,0.012
7526,3071.148,3.284,3.284,0.012,0.000,0.000,0.000,0.000,0.012
7527,3071.564,0.000,-3.729,0.012,0.000,0.000,0.000,0.000,0.012
7528,3071.979,0.000,-2.864,0.012,0.000,0.000,0.000,0.000,0.012
7529,3072.394,0.000,-3.581,0.012,0.000,0.000,0.000,0.000,0.012
7530,3072.809,0.000,-2.864,0.012,0.000,0.000,0.000,0.000,0.012
7531,3073.225,0.284,0.284,0.012,0.000,0.000,0.000,0.000,0.012
7532,3073.640,2.136,2.136,0.012,0.000,0.000,0.000,0.000,0.012
7533,3074.055,0.000,-0.432,0.012,0.000,0.000,0.000,0.000,0.012
7534,3074.470,0.000,-1.432,0.012,0.000,0.000,0.000,0.000,0.012
7535,3074.886,0.000,-0.432,0.012,0.000,0.000,0.000,0.000,0.012
7536,3075.301,1.568,1.568,0.012,0.000,0.000,0.000,0.000,0.012
7537,3075.716,0.000,-2.581,0.012,0.000,0.000,0.000,0.000,0.012
7538,3076.131,4.000,4.000,0.009,0.000,0.000,0.000,0.000,0.009
7539,3076.546,2.568,2.568,0.008,0.000,0.000,0.000,0.000,0.008
7540,3076.962,0.000,-1.864,0.008,0.000,0.000,0.000,0.000,0.008
7541,3077.377,3.000,3.000,0.008,0.000,0.000,0.000,0.000,0.008
7542,3077.792,0.000,-0.432,0.008,0.000,0.000,0.000,0.000,0.008
7543,3078.207,0.000,-2.297,0.008,0.000,0.000,0.000,0.000,0.008
7544,3078.622,3.284,3.284,0.008,0.000,0.000,0.000,0.000,0.008
7545,3079.037,0.000,-0.148,0.008,0.000,0.000,0.000,0.000,0.008
7546,3079.452,3.284,3.284,0.008,0.000,0.000,0.000,0.000,0.008
7547,3079.868,4.000,4.000,0.009,0.000,0.000,0.000,0.000,0.009
7548,3080.283,0.000,-0.432,0.010,0.000,0.000,0.000,0.000,0.010
7549,3080.698,3.284,3.284,0.010,0.000,0.000,0.000,0.000,0.010
7550,3081.113,0.000,-0.716,0.010,0.000,0.000,0.000,0.000,0.010
7551,3081.528,0.000,-1.581,0.010,0.000,0.000,0.000,0.000,0.010
7552,3081.943,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7553,3082.358,0.000,-1.581,0.010,0.000,0.000,0.000,0.000,0.010
7554,3082.773,1.852,1.852,0.010,0.000,0.000,0.000,0.000,0.010
7555,3083.188,1.568,1.568,0.010,0.000,0.000,0.000,0.000,0.010
7556,3083.603,0.000,-1.581,0.010,0.000,0.000,0.000,0.000,0.010
7557,3084.019,0.000,-1.864,0.010,0.000,0.000,0.000,0.000,0.010
7558,3084.434,0.000,-0.432,0.011,0.000,0.000,0.000,0.000,0.011
7559,3084.849,0.000,-0.148,0.011,0.000,0.000,0.000,0.000,0.011
7560,3085.264,0.000,-2.148,0.011,0.000,0.000,0.000,0.000,0.011
7561,3085.679,0.419,0.419,0.011,0.000,0.000,0.000,0.000,0.011
7562,3086.094,0.000,-0.432,0.011,0.000,0.000,0.000,0.000,0.011
7563,3086.509,0.000,-0.432,0.011,0.000,0.000,0.000,0.000,0.011
7564,3086.924,1.136,1.136,0.011,0.000,0.000,0.000,0.000,0.011
7565,3087.339,0.000,-1.148,0.011,0.000,0.000,0.000,0.000,0.011
7566,3087.754,0.284,0.284,0.011,0.000,0.000,0.000,0.000,0.011
7567,3088.169,0.000,0.000,0.010,0.000,0.000,0.000,0.000,0.010
7568,3088.584,0.000,-1.864,0.009,0.000,0.000,0.000,0.000,0.009
7569,3088.999,0.000,-0.581,0.009,0.000,0.000,0.000,0.000,0.009
7570,3089.414,0.000,-1.864,0.009,0.000,0.000,0.000,0.000,0.009
7571,3089.829,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7572,3090.244,0.568,0.568,0.009,0.000,0.000,0.000,0.000,0.009
7573,3090.658,2.284,2.284,0.009,0.000,0.000,0.000,0.000,0.009
7574,3091.073,1.419,1.419,0.009,0.000,0.000,0.000,0.000,0.009
7575,3091.488,2.000,2.000,0.009,0.000,0.000,0.000,0.000,0.009
7576,3091.903,0.852,0.852,0.010,0.000,0.000,0.000,0.000,0.010
7577,3092.318,0.000,-1.581,0.010,0.000,0.000,0.000,0.000,0.010
7578,3092.733,0.000,-0.864,0.010,0.000,0.000,0.000,0.000,0.010
7579,3093.148,0.568,0.568,0.010,0.000,0.000,0.000,0.000,0.010
7580,3093.563,0.852,0.852,0.010,0.000,0.000,0.000,0.000,0.010
7581,3093.978,1.419,1.419,0.010,0.000,0.000,0.000,0.000,0.010
7582,3094.393,0.000,-1.148,0.010,0.000,0.000,0.000,0.000,0.010
7583,3094.807,0.136,0.136,0.010,0.000,0.000,0.000,0.000,0.010
7584,3095.222,0.000,-2.581,0.010,0.000,0.000,0.000,0.000,0.010
7585,3095.637,0.000,-2.148,0.010,0.000,0.000,0.000,0.000,0.010
7586,3096.052,0.000,-0.581,0.009,0.000,0.000,0.000,0.000,0.009
7587,3096.467,0.000,-1.148,0.009,0.000,0.000,0.000,0.000,0.009
7588,3096.882,0.000,-1.864,0.009,0.000,0.000,0.000,0.000,0.009
7589,3097.297,4.568,4.568,0.009,0.000,0.000,0.000,0.000,0.009
7590,3097.711,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7591,3098.126,1.852,1.852,0.009,0.000,0.000,0.000,0.000,0.009
7592,3098.541,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7593,3098.956,0.000,-2.148,0.009,0.000,0.000,0.000,0.000,0.009
7594,3099.371,0.852,0.852,0.009,0.000,0.000,0.000,0.000,0.009
7595,3099.785,0.284,0.284,0.009,0.000,0.000,0.000,0.000,0.009
7596,3100.200,0.000,-2.864,0.010,0.000,0.000,0.000,0.000,0.010
