ch,keV,net,fit,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Rn-220,Th-228,Th-232,Xray-Pb,Xray-Th
209,65.391,32738.031,32738.031,40344.006,10697.201,4233.226,4412.252,3068.973,1939.700,477.785,334.618,1040.188,160.606,24053.452,623.205
210,65.773,35145.037,35145.037,41925.207,10824.708,4299.003,4460.460,3111.965,2069.381,482.773,339.358,1072.652,124.959,25305.039,659.617
211,66.154,36916.970,36916.970,43302.187,10952.214,4360.620,4509.353,3156.759,2202.559,487.468,344.157,1106.933,98.520,26339.450,696.368
212,66.536,38699.918,38699.918,44435.444,11079.721,4417.298,4558.857,3203.599,2337.507,491.860,349.010,1144.024,79.319,27120.888,733.083
213,66.917,41564.103,41564.103,45293.696,11207.228,4468.414,4608.897,3252.768,2472.339,495.952,353.914,1185.131,65.672,27621.213,769.396
214,67.299,43222.774,43222.774,45855.696,11334.734,4513.536,4659.386,3304.600,2605.056,499.763,358.863,1231.699,56.191,27821.637,804.965
215,67.680,45884.496,45884.496,46111.528,11462.241,4552.452,4710.237,3359.486,2733.596,503.318,363.849,1285.441,49.760,27713.906,839.482
216,68.062,48542.131,48542.131,46063.277,11589.748,4585.182,4761.354,3417.877,2855.882,506.656,368.865,1348.353,45.512,27300.913,872.684
217,68.443,50527.487,50527.487,45725.036,11717.255,4611.977,4812.643,3480.287,2969.867,509.819,373.902,1422.737,42.788,26596.657,904.358
218,68.825,53517.374,53517.374,45122.224,11844.761,4633.313,4864.014,3547.289,3073.578,512.857,378.953,1511.199,41.099,25625.571,934.351
219,69.206,56170.621,56170.621,44290.302,11972.268,4649.863,4915.387,3619.502,3165.160,515.817,384.008,1616.634,40.092,24421.268,962.571
220,69.587,59343.495,59343.495,43272.951,12099.775,4662.458,4966.698,3697.579,3242.920,518.747,389.061,1742.189,39.518,23024.786,988.995
221,69.969,61714.845,61714.845,42119.866,12227.281,4672.052,5017.909,3782.179,3305.366,521.692,394.103,1891.194,39.205,21482.497,1013.669
222,70.350,63870.489,63870.489,40884.316,12354.788,4679.672,5069.009,3873.941,3351.255,524.689,399.131,2067.066,39.037,19843.805,1036.711
223,70.731,65723.793,65723.793,39620.628,12482.295,4686.364,5120.025,3973.446,3379.644,527.772,404.140,2273.166,38.940,18158.813,1058.318
224,71.112,67885.713,67885.713,38381.773,12609.801,4693.156,5171.027,4081.176,3389.934,530.965,409.126,2512.636,38.866,16476.120,1078.768
225,71.493,69535.535,69535.535,37217.165,12737.308,4701.009,5222.131,4197.471,3381.921,534.286,414.090,2788.189,38.786,14840.861,1098.421
226,71.874,70918.603,70918.603,36170.800,12864.815,4710.788,5273.503,4322.481,3355.841,537.747,419.031,3101.883,38.687,13293.107,1117.732
227,72.255,71915.240,71915.240,35279.806,12992.322,4723.230,5325.365,4456.125,3312.402,541.354,423.953,3454.874,38.562,11866.692,1137.249
228,72.636,72296.728,72296.728,34573.421,13119.828,4738.936,5377.993,4598.054,3252.801,545.108,428.858,3847.167,38.411,10588.466,1157.628
229,73.017,72998.910,72998.910,34072.426,13247.335,4758.354,5431.722,4747.623,3178.728,549.005,433.753,4277.387,38.237,9477.985,1179.633
230,73.398,72851.936,72851.936,33788.976,13374.842,4781.790,5486.944,4903.875,3092.337,553.039,438.642,4742.579,38.047,8547.577,1204.146
231,73.779,71717.981,71717.981,33726.803,13502.348,4809.410,5544.109,5065.546,2996.198,557.202,443.534,5238.063,37.848,7802.716,1232.175
232,74.160,70864.655,70864.655,33881.715,13629.855,4841.259,5603.721,5231.082,2893.220,561.484,448.436,5757.370,37.649,7242.636,1264.859
233,74.541,69192.827,69192.827,34242.340,13757.362,4877.276,5666.342,5398.678,2786.551,565.874,453.355,6292.266,37.458,6861.076,1303.466
234,74.922,68047.090,68047.090,34791.031,13884.868,4917.316,5732.580,5566.337,2679.465,570.357,458.299,6832.876,37.282,6647.120,1349.398
235,75.303,65896.223,65896.223,35504.911,14012.375,4961.173,5803.090,5731.947,2575.232,574.920,463.276,7367.927,37.131,6586.029,1404.185
236,75.683,63298.488,63298.488,36356.980,14139.882,5008.598,5878.561,5893.366,2476.986,579.546,468.294,7885.093,37.009,6660.056,1469.470
237,76.064,60988.642,60988.642,37317.271,14267.389,5059.320,5959.709,6048.525,2387.599,584.216,473.360,8371.439,36.924,6849.186,1546.994
238,76.445,58676.674,58676.674,38354.013,14394.895,5113.059,6047.259,6195.528,2309.565,588.907,478.480,8813.941,36.879,7131.825,1638.568
239,76.826,55737.398,55737.398,39434.780,14522.402,5169.544,6141.933,6332.750,2244.911,593.595,483.660,9200.061,36.878,7485.411,1746.038
240,77.206,53762.097,53762.097,40527.610,14649.909,5228.518,6244.423,6458.924,2195.120,598.250,488.906,9518.331,36.924,7886.977,1871.237
241,77.587,51275.822,51275.822,41602.047,14777.415,5289.744,6355.374,6573.215,2161.091,602.843,494.222,9758.925,37.017,8313.688,2015.929
242,77.967,49116.887,49116.887,42630.106,14904.922,5353.012,6475.352,6675.267,2143.123,607.337,499.613,9914.157,37.160,8743.339,2181.747
243,78.348,46587.860,46587.860,43587.108,15032.429,5418.132,6604.817,6765.225,2140.928,611.697,505.083,9978.899,37.351,9154.857,2370.119
244,78.728,44970.443,44970.443,44452.372,15159.935,5484.934,6744.095,6843.730,2153.666,615.884,510.637,9950.858,37.592,9528.785,2582.191
245,79.109,43696.397,43696.397,45209.727,15287.442,5553.261,6893.347,6911.881,2180.006,619.863,516.279,9830.716,37.882,9847.747,2818.746
246,79.489,42097.104,42097.104,45847.815,15414.949,5622.960,7052.537,6971.173,2218.194,623.597,522.015,9622.104,38.221,10096.887,3080.126
247,79.869,40971.311,40971.311,46360.192,15542.456,5693.873,7221.415,7023.411,2266.146,627.056,527.852,9331.421,38.610,10264.250,3366.160
248,80.250,40629.829,40629.829,46745.193,15669.962,5765.827,7399.488,7070.600,2321.535,630.214,533.797,8967.505,39.050,10341.080,3676.097
249,80.630,40270.362,40270.362,47005.594,15797.469,5838.626,7586.013,7114.833,2381.892,633.053,539.859,8541.188,39.544,10322.030,4008.557
250,81.010,39657.283,39657.283,47148.078,15924.976,5912.040,7779.983,7158.169,2444.697,635.566,546.051,8064.753,40.094,10205.233,4361.491
251,81.391,39955.708,39955.708,47182.545,16052.482,5985.800,7980.135,7202.516,2507.473,637.756,552.386,7551.342,40.705,9992.256,4732.175
252,81.771,40222.078,40222.078,47121.300,16179.989,6059.595,8184.954,7249.522,2567.865,639.638,558.881,7014.354,41.382,9687.899,5117.209
253,82.151,40120.441,40120.441,46978.184,16307.496,6133.068,8392.699,7300.491,2623.714,641.242,565.553,6466.864,42.131,9299.871,5512.551
254,82.531,40540.893,40540.893,46767.682,16435.002,6205.821,8601.428,7356.309,2673.117,642.610,572.424,5921.103,42.957,8838.341,5913.572
255,82.911,41039.372,41039.372,46504.080,16562.509,6277.417,8809.037,7417.409,2714.478,643.797,579.516,5388.029,43.868,8315.402,6315.126
256,83.291,41656.591,41656.591,46200.703,16690.016,6347.392,9013.307,7483.748,2746.536,644.869,586.854,4876.998,44.872,7744.471,6711.658
257,83.671,42031.221,42031.221,45869.282,16817.523,6415.264,9211.954,7554.818,2768.388,645.902,594.463,4395.559,45.974,7139.654,7097.307
258,84.051,42597.703,42597.703,45519.477,16945.029,6480.548,9402.687,7629.682,2779.491,646.980,602.366,3949.359,47.182,6515.135,7466.048
259,84.431,43209.378,43209.378,45158.581,17072.536,6542.772,9583.268,7707.026,2779.655,648.190,610.589,3542.160,48.500,5884.594,7811.827
260,84.811,43543.369,43543.369,44791.390,17200.043,6601.489,9751.569,7785.228,2769.022,649.623,619.153,3175.949,49.933,5260.709,8128.715
261,85.191,43913.021,43913.021,44420.267,17327.549,6656.301,9905.636,7862.447,2748.031,651.365,628.077,2851.121,51.483,4654.744,8411.061
262,85.571,43888.646,43888.646,43870.775,17280.489,6658.193,9988.635,7897.660,2707.612,647.679,631.237,2561.604,52.710,4075.905,8649.540
263,85.951,44242.288,44242.288,43315.728,17233.428,6655.412,10054.111,7927.841,2658.458,644.434,634.754,2310.509,54.049,3532.323,8843.838
264,86.331,44738.523,44738.523,42751.927,17186.367,6647.784,10100.945,7951.032,2601.646,641.692,638.631,2094.978,55.495,3029.680,8990.044
265,86.710,45014.138,45014.138,42175.237,17139.306,6635.234,10128.377,7965.409,2538.370,639.504,642.867,1911.615,57.040,2571.729,9085.092
266,87.090,44916.578,44916.578,41581.117,17092.246,6617.784,10136.027,7969.360,2469.890,637.903,647.449,1756.737,58.674,2160.424,9126.870
267,87.470,44438.738,44438.738,40965.153,17045.185,6595.563,10123.912,7961.545,2397.490,636.908,652.359,1626.583,60.382,1796.103,9114.307
268,87.850,43711.251,43711.251,40323.541,16998.124,6568.802,10092.446,7940.949,2322.437,636.522,657.572,1517.491,62.151,1477.735,9047.439
269,88.229,43398.066,43398.066,39653.515,16951.063,6537.828,10042.434,7906.915,2245.945,636.731,663.054,1426.028,63.961,1203.174,8927.444
270,88.609,43137.204,43137.204,38953.677,16904.003,6503.059,9975.050,7859.167,2169.153,637.509,668.766,1349.087,65.795,969.444,8756.647
271,88.988,42720.155,42720.155,38224.231,16856.942,6464.990,9891.802,7797.813,2093.105,638.815,674.663,1283.936,67.634,772.989,8538.483
272,89.368,42164.384,42164.384,37467.107,16809.881,6424.182,9794.493,7723.334,2018.732,640.599,680.698,1228.247,69.460,609.926,8277.438
273,89.747,41142.785,41142.785,36685.976,16762.821,6381.244,9685.169,7636.562,1946.848,642.801,686.818,1180.091,71.254,476.243,7978.946
274,90.127,40258.734,40258.734,35886.155,16715.760,6336.816,9566.059,7538.650,1878.147,645.358,692.974,1137.915,73.002,367.980,7649.254
275,90.506,39418.925,39418.925,35074.427,16668.699,6291.556,9439.514,7431.021,1813.204,648.203,699.115,1100.508,74.691,281.358,7295.257
276,90.886,38085.115,38085.115,34258.773,16621.638,6246.117,9307.938,7315.319,1752.479,651.270,705.195,1066.957,76.310,212.879,6924.310
277,91.265,37745.119,37745.119,33448.055,16574.578,6201.134,9173.726,7193.353,1696.324,654.493,711.171,1036.599,77.854,159.381,6544.020
278,91.644,36641.465,36641.465,32651.648,16527.517,6157.209,9039.196,7067.036,1644.992,657.811,717.006,1008.973,79.321,118.079,6162.025
279,92.024,35581.789,35581.789,31879.063,16480.456,6114.894,8906.534,6938.325,1598.642,661.172,722.671,983.775,80.712,86.564,5785.775
280,92.403,34433.987,34433.987,31139.566,16433.395,6074.681,8777.740,6809.164,1557.350,664.526,728.142,960.817,82.033,62.795,5422.316
281,92.782,33600.077,33600.077,30441.817,16386.335,6036.995,8654.586,6681.429,1521.117,667.833,733.404,939.993,83.293,45.075,5078.092
282,93.161,32452.511,32452.511,29793.551,16339.274,6002.184,8538.578,6556.879,1489.874,671.062,738.448,921.246,84.503,32.016,4758.762
283,93.541,31727.719,31727.719,29201.296,16292.213,5970.512,8430.934,6437.115,1463.492,674.187,743.271,904.549,85.677,22.501,4469.060
284,93.920,30766.787,30766.787,28670.160,16245.153,5942.163,8332.570,6323.546,1441.783,677.189,747.874,889.880,86.830,15.648,4212.675
285,94.299,29538.788,29538.788,28203.676,16198.092,5917.233,8244.098,6217.365,1424.513,680.058,752.266,877.216,87.977,10.768,3992.182
286,94.678,29073.726,29073.726,27803.709,16151.031,5895.739,8165.823,6119.529,1411.401,682.786,756.452,866.514,89.134,7.332,3808.999
287,95.057,28293.858,28293.858,27470.436,16103.970,5877.615,8097.765,6030.752,1402.126,685.367,760.443,857.713,90.314,4.940,3663.399
288,95.436,27016.851,27016.851,27202.373,16056.910,5862.722,8039.673,5951.500,1396.335,687.802,764.247,850.729,91.527,3.293,3554.546
289,95.815,26627.519,26627.519,26996.469,16009.849,5850.852,7991.048,5881.998,1393.642,690.089,767.867,845.449,92.782,2.172,3480.569
290,96.194,25847.676,25847.676,26848.239,15962.788,5841.737,7951.179,5822.237,1393.641,692.225,771.307,841.738,94.083,1.418,3438.673
291,96.573,25299.579,25299.579,26751.939,15915.727,5835.055,7919.166,5771.991,1395.906,694.209,774.562,839.438,95.433,0.916,3425.263
292,96.952,24380.460,24380.460,26700.769,15868.667,5830.442,7893.960,5730.832,1399.999,696.035,777.625,838.369,96.827,0.585,3436.095
293,97.331,24116.280,24116.280,26687.099,15821.606,5827.498,7874.392,5698.151,1405.478,697.696,780.482,838.338,98.259,0.370,3466.434
294,97.709,23505.386,23505.386,26702.708,15774.545,5825.802,7859.213,5673.182,1411.901,699.182,783.114,839.138,99.718,0.231,3511.227
295,98.088,23103.642,23103.642,26739.033,15727.485,5824.918,7847.121,5655.024,1418.839,700.480,785.498,840.555,101.190,0.143,3565.265
296,98.467,23134.381,23134.381,26787.410,15680.424,5824.409,7836.801,5642.670,1425.874,701.575,787.606,842.371,102.659,0.088,3623.357
297,98.846,22651.653,22651.653,26839.310,15633.363,5823.845,7826.953,5635.029,1432.616,702.450,789.410,844.370,104.104,0.053,3680.478
298,99.224,22600.402,22600.402,26886.566,15586.302,5822.817,7816.324,5630.954,1438.703,703.088,790.880,846.343,105.505,0.032,3731.919
299,99.603,22049.972,22049.972,26921.575,15539.242,5820.942,7803.736,5629.271,1443.812,703.473,791.987,848.089,106.839,0.019,3773.408
300,99.982,21581.571,21581.571,26937.480,15492.181,5817.873,7788.115,5628.804,1447.660,703.588,792.703,849.422,108.085,0.011,3801.220
301,100.360,21872.802,21872.802,26928.325,15445.120,5813.309,7768.512,5628.400,1450.013,703.419,793.006,850.175,109.221,0.006,3812.263
302,100.739,21652.536,21652.536,26889.174,15398.059,5806.999,7744.126,5626.960,1450.689,702.956,792.878,850.202,110.225,0.004,3804.134
303,101.117,21677.445,21677.445,26816.202,15350.999,5798.750,7714.320,5623.455,1449.559,702.193,792.308,849.378,111.079,0.002,3775.157
304,101.496,21709.936,21709.936,26706.745,15303.938,5788.424,7678.631,5616.956,1446.546,701.127,791.292,847.610,111.764,0.001,3724.394
305,101.874,21739.247,21739.247,26559.322,15256.877,5775.946,7636.779,5606.648,1441.630,699.761,789.834,844.827,112.266,0.001,3651.630
306,102.253,21440.054,21440.054,26373.608,15209.817,5761.299,7588.672,5591.850,1434.838,698.104,787.946,840.990,112.572,0.000,3557.337
307,102.631,21494.161,21494.161,26150.386,15162.756,5744.523,7534.396,5572.024,1426.249,696.168,785.648,836.087,112.674,0.000,3442.616
308,103.010,21360.372,21360.372,25891.457,15115.695,5725.713,7474.212,5546.789,1415.980,693.972,782.967,830.134,112.565,0.000,3309.125
309,103.388,21636.089,21636.089,25599.531,15068.634,5705.009,7408.540,5515.919,1404.187,691.539,779.937,823.173,112.243,0.000,3158.984
310,103.766,21353.735,21353.735,25278.090,15021.574,5682.594,7337.938,5479.347,1391.055,688.895,776.597,815.272,111.708,0.000,2994.684
311,104.145,20988.412,20988.412,24931.234,14974.513,5658.682,7263.084,5437.158,1376.790,686.070,772.991,806.518,110.964,0.000,2818.978
312,104.523,20794.845,20794.845,24563.524,14927.452,5633.513,7184.751,5389.579,1361.611,683.095,769.164,797.017,110.019,0.000,2634.774
313,104.901,20859.359,20859.359,24179.810,14880.391,5607.343,7103.776,5336.968,1345.745,680.003,765.167,786.892,108.882,0.000,2445.036
314,105.279,20959.220,20959.220,23785.073,14833.331,5580.433,7021.033,5279.797,1329.414,676.827,761.045,776.275,107.565,0.000,2252.683
315,105.657,20913.426,20913.426,23384.269,14786.270,5553.047,6937.412,5218.631,1312.835,673.600,756.847,765.306,106.085,0.000,2060.505
316,106.036,20706.839,20706.839,22982.186,14739.209,5525.436,6853.785,5154.110,1296.208,670.353,752.618,754.128,104.458,0.000,1871.090
317,106.414,21148.925,21148.925,22583.326,14692.149,5497.841,6770.987,5086.925,1279.715,667.113,748.398,742.885,102.704,0.000,1686.758
318,106.792,20677.892,20677.892,22191.801,14645.088,5470.477,6689.796,5017.798,1263.512,663.908,744.225,731.718,100.844,0.000,1509.523
319,107.170,20293.903,20293.903,21811.257,14598.027,5443.538,6610.916,4947.461,1247.733,660.759,740.131,720.761,98.899,0.000,1341.058
320,107.548,20253.822,20253.822,21444.822,14550.966,5417.189,6534.964,4876.635,1232.483,657.685,736.143,710.141,96.892,0.000,1182.689
321,107.926,20101.666,20101.666,21095.073,14503.906,5391.566,6462.462,4806.015,1217.840,654.702,732.283,699.974,94.845,0.000,1035.387
322,108.304,19739.355,19739.355,20764.036,14456.845,5366.773,6393.835,4736.254,1203.855,651.822,728.568,690.365,92.780,0.000,899.785
323,108.682,19619.197,19619.197,20453.190,14409.784,5342.886,6329.410,4667.948,1190.557,649.051,725.008,681.409,90.720,0.000,776.200
324,109.059,19575.353,19575.353,20163.503,14362.723,5319.954,6269.419,4601.634,1177.952,646.396,721.610,673.187,88.686,0.000,664.666
325,109.437,19196.571,19196.571,19895.478,14315.663,5297.998,6214.007,4537.776,1166.029,643.857,718.376,665.771,86.696,0.000,564.969
326,109.815,19377.635,19377.635,19649.202,14268.602,5277.017,6163.240,4476.766,1154.762,641.433,715.305,659.224,84.768,0.000,476.686
327,110.193,19006.971,19006.971,19424.408,14221.541,5256.991,6117.116,4418.924,1144.116,639.121,712.391,653.599,82.919,0.000,399.231
328,110.571,18945.135,18945.135,19220.543,14174.481,5237.883,6075.578,4364.495,1134.047,636.916,709.627,648.944,81.162,0.000,331.892
329,110.948,18726.121,18726.121,19036.830,14127.420,5219.644,6038.522,4313.659,1124.508,634.811,707.004,645.302,79.509,0.000,273.871
330,111.326,18543.867,18543.867,18872.328,14080.359,5202.214,6005.817,4266.527,1115.453,632.800,704.509,642.718,77.968,0.000,224.321
331,111.704,18624.039,18624.039,18725.994,14033.298,5185.529,5977.306,4223.156,1106.839,630.874,702.132,641.234,76.549,0.000,182.376
332,112.081,18576.574,18576.574,18596.732,13986.238,5169.520,5952.825,4183.550,1098.626,629.024,699.860,640.898,75.254,0.000,147.174
333,112.459,18295.987,18295.987,18483.438,13939.177,5154.118,5932.208,4147.669,1090.782,627.243,697.680,641.763,74.089,0.000,117.887
334,112.837,18095.766,18095.766,18385.035,13892.116,5139.254,5915.296,4115.433,1083.281,625.522,695.581,643.889,73.053,0.000,93.726
335,113.214,18176.867,18176.867,18300.505,13845.055,5124.864,5901.939,4086.735,1076.106,623.855,693.550,647.346,72.147,0.000,73.964
336,113.592,18282.530,18282.530,18228.904,13797.995,5110.885,5892.004,4061.440,1069.246,622.234,691.577,652.215,71.369,0.000,57.935
337,113.969,17891.175,17891.175,18169.382,13750.934,5097.261,5885.374,4039.395,1062.700,620.652,689.651,658.590,70.717,0.000,45.042
338,114.347,18249.157,18249.157,18121.185,13703.873,5083.941,5881.951,4020.434,1056.471,619.104,687.765,666.573,70.189,0.000,34.758
339,114.724,18303.655,18303.655,18083.656,13656.812,5070.879,5881.651,4004.381,1050.566,617.585,685.909,676.282,69.782,0.000,26.622
340,115.102,18147.261,18147.261,18056.232,13609.752,5058.036,5884.403,3991.053,1045.000,616.090,684.076,687.841,69.493,0.000,20.239
341,115.479,17811.187,17811.187,18038.432,13562.691,5045.377,5890.146,3980.266,1039.786,614.616,682.262,701.386,69.321,0.000,15.272
342,115.856,17891.398,17891.398,18029.848,13515.630,5032.873,5898.822,3971.836,1034.940,613.160,680.460,717.056,69.264,0.000,11.438
343,116.234,18048.556,18048.556,18030.131,13468.570,5020.499,5910.369,3965.579,1030.477,611.719,678.666,734.995,69.325,0.000,8.502
344,116.611,17891.699,17891.699,18038.969,13421.509,5008.234,5924.719,3961.316,1026.410,610.291,676.877,755.343,69.506,0.000,6.273
345,116.988,17846.915,17846.915,18056.077,13374.448,4996.062,5941.787,3958.872,1022.751,608.874,675.091,778.235,69.812,0.000,4.594
346,117.365,17789.350,17789.350,18081.174,13327.387,4983.967,5961.466,3958.078,1019.506,607.466,673.304,803.795,70.252,0.000,3.339
347,117.743,17891.305,17891.305,18113.966,13280.327,4971.940,5983.620,3958.771,1016.678,606.067,671.516,832.128,70.837,0.000,2.409
348,118.120,18220.979,18220.979,18154.134,13233.266,4959.970,6008.081,3960.794,1014.265,604.674,669.726,863.317,71.583,0.000,1.725
349,118.497,18045.790,18045.790,18201.314,13186.205,4948.050,6034.641,3963.998,1012.260,603.289,667.932,897.412,72.507,0.000,1.226
350,118.874,17969.484,17969.484,18255.086,13139.144,4936.173,6063.049,3968.239,1010.653,601.909,666.136,934.429,73.634,0.000,0.865
351,119.251,18025.372,18025.372,18314.963,13092.084,4924.335,6093.011,3973.383,1009.428,600.533,664.336,974.341,74.990,0.000,0.605
352,119.628,18094.169,18094.169,18380.380,13045.023,4912.531,6124.186,3979.302,1008.565,599.162,662.534,1017.069,76.610,0.000,0.421
353,120.005,18307.708,18307.708,18450.691,12997.962,4900.756,6156.190,3985.876,1008.041,597.795,660.729,1062.483,78.530,0.000,0.290
354,120.382,18757.753,18757.753,18525.165,12950.902,4889.009,6188.593,3992.990,1007.831,596.431,658.924,1110.395,80.794,0.000,0.199
355,120.759,18432.259,18432.259,18602.988,12903.841,4877.285,6220.931,4000.540,1007.906,595.070,657.118,1160.552,83.449,0.000,0.135
356,121.136,18673.958,18673.958,18713.175,12886.693,4874.356,6262.340,4015.193,1009.917,594.766,656.419,1213.472,86.620,0.000,0.091
357,121.513,18932.683,18932.683,18824.845,12869.545,4871.450,6302.662,4030.093,1012.155,594.464,655.722,1267.945,90.294,0.000,0.061
358,121.890,18852.560,18852.560,18936.963,12852.397,4868.565,6341.358,4045.155,1014.588,594.163,655.029,1323.531,94.535,0.000,0.040
359,122.267,18908.747,18908.747,19048.447,12835.249,4865.697,6377.885,4060.302,1017.186,593.863,654.341,1379.736,99.410,0.000,0.027
360,122.643,18976.301,18976.301,19158.178,12818.101,4862.847,6411.706,4075.463,1019.921,593.562,653.660,1436.010,104.991,0.000,0.017
361,123.020,18783.468,18783.468,19265.020,12800.954,4860.013,6442.299,4090.575,1022.764,593.262,652.987,1491.759,111.350,0.000,0.011
362,123.397,19370.516,19370.516,19367.844,12783.806,4857.193,6469.172,4105.579,1025.690,592.960,652.324,1546.355,118.563,0.000,0.007
363,123.774,19289.403,19289.403,19465.541,12766.658,4854.386,6491.875,4120.422,1028.673,592.657,651.672,1599.144,126.706,0.000,0.005
364,124.150,19430.294,19430.294,19557.051,12749.510,4851.592,6510.008,4135.059,1031.693,592.351,651.033,1649.460,135.853,0.000,0.003
365,124.527,19346.494,19346.494,19641.381,12732.362,4848.810,6523.235,4149.448,1034.728,592.044,650.406,1696.636,146.073,0.000,0.002
366,124.904,19677.198,19677.198,19717.625,12715.214,4846.038,6531.289,4163.554,1037.760,591.734,649.794,1740.022,157.434,0.000,0.001
367,125.280,19855.090,19855.090,19784.985,12698.066,4843.276,6533.981,4177.345,1040.776,591.421,649.197,1778.996,169.992,0.000,0.001
368,125.657,19857.382,19857.382,19842.786,12680.918,4840.523,6531.208,4190.795,1043.760,591.105,648.615,1812.983,183.797,0.000,0.000
369,126.033,19759.282,19759.282,19890.493,12663.771,4837.778,6522.948,4203.881,1046.701,590.787,648.050,1841.462,198.885,0.000,0.000
