ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Pb-212,Bi-212,Ra-224,Th-228,Rn-220,Xray-Th,Xray-Pb,Xray-La
2639,896.823,268.971,117.687,108.026,55.083,59.135,0.000,3.469,0.000,0.000,0.000,0.000,0.000,0.000
2640,897.157,274.750,117.644,107.928,55.102,59.074,0.000,3.468,0.000,0.000,0.000,0.000,0.000,0.000
2641,897.491,253.823,117.600,107.830,55.123,59.010,0.000,3.467,0.000,0.000,0.000,0.000,0.000,0.000
2642,897.825,232.453,117.554,107.732,55.144,58.945,0.000,3.465,0.000,0.000,0.000,0.000,0.000,0.000
2643,898.159,252.564,117.508,107.635,55.166,58.877,0.000,3.464,0.000,0.000,0.000,0.000,0.000,0.000
2644,898.493,262.046,117.460,107.537,55.189,58.807,0.000,3.463,0.000,0.000,0.000,0.000,0.000,0.000
2645,898.827,255.935,117.410,107.439,55.213,58.735,0.000,3.462,0.000,0.000,0.000,0.000,0.000,0.000
2646,899.161,233.194,117.359,107.341,55.238,58.661,0.000,3.460,0.000,0.000,0.000,0.000,0.000,0.000
2647,899.495,295.157,117.307,107.243,55.264,58.584,0.000,3.459,0.000,0.000,0.000,0.000,0.000,0.000
2648,899.829,242.824,117.253,107.145,55.290,58.505,0.000,3.458,0.000,0.000,0.000,0.000,0.000,0.000
2649,900.163,285.823,117.198,107.047,55.317,58.424,0.000,3.457,0.000,0.000,0.000,0.000,0.000,0.000
2650,900.497,290.972,117.141,106.950,55.345,58.340,0.000,3.456,0.000,0.000,0.000,0.000,0.000,0.000
2651,900.831,217.751,117.082,106.852,55.373,58.254,0.000,3.455,0.000,0.000,0.000,0.000,0.000,0.000
2652,901.165,264.046,117.022,106.754,55.403,58.165,0.000,3.454,0.000,0.000,0.000,0.000,0.000,0.000
2653,901.499,281.490,116.960,106.656,55.433,58.074,0.000,3.453,0.000,0.000,0.000,0.000,0.000,0.000
2654,901.833,244.527,116.897,106.558,55.463,57.981,0.000,3.452,0.000,0.000,0.000,0.000,0.000,0.000
2655,902.167,248.269,116.831,106.460,55.495,57.886,0.000,3.451,0.000,0.000,0.000,0.000,0.000,0.000
2656,902.501,243.638,116.764,106.362,55.527,57.788,0.000,3.450,0.000,0.000,0.000,0.000,0.000,0.000
2657,902.835,223.045,116.696,106.265,55.559,57.687,0.000,3.449,0.000,0.000,0.000,0.000,0.000,0.000
2658,903.168,232.897,116.625,106.167,55.593,57.584,0.000,3.448,0.000,0.000,0.000,0.000,0.000,0.000
2659,903.502,237.305,116.553,106.069,55.627,57.479,0.000,3.448,0.000,0.000,0.000,0.000,0.000,0.000
2660,903.836,239.712,116.479,105.971,55.661,57.371,0.000,3.447,0.000,0.000,0.000,0.000,0.000,0.000
2661,904.170,224.046,116.404,105.873,55.696,57.261,0.000,3.446,0.000,0.000,0.000,0.000,0.000,0.000
2662,904.504,238.639,116.326,105.775,55.732,57.149,0.000,3.445,0.000,0.000,0.000,0.000,0.000,0.000
2663,904.837,257.898,116.247,105.678,55.768,57.034,0.000,3.445,0.000,0.000,0.000,0.000,0.000,0.000
2664,905.171,244.416,116.166,105.580,55.804,56.917,0.000,3.444,0.000,0.000,0.000,0.000,0.000,0.000
2665,905.505,262.934,116.083,105.482,55.842,56.798,0.000,3.443,0.000,0.000,0.000,0.000,0.000,0.000
2666,905.839,261.564,115.998,105.384,55.879,56.676,0.000,3.443,0.000,0.000,0.000,0.000,0.000,0.000
2667,906.173,249.824,115.912,105.286,55.917,56.552,0.000,3.442,0.000,0.000,0.000,0.000,0.000,0.000
2668,906.506,245.009,115.823,105.188,55.956,56.426,0.000,3.441,0.000,0.000,0.000,0.000,0.000,0.000
2669,906.840,245.378,115.733,105.090,55.995,56.297,0.000,3.441,0.000,0.000,0.000,0.000,0.000,0.000
2670,907.174,239.564,115.641,104.993,56.034,56.166,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2671,907.507,267.786,115.547,104.895,56.074,56.033,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2672,907.841,258.231,115.451,104.797,56.114,55.898,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2673,908.175,223.972,115.354,104.699,56.154,55.761,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2674,908.508,233.453,115.255,104.601,56.195,55.621,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2675,908.842,251.232,115.154,104.503,56.236,55.480,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2676,909.176,253.416,115.051,104.405,56.277,55.336,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2677,909.509,235.601,114.946,104.308,56.319,55.190,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2678,909.843,224.934,114.840,104.210,56.361,55.042,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2679,910.177,234.602,114.732,104.112,56.403,54.892,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2680,910.510,219.490,114.622,104.014,56.445,54.741,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2681,910.844,214.416,114.511,103.916,56.487,54.587,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2682,911.177,233.897,114.398,103.818,56.530,54.432,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2683,911.511,248.527,114.283,103.720,56.573,54.274,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2684,911.844,244.194,114.166,103.623,56.615,54.115,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2685,912.178,243.490,114.048,103.525,56.658,53.955,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2686,912.511,216.676,113.929,103.427,56.701,53.792,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2687,912.845,216.157,113.808,103.329,56.744,53.628,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2688,913.178,231.009,113.685,103.231,56.787,53.462,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2689,913.512,231.527,113.561,103.133,56.830,53.295,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2690,913.845,234.453,113.435,103.035,56.873,53.127,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2691,914.179,210.490,113.308,102.938,56.916,52.957,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2692,914.512,225.824,113.179,102.840,56.959,52.785,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2693,914.846,200.083,113.049,102.742,57.002,52.612,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2694,915.179,218.897,112.918,102.644,57.045,52.438,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2695,915.512,228.491,112.786,102.546,57.088,52.263,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2696,915.846,210.527,112.652,102.448,57.130,52.087,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2697,916.179,229.971,112.517,102.350,57.173,51.909,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2698,916.513,188.823,112.381,102.253,57.215,51.731,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2699,916.846,205.267,112.243,102.155,57.257,51.551,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2700,917.179,211.008,112.105,102.057,57.299,51.371,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2701,917.513,218.231,111.966,101.959,57.341,51.190,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2702,917.846,194.972,111.826,101.861,57.382,51.008,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2703,918.179,223.713,111.684,101.763,57.424,50.825,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2704,918.513,202.749,111.542,101.665,57.465,50.642,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2705,918.846,223.971,111.399,101.568,57.506,50.458,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2706,919.179,178.490,111.255,101.470,57.546,50.273,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2707,919.512,213.231,111.111,101.372,57.586,50.088,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2708,919.846,211.452,110.966,101.274,57.626,49.903,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2709,920.179,241.675,110.820,101.176,57.666,49.717,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2710,920.512,195.082,110.673,101.078,57.705,49.532,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2711,920.845,166.008,110.526,100.980,57.744,49.345,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2712,921.179,226.860,110.379,100.883,57.783,49.159,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2713,921.512,183.971,110.231,100.785,57.822,48.973,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2714,921.845,209.823,110.083,100.687,57.860,48.786,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2715,922.178,225.046,109.934,100.589,57.897,48.600,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2716,922.511,198.971,109.786,100.491,57.934,48.414,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2717,922.844,194.898,109.637,100.393,57.971,48.228,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2718,923.178,195.416,109.487,100.295,58.008,48.042,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2719,923.511,196.156,109.338,100.198,58.044,47.856,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2720,923.844,196.638,109.189,100.100,58.080,47.671,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2721,924.177,216.674,109.039,100.002,58.115,47.486,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2722,924.510,203.342,108.890,99.904,58.150,47.302,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2723,924.843,190.194,108.741,99.806,58.184,47.118,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2724,925.176,199.267,108.592,99.708,58.218,46.935,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2725,925.509,221.638,108.443,99.610,58.252,46.752,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2726,925.842,185.638,108.294,99.513,58.285,46.570,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2727,926.175,218.600,108.146,99.415,58.318,46.389,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2728,926.508,202.379,107.998,99.317,58.350,46.208,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2729,926.841,195.083,107.851,99.219,58.382,46.029,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2730,927.174,170.231,107.703,99.121,58.414,45.850,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2731,927.507,187.601,107.557,99.023,58.445,45.672,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2732,927.840,196.045,107.411,98.925,58.476,45.496,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2733,928.173,207.859,107.266,98.828,58.506,45.320,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2734,928.506,196.046,107.121,98.730,58.536,45.145,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2735,928.839,184.452,106.977,98.632,58.565,44.972,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2736,929.172,201.416,106.834,98.534,58.594,44.800,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2737,929.505,219.379,106.692,98.436,58.623,44.629,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2738,929.838,172.934,106.550,98.338,58.651,44.459,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2739,930.170,213.564,106.410,98.240,58.679,44.290,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2740,930.503,181.378,106.270,98.143,58.707,44.123,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2741,930.836,184.304,106.132,98.045,58.734,43.958,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2742,931.169,199.712,105.995,97.947,58.761,43.794,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2743,931.502,196.304,105.858,97.849,58.788,43.631,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2744,931.835,202.786,105.723,97.751,58.814,43.470,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2745,932.167,192.451,105.590,97.653,58.840,43.310,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2746,932.500,193.416,105.457,97.555,58.865,43.152,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2747,932.833,207.675,105.326,97.458,58.890,42.996,0.000,3.440,0.000,0.000,0.000,0.000,0.000,0.000
2748,933.166,200.082,105.196,97.360,58.915,42.841,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2749,933.499,198.304,105.068,97.262,58.940,42.688,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2750,933.831,206.083,104.941,97.164,58.965,42.537,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2751,934.164,201.823,104.815,97.066,58.989,42.387,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2752,934.497,200.453,104.691,96.968,59.013,42.240,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2753,934.829,203.489,104.569,96.871,59.037,42.094,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2754,935.162,170.971,104.448,96.773,59.060,41.949,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2755,935.495,199.637,104.329,96.675,59.084,41.807,0.000,3.439,0.000,0.000,0.000,0.000,0.000,0.000
2756,935.828,217.156,104.212,96.577,59.107,41.666,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2757,936.160,205.452,104.095,96.479,59.130,41.527,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2758,936.493,169.193,103.979,96.381,59.153,41.388,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2759,936.825,195.971,103.864,96.283,59.176,41.251,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2760,937.158,171.749,103.751,96.186,59.199,41.114,0.000,3.438,0.000,0.000,0.000,0.000,0.000,0.000
2761,937.491,164.045,103.638,96.088,59.221,40.979,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2762,937.823,185.563,103.526,95.990,59.244,40.845,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2763,938.156,185.452,103.415,95.892,59.266,40.712,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2764,938.488,192.823,103.305,95.794,59.289,40.580,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2765,938.821,196.712,103.196,95.696,59.311,40.449,0.000,3.437,0.000,0.000,0.000,0.000,0.000,0.000
2766,939.154,185.009,103.088,95.598,59.333,40.319,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2767,939.486,217.267,102.981,95.501,59.356,40.190,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2768,939.819,161.082,102.875,95.403,59.378,40.061,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2769,940.151,181.897,102.770,95.305,59.400,39.934,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2770,940.484,190.674,102.666,95.207,59.422,39.808,0.000,3.436,0.000,0.000,0.000,0.000,0.000,0.000
2771,940.816,195.600,102.562,95.109,59.444,39.682,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2772,941.149,187.008,102.459,95.011,59.467,39.558,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2773,941.481,158.749,102.358,94.913,59.489,39.434,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2774,941.814,177.526,102.257,94.816,59.511,39.311,0.000,3.435,0.000,0.000,0.000,0.000,0.000,0.000
2775,942.146,202.601,102.156,94.718,59.534,39.188,0.000,3.434,0.000,0.000,0.000,0.000,0.000,0.000
2776,942.478,190.045,102.057,94.620,59.556,39.067,0.000,3.434,0.000,0.000,0.000,0.000,0.000,0.000
2777,942.811,178.933,101.958,94.522,59.578,38.946,0.000,3.434,0.000,0.000,0.000,0.000,0.000,0.000
2778,943.143,197.637,101.860,94.424,59.601,38.825,0.000,3.434,0.000,0.000,0.000,0.000,0.000,0.000
2779,943.476,186.897,101.763,94.326,59.624,38.706,0.000,3.433,0.000,0.000,0.000,0.000,0.000,0.000
2780,943.808,193.452,101.666,94.228,59.646,38.586,0.000,3.433,0.000,0.000,0.000,0.000,0.000,0.000
2781,944.140,174.379,101.570,94.131,59.669,38.468,0.000,3.433,0.000,0.000,0.000,0.000,0.000,0.000
2782,944.473,181.600,101.474,94.033,59.692,38.350,0.000,3.433,0.000,0.000,0.000,0.000,0.000,0.000
2783,944.805,190.489,101.379,93.935,59.715,38.232,0.000,3.433,0.000,0.000,0.000,0.000,0.000,0.000
2784,945.138,205.563,101.285,93.837,59.738,38.114,0.000,3.432,0.000,0.000,0.000,0.000,0.000,0.000
2785,945.470,176.563,101.191,93.739,59.762,37.997,0.000,3.432,0.000,0.000,0.000,0.000,0.000,0.000
2786,945.802,162.674,101.098,93.641,59.785,37.881,0.000,3.432,0.000,0.000,0.000,0.000,0.000,0.000
2787,946.134,203.156,101.005,93.543,59.809,37.764,0.000,3.432,0.000,0.000,0.000,0.000,0.000,0.000
2788,946.467,187.896,100.912,93.446,59.833,37.648,0.000,3.431,0.000,0.000,0.000,0.000,0.000,0.000
2789,946.799,180.748,100.820,93.348,59.856,37.532,0.000,3.431,0.000,0.000,0.000,0.000,0.000,0.000
2790,947.131,179.637,100.728,93.250,59.880,37.417,0.000,3.431,0.000,0.000,0.000,0.000,0.000,0.000
2791,947.464,190.082,100.637,93.152,59.905,37.301,0.000,3.431,0.000,0.000,0.000,0.000,0.000,0.000
2792,947.796,204.119,100.545,93.054,59.929,37.185,0.000,3.431,0.000,0.000,0.000,0.000,0.000,0.000
2793,948.128,168.342,100.454,92.956,59.954,37.070,0.000,3.430,0.000,0.000,0.000,0.000,0.000,0.000
2794,948.460,176.342,100.363,92.858,59.978,36.954,0.000,3.430,0.000,0.000,0.000,0.000,0.000,0.000
2795,948.792,185.971,100.272,92.761,60.003,36.839,0.000,3.430,0.000,0.000,0.000,0.000,0.000,0.000
2796,949.125,203.304,100.182,92.663,60.029,36.723,0.000,3.430,0.000,0.000,0.000,0.000,0.000,0.000
2797,949.457,180.416,100.091,92.565,60.054,36.608,0.000,3.430,0.000,0.000,0.000,0.000,0.000,0.000
2798,949.789,176.304,100.001,92.467,60.079,36.492,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
2799,950.121,174.045,99.910,92.369,60.105,36.376,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
2800,950.453,192.600,99.819,92.271,60.131,36.259,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
2801,950.785,171.267,99.729,92.173,60.157,36.143,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
2802,951.118,162.711,99.638,92.076,60.183,36.026,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
2803,951.450,186.822,99.547,91.978,60.210,35.909,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
2804,951.782,179.007,99.456,91.880,60.236,35.791,0.000,3.429,0.000,0.000,0.000,0.000,0.000,0.000
2805,952.114,165.378,99.365,91.782,60.263,35.673,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2806,952.446,178.230,99.273,91.684,60.290,35.555,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2807,952.778,176.045,99.181,91.586,60.317,35.436,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2808,953.110,185.118,99.089,91.488,60.345,35.317,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2809,953.442,184.230,98.997,91.391,60.372,35.197,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2810,953.774,189.082,98.904,91.293,60.400,35.076,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2811,954.106,167.897,98.811,91.195,60.428,34.955,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2812,954.438,162.600,98.717,91.097,60.456,34.833,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2813,954.770,184.489,98.623,90.999,60.484,34.711,0.000,3.428,0.000,0.000,0.000,0.000,0.000,0.000
2814,955.102,184.304,98.528,90.901,60.513,34.588,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2815,955.434,177.378,98.433,90.803,60.541,34.464,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2816,955.766,180.118,98.337,90.706,60.570,34.340,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2817,956.098,166.155,98.241,90.608,60.599,34.214,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2818,956.430,190.563,98.144,90.510,60.628,34.088,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2819,956.762,175.378,98.046,90.412,60.657,33.962,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2820,957.094,194.378,97.947,90.314,60.686,33.834,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2821,957.426,173.118,97.848,90.216,60.716,33.706,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2822,957.758,180.748,97.748,90.118,60.745,33.576,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2823,958.089,174.229,97.648,90.021,60.775,33.446,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2824,958.421,166.785,97.546,89.923,60.804,33.315,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2825,958.753,171.970,97.444,89.825,60.834,33.183,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2826,959.085,167.563,97.341,89.727,60.864,33.050,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2827,959.417,179.599,97.237,89.629,60.894,32.917,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2828,959.749,159.822,97.132,89.531,60.923,32.782,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2829,960.081,179.156,97.027,89.433,60.953,32.647,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2830,960.412,173.600,96.920,89.336,60.983,32.510,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2831,960.744,157.859,96.812,89.238,61.013,32.373,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2832,961.076,154.711,96.704,89.140,61.043,32.234,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2833,961.408,168.970,96.594,89.042,61.073,32.095,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2834,961.739,149.822,96.484,88.944,61.102,31.955,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2835,962.071,159.600,96.372,88.846,61.132,31.813,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2836,962.403,159.711,96.260,88.749,61.162,31.671,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2837,962.735,153.822,96.146,88.651,61.191,31.528,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2838,963.066,147.341,96.031,88.553,61.221,31.384,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2839,963.398,148.007,95.916,88.455,61.250,31.240,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2840,963.730,136.304,95.799,88.357,61.279,31.094,0.000,3.427,0.000,0.000,0.000,0.000,0.000,0.000
2841,964.061,142.266,95.682,88.259,61.308,30.947,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2842,964.393,149.007,95.563,88.161,61.337,30.800,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2843,964.725,130.452,95.444,88.064,61.366,30.652,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2844,965.056,174.562,95.323,87.966,61.394,30.503,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2845,965.388,146.340,95.202,87.868,61.423,30.353,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2846,965.719,115.266,95.079,87.770,61.451,30.202,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2847,966.051,141.340,94.955,87.672,61.479,30.051,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2848,966.383,132.785,94.831,87.574,61.506,29.898,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2849,966.714,140.563,94.705,87.476,61.534,29.745,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2850,967.046,112.932,94.578,87.379,61.561,29.592,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2851,967.377,137.488,94.450,87.281,61.587,29.437,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2852,967.709,131.266,94.321,87.183,61.614,29.282,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2853,968.040,114.452,94.192,87.085,61.640,29.126,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2854,968.372,137.155,94.061,86.987,61.666,28.970,0.000,3.426,0.000,0.000,0.000,0.000,0.000,0.000
2855,968.703,141.044,93.929,86.889,61.691,28.812,0.000,3.425,0.000,0.000,0.000,0.000,0.000,0.000
2856,969.035,132.044,93.796,86.791,61.716,28.655,0.000,3.425,0.000,0.000,0.000,0.000,0.000,0.000
2857,969.366,131.377,93.662,86.694,61.741,28.496,0.000,3.425,0.000,0.000,0.000,0.000,0.000,0.000
2858,969.698,115.489,93.527,86.596,61.765,28.337,0.000,3.425,0.000,0.000,0.000,0.000,0.000,0.000
2859,970.029,114.229,93.391,86.498,61.788,28.178,0.000,3.425,0.000,0.000,0.000,0.000,0.000,0.000
2860,970.361,110.784,93.254,86.400,61.812,28.018,0.000,3.424,0.000,0.000,0.000,0.000,0.000,0.000
