ch,keV,net,model,continuum_raw,untied_tail,fit,tail,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,K-40,Th-228,Rn-220,Th-232
1968,716.454,2706.329,2273.835,775.747,0.000,2706.329,0.000,0.042,1.512,0.000,0.012,0.000,0.006,0.000,0.000,0.000
1969,716.829,2647.479,2280.144,775.522,0.000,2647.479,0.000,0.042,1.504,0.000,0.012,0.000,0.006,0.000,0.000,0.000
1970,717.203,2759.773,2286.569,775.297,0.000,2759.773,0.000,0.042,1.496,0.000,0.012,0.000,0.006,0.000,0.000,0.000
1971,717.578,2697.361,2293.105,775.072,0.000,2697.361,0.000,0.042,1.489,0.000,0.012,0.000,0.006,0.000,0.000,0.000
1972,717.952,2747.051,2299.748,774.848,0.000,2747.051,0.000,0.042,1.481,0.000,0.012,0.000,0.005,0.000,0.000,0.000
1973,718.327,2750.763,2306.493,774.623,0.000,2750.763,0.000,0.042,1.473,0.000,0.012,0.000,0.005,0.000,0.000,0.000
1974,718.701,2759.299,2313.335,774.398,0.000,2759.299,0.000,0.042,1.465,0.000,0.012,0.000,0.005,0.000,0.000,0.000
1975,719.076,2690.906,2320.270,774.174,0.000,2690.906,0.000,0.042,1.456,0.000,0.012,0.000,0.005,0.000,0.000,0.000
1976,719.450,2668.566,2327.292,773.949,0.000,2668.566,0.000,0.042,1.448,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1977,719.825,2642.693,2334.395,773.724,0.000,2642.693,0.000,0.041,1.440,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1978,720.199,2702.817,2341.574,773.499,0.000,2702.817,0.000,0.041,1.431,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1979,720.574,2791.831,2348.823,773.275,0.000,2791.831,0.000,0.041,1.422,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1980,720.949,2762.411,2356.136,773.050,0.000,2762.411,0.000,0.041,1.414,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1981,721.323,2787.921,2363.507,772.825,0.000,2787.921,0.000,0.041,1.405,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1982,721.698,2874.200,2370.929,772.600,0.000,2874.200,0.000,0.041,1.396,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1983,722.073,2701.986,2378.397,772.376,0.000,2701.986,0.000,0.041,1.387,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1984,722.447,2728.042,2385.903,772.151,0.000,2728.042,0.000,0.040,1.378,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1985,722.822,2636.682,2393.441,771.926,0.000,2636.682,0.000,0.040,1.369,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1986,723.197,2710.843,2401.003,771.701,0.000,2710.843,0.000,0.040,1.360,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1987,723.572,2651.459,2408.583,771.477,0.000,2651.459,0.000,0.040,1.350,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1988,723.946,2660.310,2416.175,771.252,0.000,2660.310,0.000,0.040,1.341,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1989,724.321,2703.608,2423.769,771.027,0.000,2703.608,0.000,0.040,1.332,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1990,724.696,2673.005,2431.360,770.802,0.000,2673.005,0.000,0.039,1.322,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1991,725.071,2723.560,2438.940,770.578,0.000,2723.560,0.000,0.039,1.313,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1992,725.446,2783.675,2446.502,770.353,0.000,2783.675,0.000,0.039,1.303,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1993,725.820,2795.395,2454.038,770.128,0.000,2795.395,0.000,0.039,1.294,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1994,726.195,2678.122,2461.541,769.903,0.000,2678.122,0.000,0.039,1.284,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1995,726.570,2727.198,2469.003,769.679,0.000,2727.198,0.000,0.038,1.275,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1996,726.945,2579.016,2476.416,769.454,0.000,2579.016,0.000,0.038,1.265,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1997,727.320,2697.151,2483.774,769.229,0.000,2697.151,0.000,0.038,1.255,0.000,0.011,0.000,0.005,0.000,0.000,0.000
1998,727.695,2690.700,2491.068,769.004,0.000,2690.700,0.000,0.038,1.246,0.000,0.010,0.000,0.004,0.000,0.000,0.000
1999,728.070,2562.955,2498.292,768.780,0.000,2562.955,0.000,0.037,1.236,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2000,728.445,2761.850,2505.437,768.555,0.000,2761.850,0.000,0.037,1.226,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2001,728.820,2690.298,2512.496,768.330,0.000,2690.298,0.000,0.037,1.217,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2002,729.195,2578.219,2519.463,768.106,0.000,2578.219,0.000,0.037,1.207,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2003,729.570,2655.006,2526.328,767.881,0.000,2655.006,0.000,0.036,1.197,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2004,729.945,2602.050,2533.086,767.656,0.000,2602.050,0.000,0.036,1.188,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2005,730.320,2606.700,2539.730,767.431,0.000,2606.700,0.000,0.036,1.178,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2006,730.695,2635.683,2546.251,767.207,0.000,2635.683,0.000,0.036,1.168,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2007,731.071,2499.263,2552.643,766.982,0.000,2499.263,0.000,0.035,1.159,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2008,731.446,2622.552,2558.900,766.757,0.000,2622.552,0.000,0.035,1.149,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2009,731.821,2661.411,2565.014,766.532,0.000,2661.411,0.000,0.035,1.139,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2010,732.196,2702.371,2570.979,766.308,0.000,2702.371,0.000,0.035,1.130,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2011,732.571,2649.617,2576.788,766.083,0.000,2649.617,0.000,0.034,1.120,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2012,732.946,2635.346,2582.436,765.858,0.000,2635.346,0.000,0.034,1.111,0.000,0.010,0.000,0.004,0.000,0.000,0.000
2013,733.322,2604.294,2587.916,765.633,0.000,2604.294,0.000,0.034,1.101,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2014,733.697,2623.970,2593.222,765.409,0.000,2623.970,0.000,0.034,1.092,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2015,734.072,2523.881,2598.349,765.184,0.000,2523.881,0.000,0.033,1.082,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2016,734.448,2473.751,2603.291,764.959,0.000,2473.751,0.000,0.033,1.073,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2017,734.823,2629.155,2608.042,764.734,0.000,2629.155,0.000,0.033,1.064,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2018,735.198,2625.683,2612.599,764.510,0.000,2625.683,0.000,0.033,1.054,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2019,735.574,2567.799,2616.954,764.285,0.000,2567.799,0.000,0.032,1.045,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2020,735.949,2470.445,2621.105,764.060,0.000,2470.445,0.000,0.032,1.036,0.000,0.009,0.000,0.004,0.000,0.000,0.000
2021,736.324,2471.520,2625.046,763.835,0.000,2471.520,0.000,0.032,1.026,0.000,0.009,0.000,0.003,0.000,0.000,0.000
2022,736.700,2594.855,2628.774,763.611,0.000,2594.855,0.000,0.032,1.017,0.000,0.009,0.000,0.003,0.000,0.000,0.000
2023,737.075,2544.236,2632.284,763.386,0.000,2544.236,0.000,0.031,1.008,0.000,0.009,0.000,0.003,0.000,0.000,0.000
2024,737.451,2482.352,2635.573,763.161,0.000,2482.352,0.000,0.031,0.999,0.000,0.009,0.000,0.003,0.000,0.000,0.000
2025,737.826,2447.530,2638.638,762.937,0.000,2447.530,0.000,0.031,0.990,0.000,0.009,0.000,0.003,0.000,0.000,0.000
2026,738.202,2493.994,2641.474,762.712,0.000,2493.994,0.000,0.031,0.981,0.000,0.009,0.000,0.003,0.000,0.000,0.000
2027,738.577,2401.828,2644.081,762.487,0.000,2401.828,0.000,0.030,0.972,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2028,738.953,2447.842,2646.454,762.262,0.000,2447.842,0.000,0.030,0.964,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2029,739.328,2442.056,2648.591,762.038,0.000,2442.056,0.000,0.030,0.955,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2030,739.704,2548.496,2650.491,761.813,0.000,2548.496,0.000,0.030,0.946,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2031,740.079,2484.365,2652.152,761.588,0.000,2484.365,0.000,0.029,0.938,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2032,740.455,2358.344,2653.572,761.363,0.000,2358.344,0.000,0.029,0.929,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2033,740.830,2481.071,2654.750,761.139,0.000,2481.071,0.000,0.029,0.921,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2034,741.206,2385.480,2655.686,760.914,0.000,2385.480,0.000,0.029,0.912,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2035,741.582,2441.311,2656.378,760.689,0.000,2441.311,0.000,0.028,0.904,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2036,741.957,2385.392,2656.826,760.464,0.000,2385.392,0.000,0.028,0.896,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2037,742.333,2351.416,2657.031,760.240,0.000,2351.416,0.000,0.028,0.887,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2038,742.709,2248.786,2656.993,760.015,0.000,2248.786,0.000,0.028,0.879,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2039,743.085,2298.935,2656.712,759.790,0.000,2298.935,0.000,0.027,0.871,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2040,743.460,2341.140,2656.189,759.565,0.000,2341.140,0.000,0.027,0.863,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2041,743.836,2327.776,2655.425,759.341,0.000,2327.776,0.000,0.027,0.855,0.000,0.008,0.000,0.003,0.000,0.000,0.000
2042,744.212,2283.210,2654.423,759.116,0.000,2283.210,0.000,0.027,0.847,0.000,0.007,0.000,0.003,0.000,0.000,0.000
2043,744.588,2297.153,2653.183,758.891,0.000,2297.153,0.000,0.026,0.839,0.000,0.007,0.000,0.003,0.000,0.000,0.000
2044,744.964,2351.116,2651.707,758.666,0.000,2351.116,0.000,0.026,0.832,0.000,0.007,0.000,0.003,0.000,0.000,0.000
2045,745.339,2335.554,2649.999,758.442,0.000,2335.554,0.000,0.026,0.824,0.000,0.007,0.000,0.003,0.000,0.000,0.000
2046,745.715,2290.836,2648.059,758.217,0.000,2290.836,0.000,0.026,0.817,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2047,746.091,2306.135,2645.892,757.992,0.000,2306.135,0.000,0.025,0.809,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2048,746.467,2284.527,2643.500,757.767,0.000,2284.527,0.000,0.025,0.802,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2049,746.843,2206.873,2640.887,757.543,0.000,2206.873,0.000,0.025,0.794,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2050,747.219,2250.610,2638.057,757.318,0.000,2250.610,0.000,0.025,0.787,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2051,747.595,2301.706,2635.012,757.093,0.000,2301.706,0.000,0.025,0.780,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2052,747.971,2205.490,2631.757,756.869,0.000,2205.490,0.000,0.024,0.773,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2053,748.347,2204.678,2628.297,756.644,0.000,2204.678,0.000,0.024,0.765,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2054,748.723,2266.504,2624.635,756.419,0.000,2266.504,0.000,0.024,0.758,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2055,749.099,2314.695,2620.778,756.194,0.000,2314.695,0.000,0.024,0.751,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2056,749.475,2348.725,2616.728,755.970,0.000,2348.725,0.000,0.024,0.745,0.000,0.007,0.000,0.002,0.000,0.000,0.000
2057,749.851,2309.947,2612.493,755.745,0.000,2309.947,0.000,0.023,0.738,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2058,750.227,2251.345,2608.076,755.520,0.000,2251.345,0.000,0.023,0.731,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2059,750.603,2196.666,2603.484,755.295,0.000,2196.666,0.000,0.023,0.724,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2060,750.980,2241.317,2598.722,755.071,0.000,2241.317,0.000,0.023,0.718,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2061,751.356,2272.940,2593.795,754.846,0.000,2272.940,0.000,0.023,0.711,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2062,751.732,2273.804,2588.711,754.621,0.000,2273.804,0.000,0.022,0.705,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2063,752.108,2165.366,2583.474,754.396,0.000,2165.366,0.000,0.022,0.699,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2064,752.484,2179.461,2578.091,754.172,0.000,2179.461,0.000,0.022,0.692,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2065,752.861,2100.655,2572.569,753.947,0.000,2100.655,0.000,0.022,0.686,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2066,753.237,2228.311,2566.914,753.722,0.000,2228.311,0.000,0.022,0.680,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2067,753.613,2238.173,2561.132,753.497,0.000,2238.173,0.000,0.021,0.674,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2068,753.989,2237.642,2555.230,753.273,0.000,2237.642,0.000,0.021,0.668,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2069,754.366,2179.207,2549.214,753.048,0.000,2179.207,0.000,0.021,0.662,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2070,754.742,2140.951,2543.092,752.823,0.000,2140.951,0.000,0.021,0.656,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2071,755.118,2180.722,2536.871,752.598,0.000,2180.722,0.000,0.021,0.650,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2072,755.495,2153.016,2530.556,752.374,0.000,2153.016,0.000,0.021,0.645,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2073,755.871,2081.184,2524.155,752.149,0.000,2081.184,0.000,0.020,0.639,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2074,756.248,2217.075,2517.676,751.924,0.000,2217.075,0.000,0.020,0.633,0.000,0.006,0.000,0.002,0.000,0.000,0.000
2075,756.624,2202.464,2511.124,751.700,0.000,2202.464,0.000,0.020,0.628,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2076,757.000,2114.843,2504.506,751.475,0.000,2114.843,0.000,0.020,0.623,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2077,757.377,2204.123,2497.831,751.250,0.000,2204.123,0.000,0.020,0.617,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2078,757.753,2136.747,2491.104,751.025,0.000,2136.747,0.000,0.020,0.612,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2079,758.130,2151.783,2484.332,750.801,0.000,2151.783,0.000,0.019,0.607,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2080,758.507,2203.404,2477.523,750.576,0.000,2203.404,0.000,0.019,0.602,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2081,758.883,2194.500,2470.682,750.351,0.000,2194.500,0.000,0.019,0.596,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2082,759.260,2148.337,2463.817,750.126,0.000,2148.337,0.000,0.019,0.592,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2083,759.636,2174.979,2456.935,749.902,0.000,2174.979,0.000,0.019,0.587,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2084,760.013,2134.896,2450.041,749.677,0.000,2134.896,0.000,0.019,0.582,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2085,760.389,2160.253,2443.143,749.452,0.000,2160.253,0.000,0.018,0.577,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2086,760.766,2091.075,2436.247,749.227,0.000,2091.075,0.000,0.018,0.572,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2087,761.143,2087.880,2429.359,749.003,0.000,2087.880,0.000,0.018,0.568,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2088,761.520,2301.149,2422.485,748.778,0.000,2301.149,0.000,0.018,0.563,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2089,761.896,2188.946,2415.631,748.553,0.000,2188.946,0.000,0.018,0.559,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2090,762.273,2095.386,2408.803,748.328,0.000,2095.386,0.000,0.018,0.554,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2091,762.650,2219.001,2402.008,748.104,0.000,2219.001,0.000,0.018,0.550,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2092,763.026,2194.429,2395.250,747.879,0.000,2194.429,0.000,0.017,0.546,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2093,763.403,2216.906,2388.535,747.654,0.000,2216.906,0.000,0.017,0.542,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2094,763.780,2007.679,2381.869,747.429,0.000,2007.679,0.000,0.017,0.537,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2095,764.157,2200.683,2375.257,747.205,0.000,2200.683,0.000,0.017,0.533,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2096,764.534,2171.568,2368.703,746.980,0.000,2171.568,0.000,0.017,0.529,0.000,0.005,0.000,0.002,0.000,0.000,0.000
2097,764.911,2248.763,2362.213,746.755,0.000,2248.763,0.000,0.017,0.526,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2098,765.288,2025.031,2355.791,746.531,0.000,2025.031,0.000,0.017,0.522,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2099,765.664,2075.141,2349.442,746.306,0.000,2075.141,0.000,0.016,0.518,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2100,766.041,2155.585,2343.169,746.081,0.000,2155.585,0.000,0.016,0.515,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2101,766.418,2239.359,2336.978,745.856,0.000,2239.359,0.000,0.016,0.511,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2102,766.795,2093.022,2330.872,745.632,0.000,2093.022,0.000,0.016,0.507,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2103,767.172,2099.893,2324.855,745.407,0.000,2099.893,0.000,0.016,0.504,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2104,767.549,2158.586,2318.930,745.182,0.000,2158.586,0.000,0.016,0.501,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2105,767.926,2187.484,2313.101,744.957,0.000,2187.484,0.000,0.016,0.498,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2106,768.303,2219.851,2307.370,744.733,0.000,2219.851,0.000,0.016,0.494,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2107,768.680,2222.129,2301.741,744.508,0.000,2222.129,0.000,0.015,0.491,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2108,769.058,2235.838,2296.217,744.283,0.000,2235.838,0.000,0.015,0.488,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2109,769.435,2266.774,2290.799,744.058,0.000,2266.774,0.000,0.015,0.485,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2110,769.812,2195.922,2285.490,743.834,0.000,2195.922,0.000,0.015,0.483,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2111,770.189,2199.638,2280.293,743.609,0.000,2199.638,0.000,0.015,0.480,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2112,770.566,2148.375,2275.209,743.384,0.000,2148.375,0.000,0.015,0.477,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2113,770.943,2199.616,2270.239,743.159,0.000,2199.616,0.000,0.015,0.475,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2114,771.321,2250.128,2265.386,742.935,0.000,2250.128,0.000,0.015,0.472,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2115,771.698,2163.168,2260.650,742.710,0.000,2163.168,0.000,0.014,0.470,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2116,772.075,2161.533,2256.032,742.485,0.000,2161.533,0.000,0.014,0.467,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2117,772.452,2164.932,2251.534,742.260,0.000,2164.932,0.000,0.014,0.465,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2118,772.830,2226.301,2247.156,742.036,0.000,2226.301,0.000,0.014,0.463,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2119,773.207,2124.479,2242.898,741.811,0.000,2124.479,0.000,0.014,0.461,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2120,773.584,2268.843,2238.760,741.586,0.000,2268.843,0.000,0.014,0.459,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2121,773.962,2211.852,2234.743,741.361,0.000,2211.852,0.000,0.014,0.457,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2122,774.339,2222.652,2230.847,741.137,0.000,2222.652,0.000,0.013,0.455,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2123,774.716,2104.068,2227.070,740.912,0.000,2104.068,0.000,0.013,0.453,0.000,0.004,0.000,0.002,0.000,0.000,0.000
2124,775.094,2082.842,2223.413,740.687,0.000,2082.842,0.000,0.013,0.451,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2125,775.471,2154.671,2219.874,740.463,0.000,2154.671,0.000,0.013,0.450,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2126,775.849,2207.413,2216.454,740.238,0.000,2207.413,0.000,0.013,0.448,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2127,776.226,2141.705,2213.149,740.013,0.000,2141.705,0.000,0.013,0.447,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2128,776.604,2174.946,2209.961,739.788,0.000,2174.946,0.000,0.013,0.445,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2129,776.981,2109.367,2206.886,739.564,0.000,2109.367,0.000,0.013,0.444,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2130,777.359,2240.374,2203.924,739.339,0.000,2240.374,0.000,0.012,0.443,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2131,777.736,2158.067,2201.072,739.114,0.000,2158.067,0.000,0.012,0.441,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2132,778.114,2103.929,2198.329,738.889,0.000,2103.929,0.000,0.012,0.440,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2133,778.491,2023.695,2195.692,738.665,0.000,2023.695,0.000,0.012,0.439,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2134,778.869,2192.401,2193.160,738.440,0.000,2192.401,0.000,0.012,0.438,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2135,779.247,2148.217,2190.730,738.215,0.000,2148.217,0.000,0.012,0.437,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2136,779.624,2063.355,2188.400,737.990,0.000,2063.355,0.000,0.012,0.436,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2137,780.002,2102.118,2186.166,737.766,0.000,2102.118,0.000,0.012,0.436,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2138,780.380,2240.303,2184.027,737.541,0.000,2240.303,0.000,0.011,0.435,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2139,780.758,2124.594,2181.979,737.316,0.000,2124.594,0.000,0.011,0.434,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2140,781.135,2122.228,2180.019,737.091,0.000,2122.228,0.000,0.011,0.434,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2141,781.513,2145.814,2178.145,736.867,0.000,2145.814,0.000,0.011,0.433,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2142,781.891,2142.776,2176.353,736.642,0.000,2142.776,0.000,0.011,0.433,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2143,782.269,2101.714,2174.639,736.417,0.000,2101.714,0.000,0.011,0.433,0.000,0.003,0.000,0.002,0.000,0.000,0.000
2144,782.646,2077.839,2173.002,736.192,0.000,2077.839,0.000,0.011,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2145,783.024,2157.984,2171.436,735.968,0.000,2157.984,0.000,0.011,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2146,783.402,2097.700,2169.939,735.743,0.000,2097.700,0.000,0.010,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2147,783.780,2057.314,2168.508,735.518,0.000,2057.314,0.000,0.010,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2148,784.158,2138.916,2167.137,735.294,0.000,2138.916,0.000,0.010,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2149,784.536,2059.454,2165.825,735.069,0.000,2059.454,0.000,0.010,0.431,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2150,784.914,2119.247,2164.566,734.844,0.000,2119.247,0.000,0.010,0.431,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2151,785.292,2091.035,2163.358,734.619,0.000,2091.035,0.000,0.010,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2152,785.670,2041.048,2162.196,734.395,0.000,2041.048,0.000,0.010,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2153,786.048,1990.518,2161.077,734.170,0.000,1990.518,0.000,0.010,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2154,786.426,2048.489,2159.996,733.945,0.000,2048.489,0.000,0.009,0.432,0.000,0.003,0.000,0.003,0.000,0.000,0.000
2155,786.804,2026.859,2158.951,733.720,0.000,2026.859,0.000,0.009,0.432,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2156,787.182,2053.091,2157.936,733.496,0.000,2053.091,0.000,0.009,0.433,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2157,787.560,2046.974,2156.948,733.271,0.000,2046.974,0.000,0.009,0.433,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2158,787.938,2076.656,2155.983,733.046,0.000,2076.656,0.000,0.009,0.433,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2159,788.316,2063.210,2155.038,732.821,0.000,2063.210,0.000,0.009,0.434,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2160,788.694,1977.522,2154.108,732.597,0.000,1977.522,0.000,0.009,0.434,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2161,789.073,1985.035,2153.189,732.372,0.000,1985.035,0.000,0.009,0.435,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2162,789.451,2021.202,2152.279,732.147,0.000,2021.202,0.000,0.009,0.435,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2163,789.829,2016.374,2151.371,731.922,0.000,2016.374,0.000,0.008,0.436,0.000,0.002,0.000,0.003,0.000,0.000,0.000
2164,790.207,2124.292,2150.464,731.698,0.000,2124.292,0.000,0.008,0.436,0.000,0.002,0.000,0.003,0.000,0.000,0.000
