spectrum,channels,kev_per_ch,peak_kev,peak_ch,fwhm_field,w_ch_empirical,w_kev_empirical,ratio_to_ch,ratio_to_kev,fwhmcal_at_ch
G1S16_K40_Mar_2,1024,3.08323,525.286,179,10.7663,15.4489,47.6324,0.6969,0.2260,11.6109
G1S16_K40_Mar_2,1024,3.08323,1209.763,401,24.6815,58.0525,178.9890,0.4252,0.1379,19.9938
G1S16_K40_Mar_2,1024,3.08323,1490.336,492,25.3418,22.9751,70.8374,1.1030,0.3577,22.9479
G1S16_Mix_Denta100,1024,2.94506,58.750,25,4.8712,10.5283,31.0090,0.4627,0.1571,3.3746
G1S16_Mix_Denta100,1024,2.94859,120.633,46,5.0353,4.5805,13.5056,1.0993,0.3728,4.9980
G1S16_Mix_Denta100,1024,2.95026,150.128,56,4.3414,4.8020,14.1672,0.9041,0.3064,5.6732
G1S16_Mix_Denta100,1024,2.95546,241.666,87,7.5406,10.4970,31.0191,0.7184,0.2431,7.5347
G1S16_Mix_Denta100,1024,2.96133,345.210,122,10.0652,9.3606,27.7186,1.0753,0.3631,9.3680
G1S16_Mix_Denta100,1024,2.97072,511.308,178,13.2914,12.1234,36.0164,1.0963,0.3690,11.9486
G1S16_Mix_Denta100,1024,2.9791,660.053,228,15.4607,14.2830,42.5532,1.0825,0.3633,14.0143
G1S16_Mix_Denta100,1024,2.98581,779.351,268,15.6177,13.2558,39.5792,1.1782,0.3946,15.5520
G1S16_Mix_Denta100,1024,2.99621,964.794,330,16.6360,23.4346,70.1923,0.7099,0.2370,17.7828
G1S16_Mix_Denta100,1024,3.00711,1159.902,395,21.6429,23.4634,70.5390,0.9224,0.3068,19.9662
G1S16_Mix_Denta100,1024,3.02103,1410.070,478,25.4381,30.1742,91.1571,0.8430,0.2791,22.5760
G1S16_Mix_Denta100,1024,3.03679,1694.787,572,25.9645,20.5809,62.5016,1.2616,0.4154,25.3436
G1S16_Mix_Mar,1024,2.96802,54.906,24,4.7930,10.6120,31.4992,0.4517,0.1522,3.2329
G1S16_Mix_Mar,1024,2.96863,69.748,29,3.4826,9.5334,28.2975,0.3653,0.1231,3.6563
G1S16_Mix_Mar,1024,2.97058,117.262,45,5.0522,4.8375,14.3701,1.0444,0.3516,4.8656
G1S16_Mix_Mar,1024,2.9718,146.974,55,3.4999,5.2623,15.6386,0.6651,0.2238,5.5439
G1S16_Mix_Mar,1024,2.97338,185.617,68,7.8693,12.9309,38.4477,0.6086,0.2047,6.3642
G1S16_Mix_Mar,1024,2.97983,343.377,121,9.8212,9.0916,27.0912,1.0802,0.3625,9.2578
G1S16_Mix_Mar,1024,2.98677,513.426,178,13.4906,12.5015,37.3387,1.0791,0.3613,11.8994
G1S16_Mix_Mar,1024,2.99299,665.910,229,15.4585,14.5522,43.5534,1.0623,0.3549,14.0179
G1S16_Mix_Mar,1024,2.99761,779.731,267,15.0846,13.6751,40.9920,1.1031,0.3680,15.4898
G1S16_Mix_Mar,1024,3.00114,866.713,296,9.7957,9.6425,28.9382,1.0159,0.3385,16.5641
G1S16_Mix_Mar,1024,3.00516,965.817,329,16.7557,16.8176,50.5322,0.9963,0.3316,17.7427
G1S16_Mix_Mar,1024,3.01283,1155.384,392,22.0023,23.1743,69.8138,0.9494,0.3152,19.8841
G1S16_Mix_Mar,1024,3.02331,1414.938,478,24.2984,23.7370,71.7547,1.0236,0.3386,22.6218
G1S16_Mix_Mar,1024,3.03451,1693.598,570,26.8417,21.5959,65.5332,1.2429,0.4096,25.3655
G1S16_Mix_Petri,1024,2.94554,32.048,16,3.1732,5.1882,15.2822,0.6116,0.2076,2.5205
G1S16_Mix_Petri,1024,2.94685,58.563,25,4.7282,10.4234,30.7184,0.4536,0.1539,3.3629
G1S16_Mix_Petri,1024,2.9499,120.479,46,5.0112,4.6339,13.6694,1.0814,0.3666,4.9868
G1S16_Mix_Petri,1024,2.95135,149.985,56,4.4650,5.5728,16.4473,0.8012,0.2715,5.6626
G1S16_Mix_Petri,1024,2.96065,339.170,120,10.0241,9.3900,27.8022,1.0675,0.3606,9.2656
G1S16_Mix_Petri,1024,2.96922,514.101,179,13.3760,12.0107,35.6617,1.1137,0.3751,11.9974
G1S16_Mix_Petri,1024,2.97648,662.743,229,15.4801,13.8571,41.2458,1.1171,0.3753,14.0672
G1S16_Mix_Petri,1024,2.98215,778.937,268,15.1505,16.6534,49.6598,0.9098,0.3051,15.5718
G1S16_Mix_Petri,1024,2.99086,958.127,328,17.2895,14.6484,43.8071,1.1803,0.3947,17.7430
G1S16_Mix_Petri,1024,3.00031,1152.840,393,21.3632,24.0593,72.1740,0.8879,0.2960,19.9416
G1S16_Mix_Petri,1024,3.01265,1408.391,478,25.0269,26.7374,80.5531,0.9360,0.3107,22.6309
G1S16_Mix_Petri,1024,3.02689,1704.329,576,26.9068,18.5769,56.2243,1.4484,0.4786,25.5290
G1S16_Mix_Petri,1024,3.07003,2609.721,873,32.1161,25.5000,78.2469,1.2595,0.4104,33.3976
G1S16_Mn54_P25,1024,2.87243,76.689,31,4.4806,4.4020,12.6456,1.0179,0.3543,3.8019
G1S16_Mn54_P25,1024,2.98686,596.078,208,15.7196,43.9796,130.9669,0.3574,0.1200,13.3142
G1S16_Mn54_P25,1024,3.01986,836.424,288,18.2807,16.5968,50.1130,1.1015,0.3648,16.4957
G1S16_Mn54_P25,1024,3.05123,1456.964,492,25.2558,15.4727,47.2110,1.6323,0.5350,23.4693
G1S16_Mn54_P25,1024,2.90098,2623.604,881,34.7839,25.6138,74.4624,1.3580,0.4671,34.4418
G1S16_Mn54_P5,1024,3.00566,51.880,32,3.8857,4.3988,13.2198,0.8834,0.2939,3.2839
G1S16_Mn54_P5,1024,3.03705,187.853,77,10.1354,15.1835,46.1178,0.6675,0.2198,6.1042
G1S16_Mn54_P5,1024,3.10894,584.557,206,16.6323,48.4257,150.2034,0.3435,0.1107,12.2285
G1S16_Mn54_P5,1024,3.14038,837.726,287,17.7326,16.2311,50.9714,1.0925,0.3479,15.4544
G1S16_Na22_P25,1024,2.88798,186.613,68,9.9432,21.8849,63.2552,0.4543,0.1572,6.5045
G1S16_Na22_P25,1024,2.95861,511.305,179,13.8442,12.6284,37.3600,1.0963,0.3706,12.2083
G1S16_Na22_P25,1024,3.02208,1002.389,343,30.4599,105.0556,316.2267,0.2899,0.0963,18.6374
G1S16_Na22_P25,1024,3.03619,1275.121,433,23.8296,20.7301,62.9393,1.1495,0.3786,21.6877
G1S16_Na22_P25,1024,3.0374,1460.400,494,20.6263,20.9587,63.6597,0.9841,0.3240,23.6292
G1S16_Na22_P25,1024,3.02108,1812.028,610,31.0913,38.4008,116.0547,0.8097,0.2679,27.1043
G1S16_Na22_P5,1024,2.81547,194.093,67,9.3863,15.3824,43.3215,0.6102,0.2167,7.0949
G1S16_Na22_P5,1024,2.87656,513.022,179,14.2461,12.6219,36.3065,1.1287,0.3924,12.9278
G1S16_Na22_P5,1024,2.90304,698.003,243,15.9690,16.2592,47.2078,0.9822,0.3383,15.5804
G1S16_Na22_P5,1024,2.9127,779.426,271,12.2018,22.8714,66.6006,0.5335,0.1832,16.6532
G1S16_Na22_P5,1024,2.93299,1001.617,347,23.9957,67.3493,197.1324,0.3563,0.1217,19.3663
G1S16_Na22_P5,1024,2.94553,1254.473,433,24.0789,20.3530,59.9493,1.1831,0.4017,22.1697
G1S16_Na22_P5,1024,2.94756,1460.773,503,27.7313,46.7263,137.7275,0.5935,0.2013,24.2938
G1S16_Na22_P5,1024,2.93535,1793.338,616,29.1186,23.6431,69.4146,1.2316,0.4195,27.4937
G1S16_Ra226_Mar,1024,2.95524,40.582,19,3.0347,4.2129,12.4502,0.7203,0.2437,2.7973
G1S16_Ra226_Mar,1024,2.95645,70.140,29,4.0942,4.7739,14.1140,0.8576,0.2901,3.6802
G1S16_Ra226_Mar,1024,2.96106,182.573,67,6.0523,18.5901,55.0333,0.3256,0.1100,6.3358
G1S16_Ra226_Mar,1024,2.96349,241.818,87,7.3971,7.6151,22.5668,0.9714,0.3278,7.5058
G1S16_Ra226_Mar,1024,2.96567,295.181,105,8.5071,8.4518,25.0649,1.0065,0.3394,8.4796
G1S16_Ra226_Mar,1024,2.96809,354.518,125,10.3473,9.9255,29.4589,1.0425,0.3512,9.4951
G1S16_Ra226_Mar,1024,2.97865,613.202,212,14.6461,13.6743,40.7296,1.0711,0.3596,13.3763
G1S16_Ra226_Mar,1024,2.98519,774.225,266,16.3441,19.8453,59.2447,0.8236,0.2759,15.4976
G1S16_Ra226_Mar,1024,2.99186,938.594,321,17.3220,22.1711,66.3190,0.7813,0.2612,17.5072
G1S16_Ra226_Mar,1024,2.99914,1118.325,381,20.9285,20.8378,62.4971,1.0043,0.3349,19.5657
G1S16_Ra226_Mar,1024,3.00436,1247.400,424,18.4369,11.5215,34.6118,1.6002,0.5327,20.9712
G1S16_Ra226_Mar,1024,3.00993,1385.728,470,22.7870,25.8223,77.7252,0.8825,0.2932,22.4203
G1S16_Ra226_Mar,1024,3.02485,1756.868,593,28.8247,25.9554,78.5121,1.1105,0.3671,26.0697
G1S16_Ra226_Mar,1024,3.04268,2202.831,740,32.7687,26.8223,81.6022,1.2217,0.4016,30.0974
G1S16_Ra226_Mar,1024,3.05286,2458.844,824,32.2470,41.0594,125.3336,0.7854,0.2573,32.2717
G1S16_Ra226_Mar_2,1024,3.00451,33.265,18,2.6945,3.2727,9.8327,0.8234,0.2740,2.5780
G1S16_Ra226_Mar_2,1024,3.00451,69.319,30,4.0943,5.0486,15.1686,0.8110,0.2699,3.6204
G1S16_Ra226_Mar_2,1024,3.00451,180.486,67,6.2271,21.1701,63.6059,0.2941,0.0979,6.1764
G1S16_Ra226_Mar_2,1024,3.00451,240.576,87,7.2233,7.2793,21.8709,0.9923,0.3303,7.3476
G1S16_Ra226_Mar_2,1024,3.00451,294.657,105,8.2466,8.6152,25.8843,0.9572,0.3186,8.3260
G1S16_Ra226_Mar_2,1024,3.00451,351.743,124,10.0748,9.8048,29.4585,1.0275,0.3420,9.2994
G1S16_Ra226_Mar_2,1024,3.00451,613.136,211,14.6623,13.7496,41.3110,1.0664,0.3549,13.2412
G1S16_Ra226_Mar_2,1024,3.00451,778.384,266,16.7351,18.5979,55.8777,0.8998,0.2995,15.4455
G1S16_Ra226_Mar_2,1024,3.00451,937.623,319,17.8924,19.8485,59.6350,0.9014,0.3000,17.4284
G1S16_Ra226_Mar_2,1024,3.00451,1120.898,380,20.6413,19.0466,57.2257,1.0837,0.3607,19.5783
G1S16_Ra226_Mar_2,1024,3.00451,1247.088,422,17.9535,20.8087,62.5199,0.8628,0.2872,20.9914
G1S16_Ra226_Mar_2,1024,3.00451,1388.300,469,22.5726,24.5500,73.7608,0.9195,0.3060,22.5179
G1S16_Ra226_Mar_2,1024,3.00451,1520.499,513,15.9271,15.9927,48.0504,0.9959,0.3315,23.9011
G1S16_Ra226_Mar_2,1024,3.00451,1751.846,590,28.3278,26.6080,79.9442,1.0646,0.3543,26.2297
G1S16_Ra226_Mar_2,1024,3.00451,2205.528,741,32.3758,43.1188,129.5509,0.7509,0.2499,30.5199
G1S16_Ra226_Mar_2,1024,3.00451,2454.902,824,34.5280,31.9304,95.9353,1.0814,0.3599,32.7517
G1S16_Th228_P25,1024,2.86433,76.639,30,4.3185,6.4157,18.3795,0.6731,0.2350,3.7914
G1S16_Th228_P25,1024,2.9067,238.254,86,7.9432,6.8499,19.9102,1.1596,0.3990,7.5393
G1S16_Th228_P25,1024,2.93157,346.270,123,8.6401,6.9680,20.4247,1.2400,0.4230,9.5228
G1S16_Th228_P25,1024,2.96501,514.351,180,10.7922,9.7666,28.9456,1.1050,0.3728,12.2096
G1S16_Th228_P25,1024,2.97733,585.661,204,14.2665,13.0520,38.8593,1.0930,0.3671,13.2489
G1S16_Th228_P25,1024,2.99922,732.104,253,18.1077,25.1781,75.5381,0.7192,0.2397,15.2476
G1S16_Th228_P25,1024,3.03549,1112.594,379,18.2911,22.2712,67.6218,0.8213,0.2705,19.8502
G1S16_Th228_P25,1024,3.04342,1462.362,494,24.3784,25.2686,76.9023,0.9648,0.3170,23.5984
G1S16_Th228_P25,1024,3.03078,1766.224,594,22.7436,35.8217,108.6124,0.6349,0.2094,26.6157
G1S16_Th228_P25,1024,2.99421,2109.872,708,27.9923,28.7676,86.1363,0.9731,0.3250,29.8472
G1S16_Th228_P25,1024,2.89287,2622.846,882,36.4171,24.6036,71.2129,1.4801,0.5114,34.4505
G1S16_Th228_P5,1024,2.95604,33.523,17,3.5595,5.0468,14.9189,0.7053,0.2386,2.5793
G1S16_Th228_P5,1024,2.95722,71.960,30,4.2540,4.4024,13.0187,0.9663,0.3268,3.7361
G1S16_Th228_P5,1024,2.95894,128.163,49,6.5071,8.2147,24.3066,0.7921,0.2677,5.1453
G1S16_Th228_P5,1024,2.9623,237.706,86,8.0912,7.4167,21.9706,1.0909,0.3683,7.4262
G1S16_Th228_P5,1024,2.9642,299.934,107,8.6492,10.3539,30.6876,0.8354,0.2818,8.5637
G1S16_Th228_P5,1024,2.97063,510.621,178,10.8983,10.8967,32.3705,1.0001,0.3367,11.9357
G1S16_Th228_P5,1024,2.97298,587.888,204,14.0518,13.6154,40.4773,1.0321,0.3472,13.0458
G1S16_Th228_P5,1024,2.97733,730.695,252,16.1215,14.7612,43.9485,1.0922,0.3668,14.9739
G1S16_Th228_P5,1024,2.98141,864.767,297,16.9206,17.2224,51.3479,0.9825,0.3295,16.6679
G1S16_Th228_P5,1024,3.00324,1585.917,538,24.2199,65.3462,196.2711,0.3706,0.1234,24.5581
G1S16_Th228_P5,1024,3.01937,2121.929,716,28.9760,54.9391,165.9491,0.5274,0.1746,29.5914
G1S16_Th228_P5,1024,3.03422,2618.323,880,36.4124,28.8566,87.5538,1.2618,0.4159,33.8527
G1S16_Th232_Denta100,1024,2.94335,73.414,30,4.0228,6.7675,19.9197,0.5944,0.2020,3.7964
G1S16_Th232_Denta100,1024,2.94619,123.475,47,4.7970,5.6797,16.7348,0.8446,0.2866,5.0694
G1S16_Th232_Denta100,1024,2.95273,238.504,86,7.8335,7.6628,22.6257,1.0223,0.3462,7.4812
G1S16_Th232_Denta100,1024,2.95826,336.035,119,9.5205,8.1969,24.2485,1.1615,0.3926,9.2219
G1S16_Th232_Denta100,1024,2.96848,516.800,180,9.2243,27.2437,80.8239,0.3386,0.1141,12.0389
G1S16_Th232_Denta100,1024,2.97233,585.120,203,13.4761,11.9834,35.6176,1.1246,0.3784,13.0084
G1S16_Th232_Denta100,1024,2.98054,730.965,252,14.2134,13.0896,39.0093,1.0859,0.3644,14.9523
G1S16_Th232_Denta100,1024,2.99059,910.099,312,16.7627,29.7144,88.8929,0.5641,0.1886,17.1574
G1S16_Th232_Denta100,1024,3.02092,1454.141,493,22.4703,14.2299,42.9824,1.5791,0.5228,23.0373
G1S16_Th232_Denta100,1024,3.02913,1602.367,542,24.8562,34.2522,103.7550,0.7257,0.2396,24.4872
G1S16_Th232_Denta100,1024,3.05794,2125.855,714,27.9021,54.2168,165.9461,0.5146,0.1681,29.2441
G1S16_Th232_Denta100,1024,3.08509,2623.441,876,35.7494,29.4885,90.9867,1.2123,0.3929,33.3610
G1S16_Th232_Mar,1024,2.94622,72.870,29,4.1222,7.5196,22.1562,0.5482,0.1860,3.7531
G1S16_Th232_Mar,1024,2.94852,128.870,48,4.9743,4.9776,14.6768,0.9993,0.3389,5.1891
G1S16_Th232_Mar,1024,2.95299,238.048,85,7.8541,7.4388,21.9669,1.0558,0.3575,7.4929
G1S16_Th232_Mar,1024,2.9571,338.519,119,9.6593,8.5001,25.1348,1.1364,0.3843,9.3024
G1S16_Th232_Mar,1024,2.96218,462.824,161,7.0726,8.7662,25.9700,0.8068,0.2723,11.2979
G1S16_Th232_Mar,1024,2.96423,513.199,178,9.1176,22.7166,67.3184,0.4014,0.1354,12.0510
G1S16_Th232_Mar,1024,2.96713,584.375,202,14.0529,13.0741,38.7923,1.0749,0.3623,13.0720
G1S16_Th232_Mar,1024,2.97281,723.964,249,14.2519,13.5775,40.3654,1.0497,0.3531,14.9537
G1S16_Th232_Mar,1024,2.98043,911.491,312,17.1682,31.8357,94.9080,0.5393,0.1809,17.2872
G1S16_Th232_Mar,1024,2.9826,965.158,330,13.3875,28.9907,86.4219,0.4618,0.1549,17.9220
G1S16_Th232_Mar,1024,2.98768,1090.534,372,15.5556,25.3769,75.8103,0.6130,0.2052,19.3569
G1S16_Th232_Mar,1024,3.00774,1588.153,538,26.8705,29.4041,88.4308,0.9138,0.3039,24.5390
G1S16_Th232_Mar,1024,3.02901,2119.387,714,27.9930,73.4514,222.6667,0.3811,0.1257,29.4361
G1S16_Th232_Mar,1024,3.03614,2298.309,773,38.4199,44.8723,136.1769,0.8562,0.2821,30.9777
G1S16_Th232_Mar,1024,3.04859,2611.672,876,36.0679,28.5153,86.9320,1.2649,0.4149,33.5719
G1S16_Th232_Mar_2,1024,2.96284,67.923,29,3.9338,5.0936,15.0917,0.7723,0.2607,3.6269
G1S16_Th232_Mar_2,1024,2.96515,124.239,48,4.9510,5.9480,17.6373,0.8324,0.2807,5.0403
G1S16_Th232_Mar_2,1024,2.96965,234.033,85,7.7630,7.6539,22.7299,1.0142,0.3415,7.3204
G1S16_Th232_Mar_2,1024,2.97378,335.072,119,9.5751,8.5406,25.3974,1.1211,0.3770,9.1194
G1S16_Th232_Mar_2,1024,2.98107,513.717,179,8.7010,22.5647,67.2460,0.3856,0.1294,11.9059
G1S16_Th232_Mar_2,1024,2.98399,585.298,203,13.9176,12.9329,38.5902,1.0761,0.3607,12.9255
G1S16_Th232_Mar_2,1024,2.98995,731.660,252,14.4376,21.5547,64.4480,0.6698,0.2240,14.8859
G1S16_Th232_Mar_2,1024,2.99736,914.273,313,17.4308,32.2715,96.7516,0.5401,0.1802,17.1497
G1S16_Th232_Mar_2,1024,2.99955,968.245,331,14.6177,31.9348,95.7421,0.4577,0.1527,17.7875
G1S16_Th232_Mar_2,1024,3.0055,1115.369,380,20.3669,23.3922,70.2757,0.8707,0.2898,19.4657
G1S16_Th232_Mar_2,1024,3.01924,1455.766,493,14.4501,14.5374,43.8989,0.9940,0.3292,23.0733
G1S16_Th232_Mar_2,1024,3.02495,1597.805,540,26.9908,32.1511,97.2551,0.8395,0.2775,24.4870
G1S16_Th232_Mar_2,1024,3.04597,2122.940,713,28.4574,77.2018,235.3856,0.3686,0.1209,29.3602
G1S16_Th232_Mar_2,1024,3.054,2324.239,779,34.5077,38.9408,118.8487,0.8862,0.2904,31.1078
G1S16_Th232_Mar_2,1024,3.06603,2627.180,878,35.6364,31.1058,95.3675,1.1457,0.3737,33.6357
G1S16_Th232_Mar_3,1024,2.94797,74.381,30,4.0108,8.4628,24.9495,0.4739,0.1608,3.7949
G1S16_Th232_Mar_3,1024,2.95015,127.464,48,5.2193,8.3874,24.7458,0.6223,0.2109,5.1420
G1S16_Th232_Mar_3,1024,2.95462,236.703,85,7.7312,7.6280,22.5381,1.0135,0.3430,7.4395
G1S16_Th232_Mar_3,1024,2.95874,337.230,119,9.5457,9.1661,27.1191,1.0414,0.3520,9.2468
G1S16_Th232_Mar_3,1024,2.96381,461.603,161,7.3852,9.3599,27.7424,0.7890,0.2662,11.2420
G1S16_Th232_Mar_3,1024,2.96587,512.006,178,8.7670,25.8738,76.7149,0.3388,0.1143,11.9956
G1S16_Th232_Mar_3,1024,2.96889,586.190,203,13.8238,12.9788,38.5314,1.0651,0.3588,13.0591
G1S16_Th232_Mar_3,1024,2.97482,731.811,252,13.8742,13.4740,40.0790,1.0297,0.3462,15.0178
G1S16_Th232_Mar_3,1024,2.98207,910.518,312,17.8678,31.5441,94.0899,0.5664,0.1899,17.2409
G1S16_Th232_Mar_3,1024,2.98437,967.199,331,14.4928,31.2438,93.1942,0.4639,0.1555,17.9124
G1S16_Th232_Mar_3,1024,2.98981,1101.618,376,22.3034,23.8326,71.2418,0.9358,0.3131,19.4507
G1S16_Th232_Mar_3,1024,2.99586,1251.260,426,18.6488,13.8529,41.4966,1.3462,0.4494,21.0854
G1S16_Th232_Mar_3,1024,3.00952,1590.564,539,28.7372,30.5104,91.8191,0.9419,0.3130,24.5485
G1S16_Th232_Mar_3,1024,3.03056,2116.052,713,28.3667,28.3421,85.8992,1.0009,0.3302,29.4142
G1S16_Th232_Mar_3,1024,3.03854,2316.332,779,33.0735,36.2014,109.9469,0.9136,0.3008,31.1464
G1S16_Th232_Mar_3,1024,3.05027,2611.640,876,36.2155,30.6275,93.4255,1.1824,0.3876,33.6008
G1S16_Th232_Petri,1024,2.9571,73.488,30,4.3353,5.8220,17.2164,0.7446,0.2518,3.7632
G1S16_Th232_Petri,1024,2.9586,126.729,48,4.1210,3.8712,11.4534,1.0645,0.3598,5.1088
G1S16_Th232_Petri,1024,2.96175,239.215,86,7.8663,7.6516,22.6619,1.0281,0.3471,7.4653
G1S16_Th232_Petri,1024,2.96457,339.963,120,9.4662,8.5599,25.3761,1.1059,0.3730,9.2715
G1S16_Th232_Petri,1024,2.96939,512.048,178,9.9151,25.4593,75.5829,0.3894,0.1312,11.9820
G1S16_Th232_Petri,1024,2.97146,586.308,203,13.7668,11.4726,34.0903,1.2000,0.4038,13.0512
G1S16_Th232_Petri,1024,2.98034,904.730,310,16.0357,27.8303,82.9638,0.5762,0.1933,17.1887
G1S16_Th232_Petri,1024,2.98209,967.336,331,13.7868,27.1378,80.8992,0.5080,0.1704,17.9373
G1S16_Th232_Petri,1024,2.99553,1451.523,493,23.1595,18.4958,55.4007,1.2522,0.4180,23.2431
G1S16_Th232_Petri,1024,2.99944,1592.405,540,24.9853,24.2333,72.6862,1.0310,0.3437,24.6613
G1S16_Th232_Petri,1024,3.02733,2604.901,876,37.4661,30.6454,92.7758,1.2226,0.4038,33.7813
G1S16_Y88_P25,1024,2.86685,76.540,31,4.7740,32.2430,92.7316,0.1481,0.0515,3.8047
G1S16_Y88_P25,1024,2.9825,603.865,211,14.1241,18.2654,54.4589,0.7733,0.2594,13.4501
G1S16_Y88_P25,1024,3.02041,895.144,308,18.8720,18.0030,54.3748,1.0483,0.3471,17.2538
G1S16_Y88_P25,1024,3.03798,1122.398,383,18.4966,50.5441,153.6634,0.3660,0.1204,19.9160
G1S16_Y88_P25,1024,3.04516,1466.314,496,26.1433,26.9899,82.1886,0.9686,0.3181,23.6119
G1S16_Y88_P25,1024,3.02685,1836.982,618,29.0171,26.0660,78.9051,1.1132,0.3677,27.2907
G1S16_Y88_P25,1024,2.89608,2615.610,880,32.4038,10.2748,29.7260,3.1537,1.0901,34.4411
G1S16_Y88_P5,1024,2.89816,229.168,82,8.3429,21.5333,62.3837,0.3874,0.1337,7.4250
G1S16_Y88_P5,1024,2.97349,664.085,230,13.7396,32.5082,96.5684,0.4226,0.1423,14.4325
G1S16_Y88_P5,1024,2.99992,900.097,309,19.2258,17.0261,51.0756,1.1292,0.3764,17.4573
G1S16_Y88_P5,1024,3.01084,1838.621,620,29.6546,24.9267,75.0508,1.1897,0.3951,27.3447
G1S24_Am241_P5,1024,2.82041,58.716,24,4.4269,4.5067,12.7091,0.9823,0.3483,3.5569
G1S24_Am241_P5,1024,2.84097,101.178,39,4.6750,4.5625,12.9619,1.0247,0.3607,4.8864
G1S24_Am241_P5,1024,2.85143,123.947,47,4.3882,4.1170,11.7384,1.0659,0.3738,5.5206
G1S24_Am241_P5,1024,3.02746,1462.653,494,28.7482,28.4373,86.0960,1.0109,0.3339,25.7149
G1S24_Ba133_P5,1024,2.81559,49.781,21,2.8126,4.2875,12.0720,0.6560,0.2330,3.2470
G1S24_Ba133_P5,1024,2.83096,80.837,32,4.7506,4.5069,12.7569,1.0541,0.3724,4.2789
G1S24_Ba133_P5,1024,2.86591,157.754,59,8.2720,12.1243,34.7289,0.6823,0.2382,6.3888
G1S24_Ba133_P5,1024,2.91975,299.552,108,7.7862,10.1993,29.7754,0.7634,0.2615,9.4942
G1S24_Ba133_P5,1024,2.93748,355.198,127,11.3261,10.7467,31.5699,1.0539,0.3588,10.5578
G1S24_Ba133_P5,1024,2.9651,455.556,161,6.5016,10.1844,30.1689,0.6384,0.2155,12.3331
G1S24_Ba133_P5,1024,3.02685,1461.892,494,28.7602,36.7313,111.2281,0.7830,0.2586,25.7094
G1S24_Ba133_P5,1024,2.93551,2596.036,875,41.6557,14.3350,42.0782,2.9059,0.9900,37.3910
G1S24_Bi207_P5,1024,2.76265,50.838,18,3.3802,4.0605,11.2168,0.8325,0.3014,3.2159
G1S24_Bi207_P5,1024,2.77793,81.312,29,4.7672,4.8281,13.4157,0.9874,0.3553,4.3459
G1S24_Bi207_P5,1024,2.82924,196.289,70,9.3100,18.4060,52.1217,0.5058,0.1786,7.5812
G1S24_Bi207_P5,1024,2.93893,572.036,200,15.9921,14.2850,41.9764,1.1195,0.3810,14.7106
G1S24_Bi207_P5,1024,2.97282,811.618,281,22.5738,40.9420,121.5606,0.5514,0.1857,18.2339
G1S24_Bi207_P5,1024,2.9859,1056.055,363,23.5169,20.5655,61.4063,1.1435,0.3830,21.4336
G1S24_Bi207_P5,1024,2.98359,1271.023,435,22.3939,24.2139,72.2481,0.9248,0.3100,24.0279
G1S24_Bi207_P5,1024,2.97449,1446.813,494,37.2306,51.5864,153.5953,0.7217,0.2424,26.0372
G1S24_Bi207_P5,1024,2.95872,1645.601,561,10.8333,11.5875,34.2699,0.9349,0.3161,28.2145
G1S24_Bi207_P5,1024,2.94816,1757.835,599,29.6814,28.3418,83.5684,1.0473,0.3552,29.4067
G1S24_Bi207_P5,1024,2.89458,2341.785,799,36.8641,26.6269,77.0843,1.3845,0.4782,35.2738
G1S24_Cd109_P5,1024,2.88306,86.890,34,4.9670,4.6174,13.3142,1.0757,0.3731,4.3976
G1S24_Cd109_P5,1024,3.0796,1486.245,494,28.2271,22.0909,68.0210,1.2778,0.4150,25.5287
G1S24_Co60_P5,1024,2.84966,235.390,83,12.5767,17.3119,49.3484,0.7265,0.2549,8.5131
G1S24_Co60_P5,1024,2.93162,510.323,178,12.7023,11.5793,33.9344,1.0970,0.3743,13.7340
G1S24_Co60_P5,1024,2.98216,850.820,293,21.5901,72.3523,215.7006,0.2984,0.1001,18.7708
G1S24_Co60_P5,1024,2.98696,919.468,316,23.0784,64.8980,193.5173,0.3556,0.1193,19.6814
G1S24_Co60_P5,1024,2.9923,1173.714,401,23.7393,21.0017,62.8436,1.1303,0.3778,22.8513
G1S24_Co60_P5,1024,2.98763,1329.215,453,26.2202,22.9264,68.4950,1.1437,0.3828,24.6664
G1S24_Co60_P5,1024,2.97057,1585.486,539,25.5000,21.9129,65.1048,1.1637,0.3917,27.5061
G1S24_Co60_P5,1024,2.90714,2258.396,768,43.4530,58.8571,171.2642,0.7383,0.2537,34.3420
G1S24_Co60_P5,1024,2.89217,2516.379,857,38.3509,31.2249,90.3180,1.2282,0.4246,36.7855
G1S24_Cs137_Denta120,1024,2.92298,183.917,68,6.1031,8.8621,25.9227,0.6887,0.2354,6.8652
G1S24_Cs137_Denta120,1024,3.01234,665.256,230,16.9394,16.0762,48.4238,1.0537,0.3498,15.4355
G1S24_Cs137_Denta120,1024,3.06634,1460.939,491,26.8706,35.5627,109.0442,0.7556,0.2464,25.5565
G1S24_Cs137_Denta120,1024,2.94014,2640.259,881,36.0737,7.6190,22.3849,4.7347,1.6115,37.6974
G1S24_Cs137_Denta120_2,1024,2.90282,197.190,71,7.6085,11.5692,33.5897,0.6577,0.2265,7.2809
G1S24_Cs137_Denta120_2,1024,2.98905,663.179,229,17.1343,15.8448,47.3647,1.0814,0.3618,15.6368
G1S24_Cs137_Denta120_2,1024,3.04306,1455.810,491,28.3185,30.3915,92.4816,0.9318,0.3062,25.7253
