spectrum,peak_kev,fwhm_kev,label,line_kev,intensity_pct,verdict,rivals,rival_factor,real_rivals,real_factor,best_rival,best_rival_i,matcher_alts,matcher_factor,near_miss,near_factor,fwhm_channels,rivals_old_window,rival_factor_old,real_rivals_old_window,real_factor_old
G1S24_Cs137_P5,199.366,30.176,Lu-176,202.000,77.9688,ПОКАЗАНО,4,21.420,4,21.420,Ra-226,3.64,0,1.000,1,7.266,10.616,0,1.000,0,1.000
G1S24_Cs137_P5,447.507,44.891,Ac-228,463.000,4.4,ПОКАЗАНО,1,20.568,1,20.568,Ag-108m,90.5,1,2.292,1,2.292,15.361,0,1.000,0,1.000
G1S24_Cs137_P5,659.577,52.215,Cs-137,662.000,85.1,ПОКАЗАНО,1,11.893,1,11.893,I-131,7.1557,4,48.117,2,1.873,17.611,0,1.000,0,1.000
G1S24_Cs137_P5,868.030,55.621,Ac-228,835.000,1.61,ПОКАЗАНО,0,1.000,0,1.000,,,4,53.081,1,16.025,18.614,0,1.000,0,1.000
G1S24_Cs137_P5,1338.149,82.969,Co-60,1332.000,99.9826,ПОКАЗАНО,1,25.090,1,25.090,Bi-214,3.985,2,17.150,0,1.000,27.740,0,1.000,0,1.000
G1S24_Cs137_Petri,661.894,50.094,Cs-137,662.000,85.1,ПОКАЗАНО,0,1.000,0,1.000,,,5,48.117,2,11.893,16.869,0,1.000,0,1.000
G1S24_Cs137_Petri,1442.678,89.540,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,29.487,0,1.000,0,1.000
G1S24_Cs137_Petri,2637.146,125.584,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,40.041,0,1.000,0,1.000
G1S24_Cs137_Petri_2,74.010,10.384,Am-243,74.660,67.2,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,3.584,0,1.000,0,1.000
G1S24_Cs137_Petri_2,193.399,33.623,Ra-226,186.211,3.64,ПОКАЗАНО,3,21.420,3,21.420,Lu-176,77.9688,1,1.069,1,1.069,11.492,0,1.000,0,1.000
G1S24_Cs137_Petri_2,668.796,51.519,Cs-137,662.000,85.1,ПОКАЗАНО,0,1.000,0,1.000,,,5,48.117,1,11.893,17.119,0,1.000,0,1.000
G1S24_Cs137_Petri_2,1459.403,84.550,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,27.693,0,1.000,0,1.000
G1S24_Cs137_Petri_2,2623.856,111.750,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,38.445,0,1.000,0,1.000
G1S24_Eu152_P5,122.105,16.333,Eu-152,125.000,28.53,ПОКАЗАНО,1,11.789,1,11.789,Ac-228,2.42,0,1.000,1,1.126,5.741,0,1.000,0,1.000
G1S24_Eu152_P5,242.666,25.211,Eu-152,244.000,7.55,ПОКАЗАНО,2,5.775,2,5.775,Pb-212,43.6,1,1.421,1,1.421,8.710,1,1.040,1,1.040
G1S24_Eu152_P5,341.663,33.330,Eu-152,345.000,26.59,ПОКАЗАНО,4,9.014,4,9.014,Ac-228,2.95,2,16.619,2,16.619,11.383,1,2.359,1,2.359
G1S24_Eu152_P5,680.252,30.255,Cs-137,662.000,85.1,ПОКАЗАНО,0,1.000,0,1.000,,,3,48.117,0,1.000,10.074,0,1.000,0,1.000
G1S24_Eu152_P5,779.575,52.381,Eu-152,780.000,12.93,ПОКАЗАНО,3,6.609,3,6.609,Cs-134,85.46,3,8.031,1,1.939,17.370,0,1.000,0,1.000
G1S24_Eu152_P5,970.068,56.685,Ac-228,968.000,15.8,ПОКАЗАНО,1,3.166,1,3.166,Ac-228,4.99,1,1.633,0,1.000,18.710,1,3.166,1,3.166
G1S24_Eu152_P5,1106.493,72.685,Eu-152,1111.000,13.67,ПОКАЗАНО,1,1.090,1,1.090,Bi-214,14.9,1,7.304,1,7.304,23.967,0,1.000,0,1.000
G1S24_Eu152_P5,1418.552,82.638,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,9.379,1,2.675,27.335,0,1.000,0,1.000
G1S24_K40_Denta120,73.902,10.713,Am-243,74.660,67.2,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,3.637,0,1.000,0,1.000
G1S24_K40_Denta120,239.109,25.564,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.653,1,6.004,1,6.004
G1S24_K40_Denta120,348.531,26.799,Eu-152,345.000,26.59,ПОКАЗАНО,3,2.359,3,2.359,Ac-228,11.27,2,9.014,2,9.014,9.053,1,1.343,1,1.343
G1S24_K40_Denta120,502.674,39.940,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,1,1.846,13.455,0,1.000,0,1.000
G1S24_K40_Denta120,597.740,40.407,Bi-214,609.000,45.44,ПОКАЗАНО,2,1.976,2,1.976,Ag-108m,89.8,2,6.350,1,6.350,13.590,0,1.000,0,1.000
G1S24_K40_Denta120,1129.458,69.105,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,23.027,0,1.000,0,1.000
G1S24_K40_Denta120,1457.495,83.505,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,27.669,0,1.000,0,1.000
G1S24_K40_Denta120,1750.975,95.255,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,31.405,0,1.000,0,1.000
G1S24_K40_Denta120,2621.735,120.677,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,39.213,0,1.000,0,1.000
G1S24_K40_Denta120_2,74.812,13.572,Am-243,74.660,67.2,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,4.618,0,1.000,0,1.000
G1S24_K40_Denta120_2,239.636,24.519,Pb-214,241.000,7.2615,ПОКАЗАНО,3,6.004,3,6.004,Pb-212,43.6,0,1.000,0,1.000,8.318,1,6.004,1,6.004
G1S24_K40_Denta120_2,345.866,25.647,Eu-152,345.000,26.59,ПОКАЗАНО,3,2.359,3,2.359,Ac-228,11.27,3,16.619,2,9.014,8.683,0,1.000,0,1.000
G1S24_K40_Denta120_2,1182.364,87.304,Co-60,1173.000,99.85,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.127,3,17.127,29.102,0,1.000,0,1.000
G1S24_K40_Denta120_2,1471.113,84.678,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000,28.079,0,1.000,0,1.000
G1S24_K40_Denta120_2,1743.189,120.010,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000,39.601,0,1.000,0,1.000
G1S24_K40_Denta120_2,2619.690,111.605,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,36.264,0,1.000,0,1.000
G1S24_K40_Mar,231.736,27.948,Np-239,228.000,10.73,ПОКАЗАНО,3,4.063,3,4.063,Pb-212,43.6,1,2.758,2,2.758,9.623,0,1.000,0,1.000
G1S24_K40_Mar,1189.408,98.134,Co-60,1173.000,99.85,ПОКАЗАНО,1,17.127,1,17.127,Bi-214,5.83,2,7.304,2,7.304,32.418,0,1.000,0,1.000
G1S24_K40_Mar,1455.546,85.472,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,28.302,0,1.000,0,1.000
G1S24_K40_Mar,2610.724,112.797,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,37.194,0,1.000,0,1.000
G1S24_K40_Mar_2,73.910,10.549,Am-243,74.660,67.2,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,3.695,0,1.000,0,1.000
G1S24_K40_Mar_2,235.601,22.922,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,7.857,0,1.000,0,1.000
G1S24_K40_Mar_2,1191.235,96.133,Co-60,1173.000,99.85,ПОКАЗАНО,1,17.127,1,17.127,Bi-214,5.83,2,7.304,2,7.304,31.627,0,1.000,0,1.000
G1S24_K40_Mar_2,1464.534,86.258,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000,28.447,0,1.000,0,1.000
G1S24_K40_Mar_2,2615.317,103.669,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,34.055,0,1.000,0,1.000
G1S24_K40_Petri,235.782,23.804,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,8.033,0,1.000,0,1.000
G1S24_K40_Petri,1455.362,83.669,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,27.750,0,1.000,0,1.000
G1S24_K40_Petri,1763.565,100.728,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,33.265,0,1.000,0,1.000
G1S24_K40_Petri,2628.673,125.685,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,41.017,0,1.000,0,1.000
G1S24_K40_Petri_2,228.937,19.661,Np-239,228.000,10.73,ПОКАЗАНО,1,4.063,1,4.063,Pb-212,43.6,3,2.758,3,2.758,6.698,0,1.000,0,1.000
G1S24_K40_Petri_2,501.477,31.289,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000,10.476,0,1.000,0,1.000
G1S24_K40_Petri_2,1466.548,86.853,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000,28.436,0,1.000,0,1.000
G1S24_K40_Petri_2,2610.707,109.061,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,37.467,0,1.000,0,1.000
G1S24_Na22_P25,310.536,33.639,Lu-176,307.000,93.6,ПОКАЗАНО,2,58.500,2,58.500,Np-239,1.6,4,31.729,4,31.729,11.612,1,58.500,1,58.500
G1S24_Na22_P25,503.743,43.903,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,1,1.846,14.863,0,1.000,0,1.000
G1S24_Na22_P25,1264.671,77.714,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,1,17.150,25.871,0,1.000,0,1.000
G1S24_Na22_P25,1462.630,55.613,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000,18.572,0,1.000,0,1.000
G1S24_Na22_P25,1806.028,91.685,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,30.771,0,1.000,0,1.000
G1S24_Na22_P25,2598.819,116.869,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,38.055,0,1.000,0,1.000
G1S24_Na22_P5,199.107,26.650,Lu-176,202.000,77.9688,ПОКАЗАНО,3,21.420,3,21.420,Ra-226,3.64,1,1.368,1,1.368,9.676,0,1.000,0,1.000
G1S24_Na22_P5,326.927,32.835,Ac-228,328.000,2.95,ПОКАЗАНО,2,3.820,2,3.820,Ac-228,11.27,4,31.729,5,31.729,11.721,0,1.000,0,1.000
G1S24_Na22_P5,1254.948,77.814,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,1,17.150,26.757,0,1.000,0,1.000
G1S24_Na22_P5,1458.175,81.757,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,1,2.675,28.221,0,1.000,0,1.000
G1S24_Na22_P5,1775.397,91.950,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,32.048,0,1.000,0,1.000
G1S24_Na22_P5,2498.589,104.809,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,37.269,0,1.000,0,1.000
G1S24_Ra226_Denta120,45.770,9.261,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,3.250,0,1.000,0,1.000
G1S24_Ra226_Denta120,154.577,16.225,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,5.640,0,1.000,0,1.000
G1S24_Ra226_Denta120,189.149,20.340,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,2,21.420,2,21.420,7.050,1,15.659,1,15.659
G1S24_Ra226_Denta120,244.085,22.233,Eu-152,244.000,7.55,ПОКАЗАНО,2,5.775,2,5.775,Pb-212,43.6,1,1.421,1,1.421,7.673,1,1.040,1,1.040
G1S24_Ra226_Denta120,296.344,24.762,Pb-214,295.000,18.4672,ПОКАЗАНО,2,5.068,2,5.068,Lu-176,93.6,3,11.542,2,11.542,8.512,0,1.000,0,1.000
G1S24_Ra226_Denta120,351.721,31.101,Pb-214,353.000,35.7166,ПОКАЗАНО,4,3.169,4,3.169,Ac-228,11.27,1,12.107,1,12.107,10.650,0,1.000,0,1.000
G1S24_Ra226_Denta120,607.812,46.071,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,2,6.350,15.539,1,1.976,1,1.976
G1S24_Ra226_Denta120,939.275,49.759,Ac-228,964.000,4.99,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,2,5.170,16.563,0,1.000,0,1.000
G1S24_Ra226_Denta120,1128.994,68.182,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,22.595,0,1.000,0,1.000
G1S24_Ra226_Denta120,1243.766,44.397,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000,14.688,0,1.000,0,1.000
G1S24_Ra226_Denta120,1410.121,116.488,Bi-214,1377.000,3.985,ПОКАЗАНО,1,2.675,1,2.675,K-40,10.66,1,25.090,1,25.090,38.499,0,1.000,0,1.000
G1S24_Ra226_Denta120,1757.774,95.898,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,31.789,0,1.000,0,1.000
G1S24_Ra226_Denta120,2207.454,115.296,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000,38.783,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,45.152,8.529,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,2.989,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,145.470,18.780,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,1,4.529,6.523,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,185.840,19.830,U-235,185.715,57,ПОКАЗАНО,1,15.659,1,15.659,Ra-226,3.64,1,1.368,1,1.368,6.866,1,15.659,1,15.659
G1S24_Ra226_Denta120_2,240.840,22.981,Pb-214,241.000,7.2615,ПОКАЗАНО,2,6.004,2,6.004,Pb-212,43.6,1,1.478,1,1.478,7.922,2,6.004,2,6.004
G1S24_Ra226_Denta120_2,293.160,24.266,Pb-214,295.000,18.4672,ПОКАЗАНО,1,3.017,1,3.017,I-131,6.1207,3,11.542,3,11.542,8.332,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,351.527,31.146,Pb-214,353.000,35.7166,ПОКАЗАНО,4,3.169,4,3.169,Ac-228,11.27,1,12.107,1,12.107,10.651,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,495.486,35.028,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,1,1.846,11.870,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,607.972,47.488,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,2,6.350,15.995,1,1.976,1,1.976
G1S24_Ra226_Denta120_2,771.892,56.165,Bi-214,768.360,4.89,ПОКАЗАНО,3,17.476,3,17.476,Cs-134,85.46,3,3.037,2,2.765,18.778,1,2.644,1,2.644
G1S24_Ra226_Denta120_2,939.894,70.083,Ac-228,964.000,4.99,ПОКАЗАНО,2,5.170,2,5.170,Ac-228,25.8,0,1.000,0,1.000,23.297,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,1120.810,65.963,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,21.833,1,1.090,1,1.090
G1S24_Ra226_Denta120_2,1244.806,48.337,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000,15.970,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,1399.272,77.207,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,2,25.090,25.482,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,1762.546,92.748,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,30.704,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,2197.917,112.793,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,37.868,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,2616.024,109.203,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,37.596,0,1.000,0,1.000
G1S24_Ra226_Mar,48.745,11.043,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,1,8.447,3.903,0,1.000,0,1.000
G1S24_Ra226_Mar,151.397,17.823,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,6.204,0,1.000,0,1.000
G1S24_Ra226_Mar,185.950,20.140,U-235,185.715,57,ПОКАЗАНО,1,15.659,1,15.659,Ra-226,3.64,1,1.368,1,1.368,6.979,1,15.659,1,15.659
G1S24_Ra226_Mar,238.062,22.847,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,7.867,1,6.004,1,6.004
G1S24_Ra226_Mar,296.333,25.250,Pb-214,295.000,18.4672,ПОКАЗАНО,2,5.068,2,5.068,Lu-176,93.6,3,11.542,2,11.542,8.639,0,1.000,0,1.000
G1S24_Ra226_Mar,354.956,32.406,Pb-214,353.000,35.7166,ПОКАЗАНО,3,2.282,3,2.282,I-131,81.5,2,12.107,2,12.107,11.025,1,1.737,1,1.737
G1S24_Ra226_Mar,610.207,49.357,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,2,6.350,16.497,1,1.976,1,1.976
G1S24_Ra226_Mar,772.337,52.441,Bi-214,768.360,4.89,ПОКАЗАНО,3,17.476,3,17.476,Cs-134,85.46,3,3.037,2,2.765,17.415,1,2.644,1,2.644
G1S24_Ra226_Mar,941.320,58.419,Ac-228,964.000,4.99,ПОКАЗАНО,1,3.166,1,3.166,Ac-228,15.8,1,5.170,1,5.170,19.329,0,1.000,0,1.000
G1S24_Ra226_Mar,1125.844,69.474,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,22.957,0,1.000,0,1.000
G1S24_Ra226_Mar,1252.931,48.156,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000,15.919,0,1.000,0,1.000
G1S24_Ra226_Mar,1392.003,73.487,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,2,25.090,24.324,0,1.000,0,1.000
G1S24_Ra226_Mar,1753.659,94.333,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,31.381,0,1.000,0,1.000
G1S24_Ra226_Mar,2197.667,114.352,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,38.133,0,1.000,0,1.000
G1S24_Ra226_Mar,2446.986,102.424,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,34.006,0,1.000,0,1.000
G1S24_Ra226_Mar_2,151.550,19.111,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,6.649,0,1.000,0,1.000
G1S24_Ra226_Mar_2,186.121,20.500,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,1,21.420,1,21.420,7.100,1,15.659,1,15.659
G1S24_Ra226_Mar_2,238.261,23.068,Pb-212,238.000,43.6,ПОКАЗАНО,3,6.004,3,6.004,Pb-214,7.2615,0,1.000,0,1.000,7.939,1,6.004,1,6.004
G1S24_Ra226_Mar_2,293.640,24.663,Pb-214,295.000,18.4672,ПОКАЗАНО,1,3.017,1,3.017,I-131,6.1207,3,11.542,3,11.542,8.437,0,1.000,0,1.000
G1S24_Ra226_Mar_2,352.277,31.969,Pb-214,353.000,35.7166,ПОКАЗАНО,4,3.169,4,3.169,Ac-228,11.27,1,12.107,1,12.107,10.874,0,1.000,0,1.000
G1S24_Ra226_Mar_2,610.606,48.798,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,2,6.350,16.302,1,1.976,1,1.976
G1S24_Ra226_Mar_2,778.849,55.963,Eu-152,780.000,12.93,ПОКАЗАНО,3,6.609,3,6.609,Cs-134,85.46,3,8.031,1,1.939,18.571,0,1.000,0,1.000
G1S24_Ra226_Mar_2,929.802,66.198,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,2,5.170,21.895,0,1.000,0,1.000
G1S24_Ra226_Mar_2,1123.491,68.250,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,22.541,0,1.000,0,1.000
G1S24_Ra226_Mar_2,1247.621,48.539,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000,16.037,0,1.000,0,1.000
G1S24_Ra226_Mar_2,1398.867,73.223,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,2,25.090,24.225,0,1.000,0,1.000
G1S24_Ra226_Mar_2,1760.686,95.611,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,31.792,0,1.000,0,1.000
G1S24_Ra226_Mar_2,2192.917,113.968,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,37.986,0,1.000,0,1.000
G1S24_Ra226_Mar_2,2445.357,77.649,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,25.769,0,1.000,0,1.000
G1S24_Ra226_Mar_2,2626.733,104.669,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000,34.490,0,1.000,0,1.000
G1S24_Ra226_Petri,42.463,12.018,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,4.179,0,1.000,0,1.000
G1S24_Ra226_Petri,146.462,19.091,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,1,4.529,6.580,0,1.000,0,1.000
G1S24_Ra226_Petri,184.238,21.158,U-235,185.715,57,ПОКАЗАНО,1,15.659,1,15.659,Ra-226,3.64,1,1.368,1,1.368,7.270,1,15.659,1,15.659
G1S24_Ra226_Petri,239.648,22.339,Pb-214,241.000,7.2615,ПОКАЗАНО,2,6.004,2,6.004,Pb-212,43.6,1,1.478,1,1.478,7.644,1,6.004,1,6.004
G1S24_Ra226_Petri,295.285,24.686,Pb-214,295.000,18.4672,ПОКАЗАНО,2,5.068,2,5.068,Lu-176,93.6,3,11.542,2,11.542,8.414,0,1.000,0,1.000
G1S24_Ra226_Petri,351.137,31.834,Pb-214,353.000,35.7166,ПОКАЗАНО,4,3.169,4,3.169,Ac-228,11.27,1,12.107,1,12.107,10.810,0,1.000,0,1.000
G1S24_Ra226_Petri,612.288,48.340,Ag-108m,614.000,89.8,ПОКАЗАНО,2,12.549,2,12.549,I-131,7.1557,2,2.940,1,2.940,16.178,1,1.976,1,1.976
G1S24_Ra226_Petri,774.206,55.834,Eu-152,780.000,12.93,ПОКАЗАНО,3,6.609,3,6.609,Cs-134,85.46,3,8.031,2,7.311,18.561,1,2.644,1,2.644
G1S24_Ra226_Petri,934.050,53.139,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,2,5.170,17.578,0,1.000,0,1.000
G1S24_Ra226_Petri,1118.827,66.519,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,1,6.701,21.923,1,1.090,1,1.090
G1S24_Ra226_Petri,1249.403,51.317,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000,16.889,0,1.000,0,1.000
G1S24_Ra226_Petri,1422.646,107.349,K-40,1460.000,10.66,ПОКАЗАНО,1,2.675,1,2.675,Bi-214,3.985,1,9.379,1,9.379,35.321,0,1.000,0,1.000
G1S24_Ra226_Petri,1777.568,95.255,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,31.501,0,1.000,0,1.000
G1S24_Ra226_Petri,2206.824,115.054,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000,38.689,0,1.000,0,1.000
G1S24_Ra226_Petri_2,45.104,8.822,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,3.083,0,1.000,0,1.000
G1S24_Ra226_Petri_2,151.456,18.649,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000,6.459,0,1.000,0,1.000
G1S24_Ra226_Petri_2,186.151,19.847,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,1,21.420,1,21.420,6.855,1,15.659,1,15.659
G1S24_Ra226_Petri_2,241.277,22.901,Pb-214,241.000,7.2615,ПОКАЗАНО,2,6.004,2,6.004,Pb-212,43.6,1,1.478,1,1.478,7.877,2,6.004,2,6.004
G1S24_Ra226_Petri_2,296.629,24.548,Pb-214,295.000,18.4672,ПОКАЗАНО,1,5.068,1,5.068,Lu-176,93.6,4,11.542,3,11.542,8.410,0,1.000,0,1.000
G1S24_Ra226_Petri_2,352.193,31.316,Pb-214,353.000,35.7166,ПОКАЗАНО,4,3.169,4,3.169,Ac-228,11.27,1,12.107,1,12.107,10.688,0,1.000,0,1.000
G1S24_Ra226_Petri_2,609.032,47.682,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,2,6.350,16.042,1,1.976,1,1.976
G1S24_Ra226_Petri_2,926.101,66.121,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,2,5.170,21.989,0,1.000,0,1.000
