ch,keV,net,model,continuum_raw,Tl-208,Ac-228,Ra-224,Pb-212,Bi-212,Th-228,Rn-220,Xray-Pb,Xray-Th,Xray-Ba
7260,2535.146,23.149,20.941,0.210,20.941,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7261,2535.615,20.482,21.107,0.212,21.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7262,2536.084,25.556,21.274,0.213,21.274,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7263,2536.553,34.223,21.443,0.215,21.443,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7264,2537.022,17.260,21.614,0.216,21.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7265,2537.491,28.556,21.786,0.218,21.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7266,2537.960,24.630,21.961,0.219,21.961,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7267,2538.430,34.408,22.137,0.221,22.137,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7268,2538.899,27.223,22.315,0.223,22.314,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7269,2539.369,21.667,22.494,0.224,22.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7270,2539.839,26.556,22.676,0.226,22.676,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7271,2540.309,35.075,22.859,0.227,22.859,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7272,2540.779,29.371,23.044,0.229,23.044,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7273,2541.249,38.630,23.231,0.230,23.231,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7274,2541.719,26.852,23.420,0.232,23.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7275,2542.190,36.334,23.611,0.234,23.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7276,2542.660,22.926,23.803,0.235,23.803,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7277,2543.131,27.149,23.996,0.237,23.996,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7278,2543.601,34.630,24.189,0.238,24.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7279,2544.072,19.926,24.383,0.240,24.383,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7280,2544.543,39.778,24.578,0.241,24.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7281,2545.014,27.778,24.773,0.243,24.773,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7282,2545.485,32.704,24.969,0.245,24.968,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7283,2545.957,28.186,25.165,0.246,25.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7284,2546.428,34.704,25.361,0.248,25.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7285,2546.899,40.852,25.558,0.249,25.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7286,2547.371,20.556,25.756,0.251,25.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7287,2547.843,40.149,25.954,0.252,25.953,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7288,2548.314,29.371,26.152,0.254,26.152,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7289,2548.786,18.556,26.350,0.255,26.350,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7290,2549.258,29.964,26.549,0.257,26.549,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7291,2549.730,27.297,26.749,0.259,26.748,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7292,2550.203,26.482,26.948,0.260,26.948,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7293,2550.675,28.297,27.148,0.262,27.148,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7294,2551.148,29.704,27.348,0.263,27.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7295,2551.620,16.630,27.548,0.265,27.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7296,2552.093,39.593,27.749,0.266,27.749,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7297,2552.566,40.001,27.949,0.268,27.949,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7298,2553.039,33.890,28.150,0.270,28.150,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7299,2553.512,37.371,28.351,0.271,28.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7300,2553.985,32.223,28.552,0.273,28.552,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7301,2554.458,25.408,28.753,0.274,28.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7302,2554.931,25.852,28.954,0.276,28.954,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7303,2555.405,39.334,29.155,0.277,29.155,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7304,2555.878,29.112,29.357,0.279,29.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7305,2556.352,37.112,29.558,0.281,29.558,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7306,2556.826,30.556,29.759,0.282,29.759,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7307,2557.300,33.556,29.960,0.284,29.960,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7308,2557.774,42.852,30.161,0.285,30.161,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7309,2558.248,19.075,30.361,0.287,30.361,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7310,2558.722,40.926,30.562,0.288,30.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7311,2559.197,32.371,30.763,0.290,30.762,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7312,2559.671,26.482,30.963,0.292,30.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7313,2560.146,30.926,31.163,0.293,31.162,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7314,2560.620,31.556,31.362,0.295,31.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7315,2561.095,24.890,31.562,0.296,31.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7316,2561.570,35.334,31.761,0.298,31.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7317,2562.045,37.112,31.960,0.299,31.959,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7318,2562.520,33.778,32.158,0.301,32.158,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7319,2562.996,44.001,32.356,0.303,32.356,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7320,2563.471,38.964,32.553,0.304,32.553,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7321,2563.946,29.890,32.750,0.306,32.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7322,2564.422,37.186,32.947,0.307,32.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7323,2564.898,37.371,33.143,0.309,33.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7324,2565.374,32.926,33.339,0.310,33.338,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7325,2565.850,23.445,33.533,0.312,33.533,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7326,2566.326,23.630,33.728,0.313,33.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7327,2566.802,34.852,33.921,0.315,33.921,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7328,2567.278,32.594,34.115,0.317,34.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7329,2567.754,36.816,34.307,0.318,34.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7330,2568.231,29.742,34.499,0.320,34.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7331,2568.708,39.926,34.689,0.321,34.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7332,2569.184,35.112,34.880,0.323,34.879,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7333,2569.661,52.186,35.069,0.324,35.069,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7334,2570.138,40.556,35.257,0.326,35.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7335,2570.615,34.890,35.445,0.328,35.445,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7336,2571.092,28.964,35.632,0.329,35.632,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7337,2571.570,45.186,35.818,0.331,35.818,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7338,2572.047,39.186,36.003,0.332,36.002,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7339,2572.525,34.704,36.187,0.334,36.186,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7340,2573.002,38.630,36.370,0.335,36.369,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7341,2573.480,59.186,36.551,0.337,36.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7342,2573.958,36.742,36.732,0.339,36.732,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7343,2574.436,38.556,36.912,0.340,36.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7344,2574.914,40.482,37.091,0.342,37.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7345,2575.392,44.445,37.268,0.343,37.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7346,2575.871,43.038,37.445,0.345,37.444,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7347,2576.349,38.334,37.620,0.346,37.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7348,2576.828,51.260,37.794,0.348,37.794,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7349,2577.306,36.742,37.966,0.350,37.966,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7350,2577.785,41.112,38.138,0.351,38.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7351,2578.264,42.852,38.308,0.353,38.308,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7352,2578.743,38.482,38.477,0.354,38.476,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7353,2579.222,46.334,38.644,0.356,38.644,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7354,2579.701,37.371,38.810,0.357,38.810,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7355,2580.181,32.816,38.975,0.359,38.974,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7356,2580.660,43.594,39.138,0.360,39.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7357,2581.140,35.816,39.299,0.362,39.299,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7358,2581.619,34.556,39.460,0.364,39.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7359,2582.099,41.630,39.618,0.365,39.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7360,2582.579,30.964,39.775,0.367,39.775,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7361,2583.059,40.742,39.931,0.368,39.931,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7362,2583.539,41.186,40.085,0.370,40.084,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7363,2584.020,36.482,40.237,0.371,40.237,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7364,2584.500,34.482,40.387,0.373,40.387,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7365,2584.981,47.445,40.536,0.375,40.536,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7366,2585.461,48.482,40.684,0.376,40.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7367,2585.942,36.408,40.829,0.378,40.829,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7368,2586.423,47.186,40.973,0.379,40.973,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7369,2586.904,41.260,41.115,0.381,41.114,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7370,2587.385,44.890,41.255,0.382,41.255,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7371,2587.866,43.816,41.393,0.384,41.393,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7372,2588.347,42.964,41.529,0.386,41.529,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7373,2588.829,57.186,41.664,0.387,41.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7374,2589.310,37.408,41.797,0.389,41.796,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7375,2589.792,35.260,41.927,0.390,41.927,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7376,2590.274,32.445,42.056,0.392,42.056,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7377,2590.756,48.482,42.183,0.393,42.183,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7378,2591.238,46.260,42.308,0.395,42.307,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7379,2591.720,43.482,42.430,0.397,42.430,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7380,2592.202,56.482,42.551,0.398,42.551,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7381,2592.684,52.668,42.670,0.400,42.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7382,2593.167,50.112,42.787,0.401,42.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7383,2593.649,52.668,42.901,0.403,42.901,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7384,2594.132,47.668,43.013,0.404,43.013,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7385,2594.615,39.926,43.124,0.406,43.123,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7386,2595.098,33.630,43.232,0.408,43.232,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7387,2595.581,40.890,43.338,0.409,43.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7388,2596.064,47.816,43.441,0.411,43.441,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7389,2596.547,49.890,43.543,0.412,43.543,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7390,2597.031,44.926,43.642,0.414,43.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7391,2597.514,52.408,43.739,0.415,43.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7392,2597.998,68.482,43.834,0.417,43.834,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7393,2598.482,40.482,43.926,0.418,43.926,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7394,2598.966,47.408,44.016,0.420,44.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7395,2599.450,50.408,44.104,0.422,44.104,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7396,2599.934,37.001,44.190,0.423,44.189,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7397,2600.418,43.482,44.273,0.425,44.272,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7398,2600.902,52.742,44.353,0.426,44.353,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7399,2601.387,52.371,44.432,0.428,44.432,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7400,2601.871,52.408,44.508,0.429,44.508,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7401,2602.356,56.334,44.581,0.431,44.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7402,2602.841,43.408,44.652,0.433,44.652,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7403,2603.326,57.371,44.721,0.434,44.721,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7404,2603.811,49.890,44.787,0.436,44.787,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7405,2604.296,40.186,44.851,0.437,44.851,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7406,2604.781,48.964,44.912,0.439,44.912,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7407,2605.266,47.890,44.971,0.440,44.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7408,2605.752,46.186,45.028,0.442,45.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7409,2606.238,42.408,45.081,0.444,45.081,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7410,2606.723,45.149,45.133,0.445,45.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7411,2607.209,55.630,45.181,0.447,45.181,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7412,2607.695,39.260,45.228,0.448,45.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7413,2608.181,44.926,45.271,0.450,45.271,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7414,2608.667,49.260,45.312,0.451,45.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7415,2609.154,53.630,45.351,0.453,45.351,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7416,2609.640,55.334,45.387,0.455,45.387,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7417,2610.127,40.186,45.420,0.456,45.420,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7418,2610.613,42.112,45.451,0.458,45.451,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7419,2611.100,37.964,45.479,0.459,45.479,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7420,2611.587,56.334,45.505,0.461,45.505,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7421,2612.074,40.482,45.528,0.462,45.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7422,2612.561,44.445,45.548,0.464,45.548,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7423,2613.049,44.260,45.566,0.466,45.566,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7424,2613.536,51.704,45.581,0.467,45.581,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7425,2614.023,44.816,45.594,0.469,45.594,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7426,2614.511,58.594,45.604,0.470,45.604,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7427,2614.999,38.704,45.611,0.472,45.611,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7428,2615.487,61.334,45.616,0.473,45.616,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7429,2615.975,49.186,45.618,0.475,45.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7430,2616.463,56.297,45.617,0.476,45.617,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7431,2616.951,51.742,45.614,0.478,45.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7432,2617.439,42.038,45.608,0.480,45.608,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7433,2617.928,43.260,45.600,0.481,45.600,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7434,2618.416,57.852,45.589,0.483,45.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7435,2618.905,36.186,45.575,0.484,45.575,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7436,2619.394,44.519,45.559,0.486,45.559,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7437,2619.883,47.186,45.540,0.487,45.540,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7438,2620.372,55.704,45.518,0.489,45.518,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7439,2620.861,59.630,45.494,0.491,45.494,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7440,2621.350,39.926,45.467,0.492,45.467,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7441,2621.840,40.630,45.438,0.494,45.438,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7442,2622.329,44.223,45.406,0.495,45.406,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7443,2622.819,53.038,45.371,0.497,45.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7444,2623.309,64.001,45.334,0.498,45.334,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7445,2623.799,48.704,45.294,0.500,45.294,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7446,2624.289,53.334,45.252,0.502,45.252,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7447,2624.779,50.704,45.207,0.503,45.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7448,2625.269,49.594,45.159,0.505,45.159,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7449,2625.759,48.519,45.109,0.506,45.109,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7450,2626.250,44.334,45.057,0.508,45.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7451,2626.740,61.556,45.002,0.509,45.001,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7452,2627.231,49.594,44.944,0.511,44.944,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7453,2627.722,60.149,44.884,0.513,44.884,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7454,2628.213,49.630,44.821,0.514,44.821,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7455,2628.704,43.778,44.756,0.516,44.756,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7456,2629.195,48.852,44.688,0.517,44.688,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7457,2629.686,49.816,44.618,0.519,44.618,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7458,2630.178,46.852,44.545,0.520,44.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7459,2630.669,41.112,44.470,0.522,44.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7460,2631.161,43.112,44.393,0.524,44.392,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7461,2631.653,56.445,44.313,0.525,44.312,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7462,2632.145,48.926,44.230,0.527,44.230,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7463,2632.637,34.112,44.145,0.528,44.145,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7464,2633.129,50.186,44.058,0.530,44.058,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7465,2633.621,48.704,43.969,0.531,43.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7466,2634.114,37.260,43.877,0.533,43.877,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7467,2634.606,32.408,43.783,0.534,43.782,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7468,2635.099,42.630,43.686,0.536,43.686,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7469,2635.592,32.519,43.587,0.538,43.587,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7470,2636.084,36.149,43.486,0.539,43.486,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7471,2636.577,42.742,43.383,0.541,43.382,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7472,2637.071,45.630,43.277,0.542,43.277,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7473,2637.564,49.334,43.169,0.544,43.169,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7474,2638.057,50.408,43.059,0.545,43.059,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7475,2638.551,60.815,42.946,0.547,42.946,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7476,2639.044,41.926,42.832,0.549,42.832,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7477,2639.538,36.630,42.715,0.550,42.715,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7478,2640.032,54.297,42.596,0.552,42.596,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7479,2640.526,50.852,42.475,0.553,42.475,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7480,2641.020,44.186,42.352,0.555,42.352,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7481,2641.514,34.594,42.227,0.556,42.227,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7482,2642.009,50.519,42.100,0.558,42.100,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7483,2642.503,38.334,41.971,0.560,41.971,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7484,2642.998,46.223,41.840,0.561,41.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7485,2643.492,48.408,41.706,0.563,41.706,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7486,2643.987,34.926,41.571,0.564,41.571,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7487,2644.482,50.001,41.434,0.566,41.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7488,2644.977,54.482,41.295,0.567,41.295,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7489,2645.472,30.186,41.154,0.569,41.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
7490,2645.968,38.778,41.011,0.571,41.011,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000
