spectrum,peak_kev,fwhm_kev,label,line_kev,intensity_pct,verdict,rivals,rival_factor,real_rivals,real_factor,best_rival,best_rival_i,matcher_alts,matcher_factor,near_miss,near_factor
G1S24_Eu152_P5,680.252,10.074,Cs-137,662.000,85.1,ПОКАЗАНО,0,1.000,0,1.000,,,3,48.117,0,1.000
G1S24_Eu152_P5,779.575,17.370,Eu-152,780.000,12.93,ПОКАЗАНО,0,1.000,0,1.000,,,6,8.031,2,3.042
G1S24_Eu152_P5,970.068,18.710,Ac-228,968.000,15.8,ПОКАЗАНО,1,3.166,1,3.166,Ac-228,4.99,1,1.633,0,1.000
G1S24_Eu152_P5,1106.493,23.967,Eu-152,1111.000,13.67,ПОКАЗАНО,0,1.000,0,1.000,,,2,7.304,1,1.090
G1S24_Eu152_P5,1418.552,27.335,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,9.379,0,1.000
G1S24_K40_Denta120,73.902,3.637,Am-243,74.660,67.2,ПОКАЗАНО,2,1.488,0,1.000,,,0,1.000,0,1.000
G1S24_K40_Denta120,239.109,8.653,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_K40_Denta120,348.531,9.053,Eu-152,345.000,26.59,ПОКАЗАНО,1,1.343,1,1.343,Pb-214,35.7166,4,9.014,0,1.000
G1S24_K40_Denta120,502.674,13.455,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_K40_Denta120,597.740,13.590,Bi-214,609.000,45.44,ПОКАЗАНО,0,1.000,0,1.000,,,4,6.350,0,1.000
G1S24_K40_Denta120,1129.458,23.027,Bi-214,1120.000,14.9,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.701,1,1.090
G1S24_K40_Denta120,1457.495,27.669,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_K40_Denta120,1750.975,31.405,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_K40_Denta120,2621.735,39.213,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_K40_Denta120_2,74.812,4.618,Am-243,74.660,67.2,ПОКАЗАНО,2,1.488,0,1.000,,,0,1.000,0,1.000
G1S24_K40_Denta120_2,239.636,8.318,Pb-214,241.000,7.2615,ПОКАЗАНО,1,6.004,1,6.004,Pb-212,43.6,2,1.478,1,1.040
G1S24_K40_Denta120_2,345.866,8.683,Eu-152,345.000,26.59,ПОКАЗАНО,0,1.000,0,1.000,,,6,16.619,2,2.359
G1S24_K40_Denta120_2,1182.364,29.102,Co-60,1173.000,99.85,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.127,0,1.000
G1S24_K40_Denta120_2,1471.113,28.079,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000
G1S24_K40_Denta120_2,1743.189,39.601,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_K40_Denta120_2,2619.690,36.264,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_K40_Mar,231.736,9.623,Np-239,228.000,10.73,ПОКАЗАНО,0,1.000,0,1.000,,,4,4.063,2,4.063
G1S24_K40_Mar,1189.408,32.418,Co-60,1173.000,99.85,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.127,0,1.000
G1S24_K40_Mar,1455.546,28.302,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_K40_Mar,2610.724,37.194,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_K40_Mar_2,73.910,3.695,Am-243,74.660,67.2,ПОКАЗАНО,2,1.488,0,1.000,,,0,1.000,0,1.000
G1S24_K40_Mar_2,235.601,7.857,Pb-212,238.000,43.6,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.004,2,6.004
G1S24_K40_Mar_2,1191.235,31.627,Co-60,1173.000,99.85,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.127,0,1.000
G1S24_K40_Mar_2,1464.534,28.447,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_K40_Mar_2,2615.317,34.055,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_K40_Petri,235.782,8.033,Pb-212,238.000,43.6,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.004,2,6.004
G1S24_K40_Petri,1455.362,27.750,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_K40_Petri,1763.565,33.265,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_K40_Petri,2628.673,41.017,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_K40_Petri_2,228.937,6.698,Np-239,228.000,10.73,ПОКАЗАНО,0,1.000,0,1.000,,,4,4.063,0,1.000
G1S24_K40_Petri_2,501.477,10.476,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_K40_Petri_2,1466.548,28.436,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,3.311,0,1.000
G1S24_K40_Petri_2,2610.707,37.467,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Na22_P25,121.957,4.424,Eu-152,125.000,28.53,ПОКАЗАНО,0,1.000,0,1.000,,,1,11.789,0,1.000
G1S24_Na22_P25,175.663,8.536,U-235,185.715,57,ПОКАЗАНО,0,1.000,0,1.000,,,1,15.659,0,1.000
G1S24_Na22_P25,310.536,11.612,Lu-176,307.000,93.6,ПОКАЗАНО,1,58.500,1,58.500,Np-239,1.6,5,31.729,0,1.000
G1S24_Na22_P25,503.743,14.863,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_Na22_P25,1264.671,25.871,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Na22_P25,1462.630,18.572,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_Na22_P25,1806.028,30.771,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Na22_P25,2598.819,38.055,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Na22_P5,103.434,4.225,Np-239,106.000,25.34,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Na22_P5,138.794,5.196,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.529,0,1.000
G1S24_Na22_P5,199.107,9.676,Lu-176,202.000,77.9688,ПОКАЗАНО,0,1.000,0,1.000,,,4,21.420,1,3.678
G1S24_Na22_P5,254.414,5.563,Eu-152,244.000,7.55,ПОКАЗАНО,0,1.000,0,1.000,,,3,5.775,0,1.000
G1S24_Na22_P5,326.927,11.721,Ac-228,328.000,2.95,ПОКАЗАНО,0,1.000,0,1.000,,,6,31.729,1,3.820
G1S24_Na22_P5,697.268,16.981,I-131,722.000,1.7686,ПОКАЗАНО,0,1.000,0,1.000,,,4,48.117,0,1.000
G1S24_Na22_P5,1254.948,26.757,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Na22_P5,1458.175,28.221,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_Na22_P5,1775.397,32.048,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Na22_P5,2498.589,37.269,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Ra226_Denta120,45.770,3.250,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Denta120,154.577,5.640,U-235,145.000,10.96,ПОКАЗАНО,1,12177.778,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Denta120,189.149,7.050,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,2,21.420,0,1.000
G1S24_Ra226_Denta120,244.085,7.673,Eu-152,244.000,7.55,ПОКАЗАНО,1,1.040,1,1.040,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Ra226_Denta120,296.344,8.512,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,5,11.542,0,1.000
G1S24_Ra226_Denta120,351.721,10.650,Pb-214,353.000,35.7166,ПОКАЗАНО,0,1.000,0,1.000,,,5,12.107,2,1.737
G1S24_Ra226_Denta120,607.812,15.539,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,0,1.000
G1S24_Ra226_Denta120,939.275,16.563,Ac-228,964.000,4.99,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Ra226_Denta120,1128.994,22.595,Bi-214,1120.000,14.9,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.701,1,1.090
G1S24_Ra226_Denta120,1243.766,14.688,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Ra226_Denta120,1410.121,38.499,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,0,1.000
G1S24_Ra226_Denta120,1757.774,31.789,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Denta120,2207.454,38.783,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000
G1S24_Ra226_Denta120_2,45.152,2.989,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,145.470,6.523,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,185.840,6.866,U-235,185.715,57,ПОКАЗАНО,1,15.659,1,15.659,Ra-226,3.64,1,1.368,0,1.000
G1S24_Ra226_Denta120_2,240.840,7.922,Pb-214,241.000,7.2615,ПОКАЗАНО,2,6.004,2,6.004,Pb-212,43.6,1,1.478,0,1.000
G1S24_Ra226_Denta120_2,293.160,8.332,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,4,11.542,0,1.000
G1S24_Ra226_Denta120_2,351.527,10.651,Pb-214,353.000,35.7166,ПОКАЗАНО,0,1.000,0,1.000,,,5,12.107,2,1.737
G1S24_Ra226_Denta120_2,495.486,11.870,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_Ra226_Denta120_2,607.972,15.995,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,0,1.000
G1S24_Ra226_Denta120_2,771.892,18.778,Bi-214,768.360,4.89,ПОКАЗАНО,2,15.426,1,2.644,Eu-152,12.93,5,17.476,0,1.000
G1S24_Ra226_Denta120_2,939.894,23.297,Ac-228,964.000,4.99,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Ra226_Denta120_2,1120.810,21.833,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,0,1.000
G1S24_Ra226_Denta120_2,1244.806,15.970,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Ra226_Denta120_2,1399.272,25.482,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,0,1.000
G1S24_Ra226_Denta120_2,1762.546,30.704,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,2197.917,37.868,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Denta120_2,2616.024,37.596,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Ra226_Mar,48.745,3.903,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Mar,151.397,6.204,U-235,145.000,10.96,ПОКАЗАНО,1,12177.778,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Mar,185.950,6.979,U-235,185.715,57,ПОКАЗАНО,1,15.659,1,15.659,Ra-226,3.64,1,1.368,0,1.000
G1S24_Ra226_Mar,238.062,7.867,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Ra226_Mar,296.333,8.639,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,5,11.542,0,1.000
G1S24_Ra226_Mar,354.956,11.025,Pb-214,353.000,35.7166,ПОКАЗАНО,1,1.737,1,1.737,Ba-133,62.05,4,12.107,2,2.282
G1S24_Ra226_Mar,610.207,16.497,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,0,1.000
G1S24_Ra226_Mar,772.337,17.415,Bi-214,768.360,4.89,ПОКАЗАНО,2,15.426,1,2.644,Eu-152,12.93,5,17.476,0,1.000
G1S24_Ra226_Mar,941.320,19.329,Ac-228,964.000,4.99,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Ra226_Mar,1125.844,22.957,Bi-214,1120.000,14.9,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.701,1,1.090
G1S24_Ra226_Mar,1252.931,15.919,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Ra226_Mar,1392.003,24.324,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,0,1.000
G1S24_Ra226_Mar,1753.659,31.381,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Mar,2197.667,38.133,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Mar,2446.986,34.006,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Ra226_Mar_2,151.550,6.649,U-235,145.000,10.96,ПОКАЗАНО,1,12177.778,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Mar_2,186.121,7.100,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,1,21.420,0,1.000
G1S24_Ra226_Mar_2,238.261,7.939,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Ra226_Mar_2,293.640,8.437,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,4,11.542,0,1.000
G1S24_Ra226_Mar_2,352.277,10.874,Pb-214,353.000,35.7166,ПОКАЗАНО,0,1.000,0,1.000,,,5,12.107,2,1.737
G1S24_Ra226_Mar_2,610.606,16.302,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,0,1.000
G1S24_Ra226_Mar_2,778.849,18.571,Eu-152,780.000,12.93,ПОКАЗАНО,0,1.000,0,1.000,,,6,8.031,2,3.042
G1S24_Ra226_Mar_2,929.802,21.895,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Ra226_Mar_2,1123.491,22.541,Bi-214,1120.000,14.9,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.701,1,1.090
G1S24_Ra226_Mar_2,1247.621,16.037,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Ra226_Mar_2,1398.867,24.225,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,0,1.000
G1S24_Ra226_Mar_2,1760.686,31.792,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Mar_2,2192.917,37.986,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Mar_2,2445.357,25.769,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Ra226_Mar_2,2626.733,34.490,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Ra226_Petri,42.463,4.179,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Petri,146.462,6.580,U-235,145.000,10.96,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Petri,184.238,7.270,U-235,185.715,57,ПОКАЗАНО,1,15.659,1,15.659,Ra-226,3.64,1,1.368,0,1.000
G1S24_Ra226_Petri,239.648,7.644,Pb-214,241.000,7.2615,ПОКАЗАНО,1,6.004,1,6.004,Pb-212,43.6,2,1.478,1,1.040
G1S24_Ra226_Petri,295.285,8.414,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,5,11.542,0,1.000
G1S24_Ra226_Petri,351.137,10.810,Pb-214,353.000,35.7166,ПОКАЗАНО,0,1.000,0,1.000,,,5,12.107,2,1.737
G1S24_Ra226_Petri,612.288,16.178,Ag-108m,614.000,89.8,ПОКАЗАНО,1,1.976,1,1.976,Bi-214,45.44,3,12.549,0,1.000
G1S24_Ra226_Petri,774.206,18.561,Eu-152,780.000,12.93,ПОКАЗАНО,2,40.789,1,2.644,Bi-214,4.89,5,8.031,0,1.000
G1S24_Ra226_Petri,934.050,17.578,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Ra226_Petri,1118.827,21.923,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,0,1.000
G1S24_Ra226_Petri,1249.403,16.889,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Ra226_Petri,1422.646,35.321,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,2,9.379,0,1.000
G1S24_Ra226_Petri,1777.568,31.501,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Petri,2206.824,38.689,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000
G1S24_Ra226_Petri_2,45.104,3.083,Pb-210,46.539,4.25,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Petri_2,151.456,6.459,U-235,145.000,10.96,ПОКАЗАНО,1,12177.778,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Petri_2,186.151,6.855,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,1,21.420,0,1.000
G1S24_Ra226_Petri_2,241.277,7.877,Pb-214,241.000,7.2615,ПОКАЗАНО,2,6.004,2,6.004,Pb-212,43.6,1,1.478,0,1.000
G1S24_Ra226_Petri_2,296.629,8.410,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,5,11.542,0,1.000
G1S24_Ra226_Petri_2,352.193,10.688,Pb-214,353.000,35.7166,ПОКАЗАНО,0,1.000,0,1.000,,,5,12.107,2,1.737
G1S24_Ra226_Petri_2,609.032,16.042,Bi-214,609.000,45.44,ПОКАЗАНО,1,1.976,1,1.976,Ag-108m,89.8,3,6.350,0,1.000
G1S24_Ra226_Petri_2,926.101,21.989,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,2,5.170,0,1.000
G1S24_Ra226_Petri_2,1118.964,22.086,Bi-214,1120.000,14.9,ПОКАЗАНО,1,1.090,1,1.090,Eu-152,13.67,2,6.701,0,1.000
G1S24_Ra226_Petri_2,1251.896,16.359,Bi-214,1238.000,5.83,ПОКАЗАНО,0,1.000,0,1.000,,,3,17.150,0,1.000
G1S24_Ra226_Petri_2,1403.086,27.151,Bi-214,1377.000,3.985,ПОКАЗАНО,0,1.000,0,1.000,,,2,25.090,0,1.000
G1S24_Ra226_Petri_2,1762.279,31.310,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Petri_2,2201.317,36.302,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Ra226_Petri_2,2607.238,37.926,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th228_P25,133.377,7.568,Ac-228,129.065,2.42,ПОКАЗАНО,0,1.000,0,1.000,,,2,11.789,0,1.000
G1S24_Th228_P25,173.164,7.813,U-235,185.715,57,ПОКАЗАНО,0,1.000,0,1.000,,,1,15.659,0,1.000
G1S24_Th228_P25,239.113,8.906,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Th228_P25,299.901,7.120,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,5,11.542,1,5.068
G1S24_Th228_P25,583.137,15.077,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
G1S24_Th228_P25,865.661,18.224,Ac-228,835.000,1.61,ПОКАЗАНО,0,1.000,0,1.000,,,3,53.081,0,1.000
G1S24_Th228_P25,1098.496,30.336,Eu-152,1111.000,13.67,ПОКАЗАНО,0,1.000,0,1.000,,,2,7.304,1,1.090
G1S24_Th228_P25,1451.867,23.782,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_Th228_P25,1608.307,25.563,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_Th228_P25,2322.633,34.269,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,1,3.184,0,1.000
G1S24_Th228_P25,2612.395,40.757,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th228_P5,123.752,6.593,Eu-152,125.000,28.53,ПОКАЗАНО,0,1.000,0,1.000,,,1,11.789,1,11.789
G1S24_Th228_P5,187.371,5.658,Ra-226,186.211,3.64,ПОКАЗАНО,1,15.659,1,15.659,U-235,57,2,21.420,0,1.000
G1S24_Th228_P5,233.999,8.675,Pb-212,238.000,43.6,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.004,2,6.004
G1S24_Th228_P5,292.674,7.598,Pb-214,295.000,18.4672,ПОКАЗАНО,0,1.000,0,1.000,,,4,11.542,0,1.000
G1S24_Th228_P5,378.447,10.378,I-131,364.000,81.5,ПОКАЗАНО,1,50937.500,0,1.000,,,4,42.448,0,1.000
G1S24_Th228_P5,585.221,15.005,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
G1S24_Th228_P5,733.768,17.511,Bi-212,727.330,6.67,ПОКАЗАНО,1,10.758,0,1.000,,,5,12.813,1,3.771
G1S24_Th228_P5,871.003,18.258,Ac-228,835.000,1.61,ПОКАЗАНО,0,1.000,0,1.000,,,4,53.081,0,1.000
G1S24_Th228_P5,1106.769,25.694,Eu-152,1111.000,13.67,ПОКАЗАНО,0,1.000,0,1.000,,,2,7.304,1,1.090
G1S24_Th228_P5,1626.448,30.044,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_Th228_P5,1862.782,34.694,Bi-214,1764.000,15.29,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Th228_P5,2157.151,33.532,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Th228_P5,2362.813,35.423,Bi-214,2447.000,1.545,ПОКАЗАНО,0,1.000,0,1.000,,,2,23.205,0,1.000
G1S24_Th228_P5,2644.500,41.375,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th232_Denta120,74.656,5.147,Am-243,74.660,67.2,ПОКАЗАНО,2,1.488,0,1.000,,,0,1.000,0,1.000
G1S24_Th232_Denta120,129.518,5.155,Ac-228,129.065,2.42,ПОКАЗАНО,0,1.000,0,1.000,,,1,11.789,1,11.789
G1S24_Th232_Denta120,237.081,8.423,Pb-212,238.000,43.6,ПОКАЗАНО,1,6.004,1,6.004,Pb-214,7.2615,2,5.775,1,5.775
G1S24_Th232_Denta120,339.651,10.039,Ac-228,338.000,11.27,ПОКАЗАНО,0,1.000,0,1.000,,,6,7.232,1,2.359
G1S24_Th232_Denta120,588.656,14.111,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
G1S24_Th232_Denta120,910.393,22.693,Ac-228,911.000,25.8,ПОКАЗАНО,0,1.000,0,1.000,,,3,16.025,0,1.000
G1S24_Th232_Denta120,1448.810,26.905,K-40,1460.000,10.66,ПОКАЗАНО,0,1.000,0,1.000,,,3,9.379,0,1.000
G1S24_Th232_Denta120,1622.614,25.698,Ac-228,1588.000,3.22,ПОКАЗАНО,0,1.000,0,1.000,,,1,4.748,0,1.000
G1S24_Th232_Denta120,2156.008,30.378,Bi-214,2204.000,4.92,ПОКАЗАНО,0,1.000,0,1.000,,,0,1.000,0,1.000
G1S24_Th232_Denta120,2625.074,40.174,Tl-208,2614.000,35.8516,ПОКАЗАНО,0,1.000,0,1.000,,,1,23.205,0,1.000
G1S24_Th232_Denta120_2,128.446,5.494,Ac-228,129.065,2.42,ПОКАЗАНО,0,1.000,0,1.000,,,1,11.789,1,11.789
G1S24_Th232_Denta120_2,236.529,8.398,Pb-212,238.000,43.6,ПОКАЗАНО,0,1.000,0,1.000,,,3,6.004,2,6.004
G1S24_Th232_Denta120_2,336.640,10.245,Ac-228,338.000,11.27,ПОКАЗАНО,0,1.000,0,1.000,,,7,8.305,2,3.820
G1S24_Th232_Denta120_2,461.255,7.428,Ac-228,463.000,4.4,ПОКАЗАНО,0,1.000,0,1.000,,,2,20.568,0,1.000
G1S24_Th232_Denta120_2,508.980,8.935,Tl-208,510.000,8.1224,ПОКАЗАНО,0,1.000,0,1.000,,,1,1.846,0,1.000
G1S24_Th232_Denta120_2,586.805,14.555,Tl-208,583.000,30.549,ПОКАЗАНО,0,1.000,0,1.000,,,3,4.269,0,1.000
