spectrum,detector,chain,chain_present,k_fwhm,i_min_pct,set_lines,peaks_total,peaks_finder,peaks_library,anchors,finder_lost,strong_lines_found,strong_lines_total,strong_lines_found_finder_only,phantom_lines,decoy_lines,ms
AS80_UGlass,AS80x80,Th-232,neg,1.00,0.50,20,14,14,0,0,0,,,,0,19,5
AS80_UGlass,AS80x80,Th-232,neg,1.00,1.00,16,14,14,0,0,0,,,,0,12,4
AS80_UGlass,AS80x80,Th-232,neg,1.00,2.00,14,14,14,0,0,0,,,,0,8,3
AS80_UGlass,AS80x80,Th-232,neg,1.30,0.00,19,14,14,0,0,0,,,,0,21,3
AS80_UGlass,AS80x80,Th-232,neg,1.30,0.05,19,14,14,0,0,0,,,,0,20,10
AS80_UGlass,AS80x80,Th-232,neg,1.30,0.10,18,14,14,0,0,0,,,,0,20,3
AS80_UGlass,AS80x80,Th-232,neg,1.30,0.20,18,14,14,0,0,0,,,,0,20,9
AS80_UGlass,AS80x80,Th-232,neg,1.30,0.50,15,14,14,0,0,0,,,,0,17,6
AS80_UGlass,AS80x80,Th-232,neg,1.30,1.00,12,14,14,0,0,0,,,,0,11,6
AS80_UGlass,AS80x80,Th-232,neg,1.30,2.00,9,14,14,0,0,0,,,,0,8,5
AS80_UGlass,AS80x80,Th-232,neg,1.60,0.00,16,14,14,0,0,0,,,,0,18,5
AS80_UGlass,AS80x80,Th-232,neg,1.60,0.05,16,14,14,0,0,0,,,,0,17,4
AS80_UGlass,AS80x80,Th-232,neg,1.60,0.10,15,14,14,0,0,0,,,,0,17,4
AS80_UGlass,AS80x80,Th-232,neg,1.60,0.20,15,14,14,0,0,0,,,,0,17,3
AS80_UGlass,AS80x80,Th-232,neg,1.60,0.50,14,14,14,0,0,0,,,,0,14,3
AS80_UGlass,AS80x80,Th-232,neg,1.60,1.00,11,14,14,0,0,0,,,,0,11,3
AS80_UGlass,AS80x80,Th-232,neg,1.60,2.00,9,14,14,0,0,0,,,,0,8,3
AS80_UGlass,AS80x80,Th-232,neg,2.00,0.00,13,14,14,0,0,0,,,,0,14,3
AS80_UGlass,AS80x80,Th-232,neg,2.00,0.05,13,14,14,0,0,0,,,,0,14,4
AS80_UGlass,AS80x80,Th-232,neg,2.00,0.10,12,14,14,0,0,0,,,,0,14,3
AS80_UGlass,AS80x80,Th-232,neg,2.00,0.20,12,14,14,0,0,0,,,,0,13,3
AS80_UGlass,AS80x80,Th-232,neg,2.00,0.50,12,14,14,0,0,0,,,,0,12,3
AS80_UGlass,AS80x80,Th-232,neg,2.00,1.00,10,14,14,0,0,0,,,,0,8,3
AS80_UGlass,AS80x80,Th-232,neg,2.00,2.00,9,14,14,0,0,0,,,,0,5,4
AS80_UGlass,AS80x80,Ra-226,neg,0.00,0.00,61,37,9,28,0,5,,,,20,46,1353
AS80_UGlass,AS80x80,Ra-226,neg,0.00,0.05,35,35,9,26,0,5,,,,19,26,1993
AS80_UGlass,AS80x80,Ra-226,neg,0.00,0.10,34,34,9,25,0,5,,,,18,25,2029
AS80_UGlass,AS80x80,Ra-226,neg,0.00,0.20,34,34,9,25,0,5,,,,18,25,2028
AS80_UGlass,AS80x80,Ra-226,neg,0.00,0.50,31,32,10,22,1,4,,,,15,22,1938
AS80_UGlass,AS80x80,Ra-226,neg,0.00,1.00,27,30,10,20,1,4,,,,13,19,1031
AS80_UGlass,AS80x80,Ra-226,neg,0.00,2.00,17,23,11,12,1,3,,,,9,14,378
AS80_UGlass,AS80x80,Ra-226,neg,0.30,0.00,46,38,8,30,0,6,,,,20,45,1191
AS80_UGlass,AS80x80,Ra-226,neg,0.30,0.05,33,35,9,26,0,5,,,,19,26,2111
AS80_UGlass,AS80x80,Ra-226,neg,0.30,0.10,32,34,9,25,0,5,,,,18,25,2061
AS80_UGlass,AS80x80,Ra-226,neg,0.30,0.20,32,34,9,25,0,5,,,,18,25,2085
AS80_UGlass,AS80x80,Ra-226,neg,0.30,0.50,29,32,10,22,1,4,,,,15,22,1724
AS80_UGlass,AS80x80,Ra-226,neg,0.30,1.00,26,29,10,19,1,4,,,,13,19,1327
AS80_UGlass,AS80x80,Ra-226,neg,0.30,2.00,17,23,11,12,1,3,,,,9,14,498
AS80_UGlass,AS80x80,Ra-226,neg,0.50,0.00,36,35,9,26,0,5,,,,20,45,2456
AS80_UGlass,AS80x80,Ra-226,neg,0.50,0.05,29,32,10,22,0,4,,,,19,26,2207
AS80_UGlass,AS80x80,Ra-226,neg,0.50,0.10,28,31,10,21,0,4,,,,18,25,1925
AS80_UGlass,AS80x80,Ra-226,neg,0.50,0.20,28,31,10,21,0,4,,,,18,25,2012
AS80_UGlass,AS80x80,Ra-226,neg,0.50,0.50,25,29,11,18,1,3,,,,15,22,1562
AS80_UGlass,AS80x80,Ra-226,neg,0.50,1.00,22,26,11,15,1,3,,,,13,19,915
AS80_UGlass,AS80x80,Ra-226,neg,0.50,2.00,15,21,12,9,1,2,,,,9,14,310
AS80_UGlass,AS80x80,Ra-226,neg,0.70,0.00,31,31,10,21,1,4,,,,26,35,2358
AS80_UGlass,AS80x80,Ra-226,neg,0.70,0.05,23,28,11,17,1,3,,,,19,25,794
AS80_UGlass,AS80x80,Ra-226,neg,0.70,0.10,23,28,11,17,1,3,,,,18,24,829
AS80_UGlass,AS80x80,Ra-226,neg,0.70,0.20,23,28,11,17,1,3,,,,18,24,813
AS80_UGlass,AS80x80,Ra-226,neg,0.70,0.50,21,26,11,15,1,3,,,,15,21,617
AS80_UGlass,AS80x80,Ra-226,neg,0.70,1.00,19,24,11,13,1,3,,,,13,18,545
AS80_UGlass,AS80x80,Ra-226,neg,0.70,2.00,15,21,12,9,1,2,,,,9,14,367
AS80_UGlass,AS80x80,Ra-226,neg,0.85,0.00,26,29,12,17,1,2,,,,25,30,1104
AS80_UGlass,AS80x80,Ra-226,neg,0.85,0.05,22,27,11,16,1,3,,,,19,23,661
AS80_UGlass,AS80x80,Ra-226,neg,0.85,0.10,22,27,11,16,1,3,,,,18,22,614
AS80_UGlass,AS80x80,Ra-226,neg,0.85,0.20,22,27,11,16,1,3,,,,18,22,665
AS80_UGlass,AS80x80,Ra-226,neg,0.85,0.50,21,26,11,15,1,3,,,,15,19,556
AS80_UGlass,AS80x80,Ra-226,neg,0.85,1.00,19,24,11,13,1,3,,,,13,17,399
AS80_UGlass,AS80x80,Ra-226,neg,0.85,2.00,15,21,12,9,1,2,,,,9,13,249
AS80_UGlass,AS80x80,Ra-226,neg,1.00,0.00,21,26,12,14,1,2,,,,21,27,366
AS80_UGlass,AS80x80,Ra-226,neg,1.00,0.05,19,25,12,13,1,2,,,,17,21,342
AS80_UGlass,AS80x80,Ra-226,neg,1.00,0.10,19,25,12,13,1,2,,,,16,20,290
AS80_UGlass,AS80x80,Ra-226,neg,1.00,0.20,19,25,12,13,1,2,,,,16,20,318
AS80_UGlass,AS80x80,Ra-226,neg,1.00,0.50,18,24,12,12,1,2,,,,14,18,300
AS80_UGlass,AS80x80,Ra-226,neg,1.00,1.00,17,23,12,11,1,2,,,,12,16,308
AS80_UGlass,AS80x80,Ra-226,neg,1.00,2.00,14,20,12,8,1,2,,,,9,13,224
AS80_UGlass,AS80x80,Ra-226,neg,1.30,0.00,19,24,12,12,1,2,,,,17,22,242
AS80_UGlass,AS80x80,Ra-226,neg,1.30,0.05,16,22,12,10,1,2,,,,13,17,326
AS80_UGlass,AS80x80,Ra-226,neg,1.30,0.10,16,22,12,10,1,2,,,,13,17,295
AS80_UGlass,AS80x80,Ra-226,neg,1.30,0.20,16,22,12,10,1,2,,,,13,17,273
AS80_UGlass,AS80x80,Ra-226,neg,1.30,0.50,15,21,12,9,1,2,,,,12,16,292
AS80_UGlass,AS80x80,Ra-226,neg,1.30,1.00,15,21,12,9,1,2,,,,10,14,296
AS80_UGlass,AS80x80,Ra-226,neg,1.30,2.00,14,20,12,8,1,2,,,,7,11,234
AS80_UGlass,AS80x80,Ra-226,neg,1.60,0.00,18,23,12,11,1,2,,,,14,19,275
AS80_UGlass,AS80x80,Ra-226,neg,1.60,0.05,16,22,12,10,1,2,,,,11,15,301
AS80_UGlass,AS80x80,Ra-226,neg,1.60,0.10,16,22,12,10,1,2,,,,11,15,259
AS80_UGlass,AS80x80,Ra-226,neg,1.60,0.20,16,22,12,10,1,2,,,,11,15,343
AS80_UGlass,AS80x80,Ra-226,neg,1.60,0.50,15,21,12,9,1,2,,,,10,14,303
AS80_UGlass,AS80x80,Ra-226,neg,1.60,1.00,15,21,12,9,1,2,,,,8,12,287
AS80_UGlass,AS80x80,Ra-226,neg,1.60,2.00,14,20,12,8,1,2,,,,6,10,279
AS80_UGlass,AS80x80,Ra-226,neg,2.00,0.00,16,22,13,9,1,1,,,,12,15,237
AS80_UGlass,AS80x80,Ra-226,neg,2.00,0.05,14,21,13,8,1,1,,,,10,12,228
AS80_UGlass,AS80x80,Ra-226,neg,2.00,0.10,14,21,13,8,1,1,,,,10,12,269
AS80_UGlass,AS80x80,Ra-226,neg,2.00,0.20,14,21,13,8,1,1,,,,10,12,248
AS80_UGlass,AS80x80,Ra-226,neg,2.00,0.50,13,20,13,7,1,1,,,,9,11,233
AS80_UGlass,AS80x80,Ra-226,neg,2.00,1.00,12,19,13,6,1,1,,,,9,11,230
AS80_UGlass,AS80x80,Ra-226,neg,2.00,2.00,11,18,13,5,1,1,,,,7,9,206
AS80_UGlass,AS80x80,U-238,head,0.00,0.00,91,28,10,18,1,4,2,2,2,21,57,913
AS80_UGlass,AS80x80,U-238,head,0.00,0.05,48,35,9,26,1,5,2,2,2,23,30,2129
AS80_UGlass,AS80x80,U-238,head,0.00,0.10,43,34,9,25,1,5,2,2,2,21,27,2031
AS80_UGlass,AS80x80,U-238,head,0.00,0.20,41,34,9,25,1,5,2,2,2,20,26,1896
AS80_UGlass,AS80x80,U-238,head,0.00,0.50,35,30,10,20,1,4,2,2,2,17,21,1830
AS80_UGlass,AS80x80,U-238,head,0.00,1.00,31,28,10,18,1,4,2,2,2,17,20,1113
AS80_UGlass,AS80x80,U-238,head,0.00,2.00,21,23,11,12,1,3,2,2,2,11,14,495
AS80_UGlass,AS80x80,U-238,head,0.30,0.00,54,32,10,22,1,4,2,2,2,21,56,714
AS80_UGlass,AS80x80,U-238,head,0.30,0.05,39,34,9,25,1,5,2,2,2,23,29,1777
AS80_UGlass,AS80x80,U-238,head,0.30,0.10,37,33,9,24,1,5,2,2,2,21,26,1442
AS80_UGlass,AS80x80,U-238,head,0.30,0.20,36,33,9,24,1,5,2,2,2,20,25,1921
AS80_UGlass,AS80x80,U-238,head,0.30,0.50,32,30,10,20,1,4,2,2,2,17,21,1533
AS80_UGlass,AS80x80,U-238,head,0.30,1.00,29,27,10,17,1,4,2,2,2,17,20,914
AS80_UGlass,AS80x80,U-238,head,0.30,2.00,20,23,11,12,1,3,2,2,2,11,14,410
AS80_UGlass,AS80x80,U-238,head,0.50,0.00,44,35,9,26,1,5,2,2,2,21,56,1713
AS80_UGlass,AS80x80,U-238,head,0.50,0.05,34,33,10,23,1,4,2,2,2,23,29,1689
AS80_UGlass,AS80x80,U-238,head,0.50,0.10,32,32,10,22,1,4,2,2,2,21,26,1301
AS80_UGlass,AS80x80,U-238,head,0.50,0.20,32,32,10,22,1,4,2,2,2,20,25,1354
AS80_UGlass,AS80x80,U-238,head,0.50,0.50,28,29,11,18,1,3,2,2,2,17,21,1049
AS80_UGlass,AS80x80,U-238,head,0.50,1.00,25,26,11,15,1,3,2,2,2,17,20,754
AS80_UGlass,AS80x80,U-238,head,0.50,2.00,18,21,12,9,1,2,2,2,2,11,14,239
AS80_UGlass,AS80x80,U-238,head,0.70,0.00,35,30,11,19,1,3,2,2,2,26,40,1435
AS80_UGlass,AS80x80,U-238,head,0.70,0.05,27,29,11,18,1,3,2,2,2,19,25,722
AS80_UGlass,AS80x80,U-238,head,0.70,0.10,27,29,11,18,1,3,2,2,2,18,23,673
AS80_UGlass,AS80x80,U-238,head,0.70,0.20,27,29,11,18,1,3,2,2,2,17,22,713
AS80_UGlass,AS80x80,U-238,head,0.70,0.50,24,26,11,15,1,3,2,2,2,16,20,515
AS80_UGlass,AS80x80,U-238,head,0.70,1.00,22,24,11,13,1,3,2,2,2,16,19,379
AS80_UGlass,AS80x80,U-238,head,0.70,2.00,18,21,12,9,1,2,2,2,2,10,13,283
AS80_UGlass,AS80x80,U-238,head,0.85,0.00,30,30,12,18,1,2,2,2,2,28,33,874
AS80_UGlass,AS80x80,U-238,head,0.85,0.05,26,28,11,17,1,3,2,2,2,19,23,515
AS80_UGlass,AS80x80,U-238,head,0.85,0.10,26,28,11,17,1,3,2,2,2,18,21,541
AS80_UGlass,AS80x80,U-238,head,0.85,0.20,26,28,11,17,1,3,2,2,2,17,20,482
AS80_UGlass,AS80x80,U-238,head,0.85,0.50,24,26,11,15,1,3,2,2,2,16,18,533
AS80_UGlass,AS80x80,U-238,head,0.85,1.00,22,24,11,13,1,3,2,2,2,16,17,347
AS80_UGlass,AS80x80,U-238,head,0.85,2.00,18,21,12,9,1,2,2,2,2,11,12,281
AS80_UGlass,AS80x80,U-238,head,1.00,0.00,26,28,12,16,1,2,2,2,2,24,28,317
AS80_UGlass,AS80x80,U-238,head,1.00,0.05,22,25,12,13,1,2,2,2,2,18,21,294
AS80_UGlass,AS80x80,U-238,head,1.00,0.10,22,25,12,13,1,2,2,2,2,17,20,322
AS80_UGlass,AS80x80,U-238,head,1.00,0.20,22,25,12,13,1,2,2,2,2,17,20,321
AS80_UGlass,AS80x80,U-238,head,1.00,0.50,21,24,12,12,1,2,2,2,2,16,18,277
AS80_UGlass,AS80x80,U-238,head,1.00,1.00,20,23,12,11,1,2,2,2,2,16,17,265
AS80_UGlass,AS80x80,U-238,head,1.00,2.00,17,20,12,8,1,2,2,2,2,11,12,266
AS80_UGlass,AS80x80,U-238,head,1.30,0.00,23,25,11,14,1,3,2,2,2,21,25,542
AS80_UGlass,AS80x80,U-238,head,1.30,0.05,18,21,11,10,1,3,2,2,2,17,20,268
AS80_UGlass,AS80x80,U-238,head,1.30,0.10,18,21,11,10,1,3,2,2,2,17,20,283
AS80_UGlass,AS80x80,U-238,head,1.30,0.20,18,21,11,10,1,3,2,2,2,17,20,299
AS80_UGlass,AS80x80,U-238,head,1.30,0.50,16,20,12,8,1,2,2,2,2,16,18,244
AS80_UGlass,AS80x80,U-238,head,1.30,1.00,16,20,12,8,1,2,2,2,2,16,17,227
AS80_UGlass,AS80x80,U-238,head,1.30,2.00,15,19,12,7,1,2,2,2,2,11,12,252
AS80_UGlass,AS80x80,U-238,head,1.60,0.00,19,22,12,10,1,2,2,2,2,17,19,300
AS80_UGlass,AS80x80,U-238,head,1.60,0.05,17,21,12,9,1,2,2,2,2,13,16,283
AS80_UGlass,AS80x80,U-238,head,1.60,0.10,17,21,12,9,1,2,2,2,2,12,15,221
AS80_UGlass,AS80x80,U-238,head,1.60,0.20,17,21,12,9,1,2,2,2,2,12,15,242
AS80_UGlass,AS80x80,U-238,head,1.60,0.50,16,20,12,8,1,2,2,2,2,12,15,262
AS80_UGlass,AS80x80,U-238,head,1.60,1.00,16,20,12,8,1,2,2,2,2,13,14,220
AS80_UGlass,AS80x80,U-238,head,1.60,2.00,15,19,12,7,1,2,2,2,2,10,11,249
AS80_UGlass,AS80x80,U-238,head,2.00,0.00,16,22,14,8,1,0,2,2,2,14,16,191
AS80_UGlass,AS80x80,U-238,head,2.00,0.05,15,21,14,7,1,0,2,2,2,12,14,182
AS80_UGlass,AS80x80,U-238,head,2.00,0.10,15,21,14,7,1,0,2,2,2,11,12,216
AS80_UGlass,AS80x80,U-238,head,2.00,0.20,15,21,14,7,1,0,2,2,2,11,12,217
AS80_UGlass,AS80x80,U-238,head,2.00,0.50,14,20,14,6,1,0,2,2,2,11,12,200
AS80_UGlass,AS80x80,U-238,head,2.00,1.00,13,19,14,5,1,0,2,2,2,11,12,195
AS80_UGlass,AS80x80,U-238,head,2.00,2.00,12,18,14,4,1,0,2,2,2,8,9,184
AS80_UGlass,AS80x80,U-235,pos,0.00,0.00,110,19,12,7,1,2,5,16,4,19,34,334
AS80_UGlass,AS80x80,U-235,pos,0.00,0.05,81,18,14,4,1,0,5,16,4,18,26,196
AS80_UGlass,AS80x80,U-235,pos,0.00,0.10,79,18,14,4,1,0,5,16,4,18,26,194
AS80_UGlass,AS80x80,U-235,pos,0.00,0.20,63,17,14,3,1,0,5,16,4,15,20,219
AS80_UGlass,AS80x80,U-235,pos,0.00,0.50,45,20,14,6,1,0,8,16,4,12,13,222
AS80_UGlass,AS80x80,U-235,pos,0.00,1.00,36,20,14,6,1,0,8,16,4,7,10,244
AS80_UGlass,AS80x80,U-235,pos,0.00,2.00,22,27,12,15,1,2,11,16,4,4,6,291
AS80_UGlass,AS80x80,U-235,pos,0.30,0.00,38,31,12,19,1,2,11,16,4,19,33,286
AS80_UGlass,AS80x80,U-235,pos,0.30,0.05,35,30,13,17,1,1,11,16,4,18,25,299
AS80_UGlass,AS80x80,U-235,pos,0.30,0.10,34,30,13,17,1,1,11,16,4,18,25,247
AS80_UGlass,AS80x80,U-235,pos,0.30,0.20,32,29,13,16,1,1,11,16,4,15,19,269
AS80_UGlass,AS80x80,U-235,pos,0.30,0.50,25,27,13,14,1,1,12,16,4,12,13,235
AS80_UGlass,AS80x80,U-235,pos,0.30,1.00,22,26,13,13,1,1,12,16,4,7,10,260
AS80_UGlass,AS80x80,U-235,pos,0.30,2.00,16,23,12,11,1,2,11,16,4,4,6,307
AS80_UGlass,AS80x80,U-235,pos,0.50,0.00,26,26,12,14,1,2,11,16,4,19,33,328
AS80_UGlass,AS80x80,U-235,pos,0.50,0.05,24,25,13,12,1,1,11,16,4,18,25,313
AS80_UGlass,AS80x80,U-235,pos,0.50,0.10,24,25,13,12,1,1,11,16,4,18,25,294
AS80_UGlass,AS80x80,U-235,pos,0.50,0.20,23,24,13,11,1,1,11,16,4,15,19,224
AS80_UGlass,AS80x80,U-235,pos,0.50,0.50,18,22,13,9,1,1,12,16,4,12,13,346
AS80_UGlass,AS80x80,U-235,pos,0.50,1.00,17,22,13,9,1,1,12,16,4,7,10,282
AS80_UGlass,AS80x80,U-235,pos,0.50,2.00,13,21,12,9,1,2,11,16,4,4,6,235
AS80_UGlass,AS80x80,U-235,pos,0.70,0.00,22,27,11,16,1,3,13,16,4,23,28,569
AS80_UGlass,AS80x80,U-235,pos,0.70,0.05,20,26,12,14,1,2,13,16,4,19,22,458
AS80_UGlass,AS80x80,U-235,pos,0.70,0.10,20,26,12,14,1,2,13,16,4,19,22,438
AS80_UGlass,AS80x80,U-235,pos,0.70,0.20,18,26,12,14,1,2,14,16,4,14,17,389
AS80_UGlass,AS80x80,U-235,pos,0.70,0.50,16,24,12,12,1,2,14,16,4,11,12,299
AS80_UGlass,AS80x80,U-235,pos,0.70,1.00,15,24,12,12,1,2,14,16,4,6,9,347
AS80_UGlass,AS80x80,U-235,pos,0.70,2.00,12,21,12,9,1,2,11,16,4,3,5,267
AS80_UGlass,AS80x80,U-235,pos,0.85,0.00,19,26,13,13,1,1,13,16,4,17,23,254
AS80_UGlass,AS80x80,U-235,pos,0.85,0.05,18,26,13,13,1,1,13,16,4,12,18,284
AS80_UGlass,AS80x80,U-235,pos,0.85,0.10,17,26,13,13,1,1,13,16,4,12,18,230
AS80_UGlass,AS80x80,U-235,pos,0.85,0.20,16,25,13,12,1,1,13,16,4,10,15,243
AS80_UGlass,AS80x80,U-235,pos,0.85,0.50,14,23,13,10,1,1,13,16,4,7,10,257
AS80_UGlass,AS80x80,U-235,pos,0.85,1.00,13,23,13,10,1,1,13,16,4,6,9,204
AS80_UGlass,AS80x80,U-235,pos,0.85,2.00,10,20,13,7,1,1,10,16,4,3,5,188
AS80_UGlass,AS80x80,U-235,pos,1.00,0.00,17,25,13,12,1,1,12,16,4,18,22,181
AS80_UGlass,AS80x80,U-235,pos,1.00,0.05,16,25,13,12,1,1,12,16,4,13,17,203
AS80_UGlass,AS80x80,U-235,pos,1.00,0.10,16,25,13,12,1,1,12,16,4,13,17,222
AS80_UGlass,AS80x80,U-235,pos,1.00,0.20,15,24,13,11,1,1,12,16,4,11,14,240
AS80_UGlass,AS80x80,U-235,pos,1.00,0.50,13,22,13,9,1,1,12,16,4,7,10,214
AS80_UGlass,AS80x80,U-235,pos,1.00,1.00,12,22,13,9,1,1,12,16,4,6,9,166
AS80_UGlass,AS80x80,U-235,pos,1.00,2.00,9,19,13,6,1,1,9,16,4,3,5,178
AS80_UGlass,AS80x80,U-235,pos,1.30,0.00,12,21,13,8,1,1,10,16,4,13,15,203
AS80_UGlass,AS80x80,U-235,pos,1.30,0.05,11,21,13,8,1,1,10,16,4,11,13,230
AS80_UGlass,AS80x80,U-235,pos,1.30,0.10,11,21,13,8,1,1,10,16,4,11,13,177
AS80_UGlass,AS80x80,U-235,pos,1.30,0.20,10,20,13,7,1,1,10,16,4,9,11,211
AS80_UGlass,AS80x80,U-235,pos,1.30,0.50,9,19,13,6,1,1,10,16,4,5,7,177
AS80_UGlass,AS80x80,U-235,pos,1.30,1.00,8,18,13,5,1,1,8,16,4,4,6,192
AS80_UGlass,AS80x80,U-235,pos,1.30,2.00,8,18,13,5,1,1,8,16,4,3,5,187
AS80_UGlass,AS80x80,U-235,pos,1.60,0.00,11,20,13,7,1,1,8,16,4,11,12,214
AS80_UGlass,AS80x80,U-235,pos,1.60,0.05,10,20,13,7,1,1,8,16,4,9,10,196
AS80_UGlass,AS80x80,U-235,pos,1.60,0.10,10,20,13,7,1,1,8,16,4,9,10,246
AS80_UGlass,AS80x80,U-235,pos,1.60,0.20,9,19,13,6,1,1,8,16,4,7,8,169
AS80_UGlass,AS80x80,U-235,pos,1.60,0.50,8,18,13,5,1,1,8,16,4,5,6,154
AS80_UGlass,AS80x80,U-235,pos,1.60,1.00,8,18,13,5,1,1,8,16,4,4,5,157
AS80_UGlass,AS80x80,U-235,pos,1.60,2.00,7,17,13,4,1,1,7,16,4,3,4,154
AS80_UGlass,AS80x80,U-235,pos,2.00,0.00,10,22,14,8,1,0,9,16,4,11,12,212
AS80_UGlass,AS80x80,U-235,pos,2.00,0.05,9,21,14,7,1,0,9,16,4,9,10,182
AS80_UGlass,AS80x80,U-235,pos,2.00,0.10,9,21,14,7,1,0,9,16,4,9,10,207
AS80_UGlass,AS80x80,U-235,pos,2.00,0.20,8,20,14,6,1,0,9,16,4,7,8,160
AS80_UGlass,AS80x80,U-235,pos,2.00,0.50,7,19,14,5,1,0,9,16,4,5,6,160
AS80_UGlass,AS80x80,U-235,pos,2.00,1.00,7,19,14,5,1,0,9,16,4,4,5,167
AS80_UGlass,AS80x80,U-235,pos,2.00,2.00,5,17,14,3,1,0,7,16,4,3,4,195
AS80_Charoite,AS80x80,Th-232,unk,0.00,0.00,69,15,15,0,0,0,,,,0,48,10
AS80_Charoite,AS80x80,Th-232,unk,0.00,0.05,66,15,15,0,0,0,,,,0,45,2
AS80_Charoite,AS80x80,Th-232,unk,0.00,0.10,65,15,15,0,0,0,,,,0,44,3
AS80_Charoite,AS80x80,Th-232,unk,0.00,0.20,60,15,15,0,0,0,,,,0,40,4
AS80_Charoite,AS80x80,Th-232,unk,0.00,0.50,44,15,15,0,0,0,,,,0,29,3
AS80_Charoite,AS80x80,Th-232,unk,0.00,1.00,30,15,15,0,0,0,,,,0,17,3
AS80_Charoite,AS80x80,Th-232,unk,0.00,2.00,21,15,15,0,0,0,,,,0,9,7
AS80_Charoite,AS80x80,Th-232,unk,0.30,0.00,40,15,15,0,0,0,,,,0,48,3
AS80_Charoite,AS80x80,Th-232,unk,0.30,0.05,39,15,15,0,0,0,,,,0,45,3
AS80_Charoite,AS80x80,Th-232,unk,0.30,0.10,38,15,15,0,0,0,,,,0,44,5
AS80_Charoite,AS80x80,Th-232,unk,0.30,0.20,37,15,15,0,0,0,,,,0,40,4
AS80_Charoite,AS80x80,Th-232,unk,0.30,0.50,31,15,15,0,0,0,,,,0,29,3
AS80_Charoite,AS80x80,Th-232,unk,0.30,1.00,24,15,15,0,0,0,,,,0,17,3
AS80_Charoite,AS80x80,Th-232,unk,0.30,2.00,17,15,15,0,0,0,,,,0,9,3
AS80_Charoite,AS80x80,Th-232,unk,0.50,0.00,32,15,15,0,0,0,,,,0,48,3
AS80_Charoite,AS80x80,Th-232,unk,0.50,0.05,31,15,15,0,0,0,,,,0,45,4
AS80_Charoite,AS80x80,Th-232,unk,0.50,0.10,30,15,15,0,0,0,,,,0,44,5
AS80_Charoite,AS80x80,Th-232,unk,0.50,0.20,29,15,15,0,0,0,,,,0,40,3
AS80_Charoite,AS80x80,Th-232,unk,0.50,0.50,28,15,15,0,0,0,,,,0,29,3
AS80_Charoite,AS80x80,Th-232,unk,0.50,1.00,22,15,15,0,0,0,,,,0,17,3
AS80_Charoite,AS80x80,Th-232,unk,0.50,2.00,17,15,15,0,0,0,,,,0,9,4
AS80_Charoite,AS80x80,Th-232,unk,0.70,0.00,27,15,15,0,0,0,,,,0,33,3
AS80_Charoite,AS80x80,Th-232,unk,0.70,0.05,27,15,15,0,0,0,,,,0,32,4
AS80_Charoite,AS80x80,Th-232,unk,0.70,0.10,26,15,15,0,0,0,,,,0,31,3
AS80_Charoite,AS80x80,Th-232,unk,0.70,0.20,25,15,15,0,0,0,,,,0,31,3
AS80_Charoite,AS80x80,Th-232,unk,0.70,0.50,24,15,15,0,0,0,,,,0,24,3
AS80_Charoite,AS80x80,Th-232,unk,0.70,1.00,20,15,15,0,0,0,,,,0,12,4
AS80_Charoite,AS80x80,Th-232,unk,0.70,2.00,17,15,15,0,0,0,,,,0,8,3
AS80_Charoite,AS80x80,Th-232,unk,0.85,0.00,25,15,15,0,0,0,,,,0,27,4
AS80_Charoite,AS80x80,Th-232,unk,0.85,0.05,25,15,15,0,0,0,,,,0,27,4
AS80_Charoite,AS80x80,Th-232,unk,0.85,0.10,24,15,15,0,0,0,,,,0,26,4
AS80_Charoite,AS80x80,Th-232,unk,0.85,0.20,24,15,15,0,0,0,,,,0,26,4
AS80_Charoite,AS80x80,Th-232,unk,0.85,0.50,23,15,15,0,0,0,,,,0,20,3
AS80_Charoite,AS80x80,Th-232,unk,0.85,1.00,19,15,15,0,0,0,,,,0,12,3
AS80_Charoite,AS80x80,Th-232,unk,0.85,2.00,17,15,15,0,0,0,,,,0,8,5
AS80_Charoite,AS80x80,Th-232,unk,1.00,0.00,22,15,15,0,0,0,,,,0,26,3
AS80_Charoite,AS80x80,Th-232,unk,1.00,0.05,22,15,15,0,0,0,,,,0,26,3
AS80_Charoite,AS80x80,Th-232,unk,1.00,0.10,21,15,15,0,0,0,,,,0,25,4
AS80_Charoite,AS80x80,Th-232,unk,1.00,0.20,21,15,15,0,0,0,,,,0,25,3
AS80_Charoite,AS80x80,Th-232,unk,1.00,0.50,20,15,15,0,0,0,,,,0,19,14
AS80_Charoite,AS80x80,Th-232,unk,1.00,1.00,16,15,15,0,0,0,,,,0,12,4
AS80_Charoite,AS80x80,Th-232,unk,1.00,2.00,14,15,15,0,0,0,,,,0,8,7
AS80_Charoite,AS80x80,Th-232,unk,1.30,0.00,19,15,15,0,0,0,,,,0,21,6
AS80_Charoite,AS80x80,Th-232,unk,1.30,0.05,19,15,15,0,0,0,,,,0,20,8
AS80_Charoite,AS80x80,Th-232,unk,1.30,0.10,18,15,15,0,0,0,,,,0,20,4
AS80_Charoite,AS80x80,Th-232,unk,1.30,0.20,18,15,15,0,0,0,,,,0,20,4
AS80_Charoite,AS80x80,Th-232,unk,1.30,0.50,15,15,15,0,0,0,,,,0,17,4
AS80_Charoite,AS80x80,Th-232,unk,1.30,1.00,12,15,15,0,0,0,,,,0,11,4
