ch,keV,net,fit,model,continuum_raw,Am-241,Esc-NaI,continuum
6578,2285.223,0.840,0.840,0.000,0.000,0.000,0.000,0.000
6579,2285.638,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6580,2286.053,0.717,0.717,0.000,0.000,0.000,0.000,0.000
6581,2286.468,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6582,2286.883,0.729,0.729,0.000,0.000,0.000,0.000,0.000
6583,2287.299,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6584,2287.714,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6585,2288.130,0.754,0.754,0.000,0.000,0.000,0.000,0.000
6586,2288.545,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6587,2288.961,0.803,0.803,0.000,0.000,0.000,0.000,0.000
6588,2289.377,0.828,0.828,0.000,0.000,0.000,0.000,0.000
6589,2289.793,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6590,2290.208,0.803,0.803,0.000,0.000,0.000,0.000,0.000
6591,2290.624,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6592,2291.040,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6593,2291.457,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6594,2291.873,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6595,2292.289,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6596,2292.706,0.741,0.741,0.000,0.000,0.000,0.000,0.000
6597,2293.122,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6598,2293.539,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6599,2293.955,0.766,0.766,0.000,0.000,0.000,0.000,0.000
6600,2294.372,0.741,0.741,0.000,0.000,0.000,0.000,0.000
6601,2294.789,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6602,2295.205,0.766,0.766,0.000,0.000,0.000,0.000,0.000
6603,2295.622,0.754,0.754,0.000,0.000,0.000,0.000,0.000
6604,2296.039,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6605,2296.457,0.778,0.778,0.000,0.000,0.000,0.000,0.000
6606,2296.874,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6607,2297.291,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6608,2297.708,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6609,2298.126,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6610,2298.543,0.815,0.815,0.000,0.000,0.000,0.000,0.000
6611,2298.961,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6612,2299.378,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6613,2299.796,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6614,2300.214,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6615,2300.632,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6616,2301.050,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6617,2301.468,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6618,2301.886,0.889,0.889,0.000,0.000,0.000,0.000,0.000
6619,2302.304,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6620,2302.723,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6621,2303.141,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6622,2303.559,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6623,2303.978,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6624,2304.397,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6625,2304.815,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6626,2305.234,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6627,2305.653,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6628,2306.072,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6629,2306.491,0.778,0.778,0.000,0.000,0.000,0.000,0.000
6630,2306.910,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6631,2307.329,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6632,2307.748,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6633,2308.168,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6634,2308.587,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6635,2309.007,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6636,2309.426,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6637,2309.846,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6638,2310.266,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6639,2310.686,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6640,2311.106,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6641,2311.526,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6642,2311.946,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6643,2312.366,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6644,2312.786,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6645,2313.206,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6646,2313.627,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6647,2314.047,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6648,2314.468,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6649,2314.889,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6650,2315.309,0.803,0.803,0.000,0.000,0.000,0.000,0.000
6651,2315.730,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6652,2316.151,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6653,2316.572,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6654,2316.993,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6655,2317.414,0.828,0.828,0.000,0.000,0.000,0.000,0.000
6656,2317.835,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6657,2318.257,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6658,2318.678,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6659,2319.100,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6660,2319.521,0.000,-0.333,0.000,0.000,0.000,0.000,0.000
6661,2319.943,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6662,2320.365,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6663,2320.786,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6664,2321.208,0.803,0.803,0.000,0.000,0.000,0.000,0.000
6665,2321.630,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6666,2322.052,0.865,0.865,0.000,0.000,0.000,0.000,0.000
6667,2322.474,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6668,2322.897,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6669,2323.319,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6670,2323.741,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6671,2324.164,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6672,2324.586,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6673,2325.009,0.000,-0.283,0.000,0.000,0.000,0.000,0.000
6674,2325.432,0.815,0.815,0.000,0.000,0.000,0.000,0.000
6675,2325.854,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6676,2326.277,1.791,1.791,0.000,0.000,0.000,0.000,0.000
6677,2326.700,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6678,2327.123,0.815,0.815,0.000,0.000,0.000,0.000,0.000
6679,2327.546,0.877,0.877,0.000,0.000,0.000,0.000,0.000
6680,2327.970,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6681,2328.393,0.000,-0.074,0.000,0.000,0.000,0.000,0.000
6682,2328.816,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6683,2329.240,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6684,2329.663,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6685,2330.087,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6686,2330.511,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6687,2330.935,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6688,2331.358,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6689,2331.782,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6690,2332.206,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6691,2332.631,0.852,0.852,0.000,0.000,0.000,0.000,0.000
6692,2333.055,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6693,2333.479,0.000,-0.308,0.000,0.000,0.000,0.000,0.000
6694,2333.903,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6695,2334.328,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6696,2334.753,0.877,0.877,0.000,0.000,0.000,0.000,0.000
6697,2335.177,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6698,2335.602,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6699,2336.027,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6700,2336.452,0.000,-0.099,0.000,0.000,0.000,0.000,0.000
6701,2336.877,0.754,0.754,0.000,0.000,0.000,0.000,0.000
6702,2337.302,0.000,-0.296,0.000,0.000,0.000,0.000,0.000
6703,2337.727,0.828,0.828,0.000,0.000,0.000,0.000,0.000
6704,2338.152,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6705,2338.577,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6706,2339.003,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6707,2339.428,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6708,2339.854,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6709,2340.279,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6710,2340.705,1.865,1.865,0.000,0.000,0.000,0.000,0.000
6711,2341.131,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6712,2341.557,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6713,2341.983,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6714,2342.409,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6715,2342.835,0.889,0.889,0.000,0.000,0.000,0.000,0.000
6716,2343.261,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6717,2343.688,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6718,2344.114,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6719,2344.541,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6720,2344.967,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6721,2345.394,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6722,2345.821,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6723,2346.247,0.877,0.877,0.000,0.000,0.000,0.000,0.000
6724,2346.674,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6725,2347.101,0.000,-0.099,0.000,0.000,0.000,0.000,0.000
6726,2347.528,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6727,2347.956,1.852,1.852,0.000,0.000,0.000,0.000,0.000
6728,2348.383,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6729,2348.810,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6730,2349.238,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6731,2349.665,0.877,0.877,0.000,0.000,0.000,0.000,0.000
6732,2350.093,0.778,0.778,0.000,0.000,0.000,0.000,0.000
6733,2350.521,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6734,2350.948,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6735,2351.376,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6736,2351.804,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6737,2352.232,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6738,2352.660,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6739,2353.089,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6740,2353.517,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6741,2353.945,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6742,2354.374,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6743,2354.802,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6744,2355.231,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6745,2355.660,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6746,2356.088,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6747,2356.517,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6748,2356.946,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6749,2357.375,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6750,2357.805,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6751,2358.234,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6752,2358.663,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6753,2359.093,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6754,2359.522,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6755,2359.952,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6756,2360.381,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6757,2360.811,0.828,0.828,0.000,0.000,0.000,0.000,0.000
6758,2361.241,0.729,0.729,0.000,0.000,0.000,0.000,0.000
6759,2361.671,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6760,2362.101,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6761,2362.531,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6762,2362.961,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6763,2363.392,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6764,2363.822,0.000,-0.099,0.000,0.000,0.000,0.000,0.000
6765,2364.252,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6766,2364.683,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6767,2365.114,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6768,2365.544,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6769,2365.975,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6770,2366.406,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6771,2366.837,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6772,2367.268,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6773,2367.699,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6774,2368.131,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6775,2368.562,0.704,0.704,0.000,0.000,0.000,0.000,0.000
6776,2368.993,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6777,2369.425,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6778,2369.856,0.828,0.828,0.000,0.000,0.000,0.000,0.000
6779,2370.288,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6780,2370.720,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6781,2371.152,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6782,2371.584,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6783,2372.016,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6784,2372.448,0.865,0.865,0.000,0.000,0.000,0.000,0.000
6785,2372.880,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6786,2373.312,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6787,2373.745,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6788,2374.177,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6789,2374.610,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6790,2375.043,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6791,2375.475,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6792,2375.908,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6793,2376.341,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6794,2376.774,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6795,2377.207,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6796,2377.640,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6797,2378.074,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6798,2378.507,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6799,2378.941,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6800,2379.374,0.865,0.865,0.000,0.000,0.000,0.000,0.000
6801,2379.808,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6802,2380.241,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6803,2380.675,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6804,2381.109,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6805,2381.543,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6806,2381.977,0.828,0.828,0.000,0.000,0.000,0.000,0.000
6807,2382.411,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6808,2382.846,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6809,2383.280,0.000,-0.086,0.000,0.000,0.000,0.000,0.000
6810,2383.714,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6811,2384.149,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6812,2384.584,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6813,2385.018,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6814,2385.453,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6815,2385.888,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6816,2386.323,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6817,2386.758,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6818,2387.193,0.000,-0.308,0.000,0.000,0.000,0.000,0.000
6819,2387.629,0.803,0.803,0.000,0.000,0.000,0.000,0.000
6820,2388.064,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6821,2388.499,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6822,2388.935,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6823,2389.370,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6824,2389.806,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6825,2390.242,0.865,0.865,0.000,0.000,0.000,0.000,0.000
6826,2390.678,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6827,2391.114,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6828,2391.550,0.000,-0.062,0.000,0.000,0.000,0.000,0.000
6829,2391.986,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6830,2392.422,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6831,2392.859,0.889,0.889,0.000,0.000,0.000,0.000,0.000
6832,2393.295,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6833,2393.731,0.000,-0.296,0.000,0.000,0.000,0.000,0.000
6834,2394.168,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6835,2394.605,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6836,2395.042,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6837,2395.478,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6838,2395.915,0.778,0.778,0.000,0.000,0.000,0.000,0.000
6839,2396.352,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6840,2396.790,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6841,2397.227,1.828,1.828,0.000,0.000,0.000,0.000,0.000
6842,2397.664,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6843,2398.102,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6844,2398.539,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6845,2398.977,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6846,2399.414,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6847,2399.852,0.000,-0.074,0.000,0.000,0.000,0.000,0.000
6848,2400.290,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6849,2400.728,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6850,2401.166,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6851,2401.604,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6852,2402.042,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6853,2402.481,0.000,-0.086,0.000,0.000,0.000,0.000,0.000
6854,2402.919,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6855,2403.358,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6856,2403.796,0.803,0.803,0.000,0.000,0.000,0.000,0.000
6857,2404.235,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6858,2404.674,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6859,2405.113,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6860,2405.552,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6861,2405.991,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6862,2406.430,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6863,2406.869,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6864,2407.309,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6865,2407.748,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6866,2408.188,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6867,2408.627,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6868,2409.067,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6869,2409.507,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6870,2409.947,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6871,2410.387,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6872,2410.827,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6873,2411.267,0.000,-0.074,0.000,0.000,0.000,0.000,0.000
6874,2411.707,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6875,2412.147,0.778,0.778,0.000,0.000,0.000,0.000,0.000
6876,2412.588,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6877,2413.028,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6878,2413.469,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6879,2413.910,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6880,2414.351,0.000,-0.074,0.000,0.000,0.000,0.000,0.000
6881,2414.792,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6882,2415.233,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6883,2415.674,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6884,2416.115,0.828,0.828,0.000,0.000,0.000,0.000,0.000
6885,2416.556,0.000,-0.345,0.000,0.000,0.000,0.000,0.000
6886,2416.997,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6887,2417.439,0.000,-0.111,0.000,0.000,0.000,0.000,0.000
6888,2417.881,0.704,0.704,0.000,0.000,0.000,0.000,0.000
6889,2418.322,0.840,0.840,0.000,0.000,0.000,0.000,0.000
6890,2418.764,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6891,2419.206,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6892,2419.648,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6893,2420.090,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6894,2420.532,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6895,2420.974,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6896,2421.416,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6897,2421.859,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6898,2422.301,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6899,2422.744,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6900,2423.187,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6901,2423.629,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6902,2424.072,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6903,2424.515,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6904,2424.958,0.000,-0.086,0.000,0.000,0.000,0.000,0.000
6905,2425.401,0.803,0.803,0.000,0.000,0.000,0.000,0.000
6906,2425.845,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6907,2426.288,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6908,2426.732,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6909,2427.175,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6910,2427.619,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6911,2428.062,0.852,0.852,0.000,0.000,0.000,0.000,0.000
6912,2428.506,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6913,2428.950,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6914,2429.394,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6915,2429.838,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6916,2430.282,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6917,2430.727,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6918,2431.171,0.815,0.815,0.000,0.000,0.000,0.000,0.000
6919,2431.616,0.877,0.877,0.000,0.000,0.000,0.000,0.000
6920,2432.060,0.000,-0.271,0.000,0.000,0.000,0.000,0.000
6921,2432.505,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6922,2432.950,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6923,2433.394,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6924,2433.839,0.717,0.717,0.000,0.000,0.000,0.000,0.000
6925,2434.284,0.791,0.791,0.000,0.000,0.000,0.000,0.000
6926,2434.730,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6927,2435.175,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6928,2435.620,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6929,2436.066,0.815,0.815,0.000,0.000,0.000,0.000,0.000
6930,2436.511,0.840,0.840,0.000,0.000,0.000,0.000,0.000
6931,2436.957,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6932,2437.402,0.852,0.852,0.000,0.000,0.000,0.000,0.000
6933,2437.848,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
6934,2438.294,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6935,2438.740,0.815,0.815,0.000,0.000,0.000,0.000,0.000
6936,2439.186,0.000,-0.259,0.000,0.000,0.000,0.000,0.000
6937,2439.632,0.000,-0.123,0.000,0.000,0.000,0.000,0.000
6938,2440.079,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6939,2440.525,0.778,0.778,0.000,0.000,0.000,0.000,0.000
6940,2440.972,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6941,2441.418,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6942,2441.865,0.000,-0.234,0.000,0.000,0.000,0.000,0.000
6943,2442.312,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6944,2442.759,0.704,0.704,0.000,0.000,0.000,0.000,0.000
6945,2443.205,0.000,-0.135,0.000,0.000,0.000,0.000,0.000
6946,2443.653,0.000,-0.148,0.000,0.000,0.000,0.000,0.000
6947,2444.100,0.000,-0.222,0.000,0.000,0.000,0.000,0.000
6948,2444.547,0.000,-0.246,0.000,0.000,0.000,0.000,0.000
6949,2444.994,0.778,0.778,0.000,0.000,0.000,0.000,0.000
6950,2445.442,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6951,2445.889,0.000,-0.172,0.000,0.000,0.000,0.000,0.000
6952,2446.337,0.000,-0.197,0.000,0.000,0.000,0.000,0.000
6953,2446.785,0.889,0.889,0.000,0.000,0.000,0.000,0.000
6954,2447.232,0.000,-0.160,0.000,0.000,0.000,0.000,0.000
6955,2447.680,0.000,-0.185,0.000,0.000,0.000,0.000,0.000
6956,2448.128,0.000,-0.209,0.000,0.000,0.000,0.000,0.000
