ch,keV,net,fit,model,continuum_raw,Cs-137,Backscatter,Xray-CsI,Xray-Pb,continuum
832,313.712,101422.734,101422.734,101573.348,101573.348,101573.348,0.000,0.000,0.000,0.000
833,314.102,101057.726,101057.726,101526.197,101526.197,101526.197,0.000,0.000,0.000,0.000
834,314.491,101423.869,101423.869,101479.045,101479.045,101479.045,0.000,0.000,0.000,0.000
835,314.880,101234.230,101234.230,101431.894,101431.894,101431.894,0.000,0.000,0.000,0.000
836,315.269,101283.895,101283.895,101384.743,101384.743,101384.743,0.000,0.000,0.000,0.000
837,315.658,101331.127,101331.127,101337.591,101337.591,101337.591,0.000,0.000,0.000,0.000
838,316.048,101325.166,101325.166,101290.440,101290.440,101290.440,0.000,0.000,0.000,0.000
839,316.437,101317.501,101317.501,101243.289,101243.289,101243.289,0.000,0.000,0.000,0.000
840,316.826,101063.972,101063.972,101196.137,101196.137,101196.137,0.000,0.000,0.000,0.000
841,317.216,100902.378,100902.378,101148.986,101148.986,101148.986,0.000,0.000,0.000,0.000
842,317.605,100740.140,100740.140,101101.835,101101.835,101101.835,0.000,0.000,0.000,0.000
843,317.994,100694.900,100694.900,101054.683,101054.683,101054.683,0.000,0.000,0.000,0.000
844,318.383,100319.056,100319.056,101007.532,101007.532,101007.532,0.000,0.000,0.000,0.000
845,318.773,100028.642,100028.642,100960.381,100960.381,100960.381,0.000,0.000,0.000,0.000
846,319.162,100189.378,100189.378,100913.230,100913.230,100913.230,0.000,0.000,0.000,0.000
847,319.551,100470.107,100470.107,100866.078,100866.078,100866.078,0.000,0.000,0.000,0.000
848,319.941,100689.327,100689.327,100818.927,100818.927,100818.927,0.000,0.000,0.000,0.000
849,320.330,100839.959,100839.959,100771.776,100771.776,100771.776,0.000,0.000,0.000,0.000
850,320.720,100156.823,100156.823,100724.624,100724.624,100724.624,0.000,0.000,0.000,0.000
851,321.109,100531.560,100531.560,100677.473,100677.473,100677.473,0.000,0.000,0.000,0.000
852,321.498,99830.378,99830.378,100630.322,100630.322,100630.322,0.000,0.000,0.000,0.000
853,321.888,100508.798,100508.798,100583.170,100583.170,100583.170,0.000,0.000,0.000,0.000
854,322.277,99659.061,99659.061,100536.019,100536.019,100536.019,0.000,0.000,0.000,0.000
855,322.667,100002.204,100002.204,100488.868,100488.868,100488.868,0.000,0.000,0.000,0.000
856,323.056,100533.739,100533.739,100441.716,100441.716,100441.716,0.000,0.000,0.000,0.000
857,323.445,99765.107,99765.107,100394.565,100394.565,100394.565,0.000,0.000,0.000,0.000
858,323.835,100034.243,100034.243,100347.414,100347.414,100347.414,0.000,0.000,0.000,0.000
859,324.224,100156.759,100156.759,100300.263,100300.263,100300.263,0.000,0.000,0.000,0.000
860,324.614,100806.726,100806.726,100253.111,100253.111,100253.111,0.000,0.000,0.000,0.000
861,325.003,99662.526,99662.526,100205.960,100205.960,100205.960,0.000,0.000,0.000,0.000
862,325.393,100455.107,100455.107,100158.809,100158.809,100158.809,0.000,0.000,0.000,0.000
863,325.782,99554.895,99554.895,100111.657,100111.657,100111.657,0.000,0.000,0.000,0.000
864,326.172,100102.442,100102.442,100064.506,100064.506,100064.506,0.000,0.000,0.000,0.000
865,326.561,99485.056,99485.056,100017.355,100017.355,100017.355,0.000,0.000,0.000,0.000
866,326.951,99635.146,99635.146,99970.203,99970.203,99970.203,0.000,0.000,0.000,0.000
867,327.340,99498.255,99498.255,99923.052,99923.052,99923.052,0.000,0.000,0.000,0.000
868,327.730,99991.662,99991.662,99875.901,99875.901,99875.901,0.000,0.000,0.000,0.000
869,328.120,100011.417,100011.417,99828.749,99828.749,99828.749,0.000,0.000,0.000,0.000
870,328.509,99956.578,99956.578,99781.598,99781.598,99781.598,0.000,0.000,0.000,0.000
871,328.899,98980.429,98980.429,99734.447,99734.447,99734.447,0.000,0.000,0.000,0.000
872,329.288,99283.404,99283.404,99687.296,99687.296,99687.296,0.000,0.000,0.000,0.000
873,329.678,99322.675,99322.675,99640.144,99640.144,99640.144,0.000,0.000,0.000,0.000
874,330.068,99340.603,99340.603,99592.993,99592.993,99592.993,0.000,0.000,0.000,0.000
875,330.457,99412.700,99412.700,99545.842,99545.842,99545.842,0.000,0.000,0.000,0.000
876,330.847,99365.133,99365.133,99498.690,99498.690,99498.690,0.000,0.000,0.000,0.000
877,331.236,99123.391,99123.391,99451.539,99451.539,99451.539,0.000,0.000,0.000,0.000
878,331.626,99341.545,99341.545,99404.388,99404.388,99404.388,0.000,0.000,0.000,0.000
879,332.016,99208.790,99208.790,99357.236,99357.236,99357.236,0.000,0.000,0.000,0.000
880,332.405,98646.629,98646.629,99310.085,99310.085,99310.085,0.000,0.000,0.000,0.000
881,332.795,98778.171,98778.171,99262.934,99262.934,99262.934,0.000,0.000,0.000,0.000
882,333.185,99392.946,99392.946,99215.782,99215.782,99215.782,0.000,0.000,0.000,0.000
883,333.575,99772.836,99772.836,99168.631,99168.631,99168.631,0.000,0.000,0.000,0.000
884,333.964,99399.721,99399.721,99121.480,99121.480,99121.480,0.000,0.000,0.000,0.000
885,334.354,99315.616,99315.616,99074.328,99074.328,99074.328,0.000,0.000,0.000,0.000
886,334.744,99066.823,99066.823,99055.244,99055.244,99055.244,0.000,0.000,0.000,0.000
887,335.134,99458.642,99458.642,99036.160,99036.160,99036.160,0.000,0.000,0.000,0.000
888,335.523,99420.603,99420.603,99017.076,99017.076,99017.076,0.000,0.000,0.000,0.000
889,335.913,99755.094,99755.094,98997.992,98997.992,98997.992,0.000,0.000,0.000,0.000
890,336.303,99320.810,99320.810,98978.908,98978.908,98978.908,0.000,0.000,0.000,0.000
891,336.693,99196.353,99196.353,98959.824,98959.824,98959.824,0.000,0.000,0.000,0.000
892,337.082,99639.874,99639.874,98940.740,98940.740,98940.740,0.000,0.000,0.000,0.000
893,337.472,99168.862,99168.862,98921.656,98921.656,98921.656,0.000,0.000,0.000,0.000
894,337.862,99504.920,99504.920,98902.572,98902.572,98902.572,0.000,0.000,0.000,0.000
895,338.252,99337.798,99337.798,98883.488,98883.488,98883.488,0.000,0.000,0.000,0.000
896,338.642,99184.565,99184.565,98864.404,98864.404,98864.404,0.000,0.000,0.000,0.000
897,339.032,98746.023,98746.023,98845.320,98845.320,98845.320,0.000,0.000,0.000,0.000
898,339.421,99352.294,99352.294,98826.236,98826.236,98826.236,0.000,0.000,0.000,0.000
899,339.811,99364.120,99364.120,98807.152,98807.152,98807.152,0.000,0.000,0.000,0.000
900,340.201,98545.268,98545.268,98788.068,98788.068,98788.068,0.000,0.000,0.000,0.000
901,340.591,99706.048,99706.048,98768.984,98768.984,98768.984,0.000,0.000,0.000,0.000
902,340.981,98913.713,98913.713,98749.900,98749.900,98749.900,0.000,0.000,0.000,0.000
903,341.371,99023.984,99023.984,98730.816,98730.816,98730.816,0.000,0.000,0.000,0.000
904,341.761,98998.772,98998.772,98711.732,98711.732,98711.732,0.000,0.000,0.000,0.000
905,342.151,99426.094,99426.094,98692.648,98692.648,98692.648,0.000,0.000,0.000,0.000
906,342.541,98974.107,98974.107,98673.564,98673.564,98673.564,0.000,0.000,0.000,0.000
907,342.931,99007.243,99007.243,98654.480,98654.480,98654.480,0.000,0.000,0.000,0.000
908,343.321,98872.926,98872.926,98635.396,98635.396,98635.396,0.000,0.000,0.000,0.000
909,343.711,98593.281,98593.281,98616.312,98616.312,98616.312,0.000,0.000,0.000,0.000
910,344.101,98623.611,98623.611,98597.228,98597.228,98597.228,0.000,0.000,0.000,0.000
911,344.491,98841.514,98841.514,98578.143,98578.143,98578.143,0.000,0.000,0.000,0.000
912,344.881,98673.429,98673.429,98559.059,98559.059,98559.059,0.000,0.000,0.000,0.000
913,345.271,98483.887,98483.887,98539.975,98539.975,98539.975,0.000,0.000,0.000,0.000
914,345.661,98274.455,98274.455,98520.891,98520.891,98520.891,0.000,0.000,0.000,0.000
915,346.051,98136.158,98136.158,98501.807,98501.807,98501.807,0.000,0.000,0.000,0.000
916,346.441,98515.036,98515.036,98482.723,98482.723,98482.723,0.000,0.000,0.000,0.000
917,346.831,98671.713,98671.713,98463.639,98463.639,98463.639,0.000,0.000,0.000,0.000
918,347.221,98487.688,98487.688,98444.555,98444.555,98444.555,0.000,0.000,0.000,0.000
919,347.611,98247.094,98247.094,98425.471,98425.471,98425.471,0.000,0.000,0.000,0.000
920,348.001,98294.624,98294.624,98406.387,98406.387,98406.387,0.000,0.000,0.000,0.000
921,348.391,98243.649,98243.649,98387.303,98387.303,98387.303,0.000,0.000,0.000,0.000
922,348.781,98028.171,98028.171,98368.219,98368.219,98368.219,0.000,0.000,0.000,0.000
923,349.171,98468.578,98468.578,98349.135,98349.135,98349.135,0.000,0.000,0.000,0.000
924,349.562,98160.314,98160.314,98330.051,98330.051,98330.051,0.000,0.000,0.000,0.000
925,349.952,98674.255,98674.255,98310.967,98310.967,98310.967,0.000,0.000,0.000,0.000
926,350.342,98407.294,98407.294,98291.883,98291.883,98291.883,0.000,0.000,0.000,0.000
927,350.732,98455.616,98455.616,98272.799,98272.799,98272.799,0.000,0.000,0.000,0.000
928,351.122,98159.972,98159.972,98253.715,98253.715,98253.715,0.000,0.000,0.000,0.000
929,351.512,97989.959,97989.959,98234.631,98234.631,98234.631,0.000,0.000,0.000,0.000
930,351.903,98273.081,98273.081,98215.547,98215.547,98215.547,0.000,0.000,0.000,0.000
931,352.293,97419.243,97419.243,98196.463,98196.463,98196.463,0.000,0.000,0.000,0.000
932,352.683,97985.700,97985.700,98177.379,98177.379,98177.379,0.000,0.000,0.000,0.000
933,353.073,97856.836,97856.836,98158.295,98158.295,98158.295,0.000,0.000,0.000,0.000
934,353.463,98069.146,98069.146,98139.211,98139.211,98139.211,0.000,0.000,0.000,0.000
935,353.854,98222.319,98222.319,98120.127,98120.127,98120.127,0.000,0.000,0.000,0.000
936,354.244,97950.332,97950.332,98101.043,98101.043,98101.043,0.000,0.000,0.000,0.000
937,354.634,98133.217,98133.217,98081.958,98081.958,98081.958,0.000,0.000,0.000,0.000
938,355.024,98076.539,98076.539,98062.874,98062.874,98062.874,0.000,0.000,0.000,0.000
939,355.415,98177.506,98177.506,98043.790,98043.790,98043.790,0.000,0.000,0.000,0.000
940,355.805,98398.688,98398.688,98024.706,98024.706,98024.706,0.000,0.000,0.000,0.000
941,356.195,97165.455,97165.455,98005.622,98005.622,98005.622,0.000,0.000,0.000,0.000
942,356.586,98128.862,98128.862,97986.538,97986.538,97986.538,0.000,0.000,0.000,0.000
943,356.976,97442.662,97442.662,97967.454,97967.454,97967.454,0.000,0.000,0.000,0.000
944,357.366,98383.345,98383.345,97948.370,97948.370,97948.370,0.000,0.000,0.000,0.000
945,357.757,97794.468,97794.468,97929.286,97929.286,97929.286,0.000,0.000,0.000,0.000
946,358.147,98048.248,98048.248,97910.202,97910.202,97910.202,0.000,0.000,0.000,0.000
947,358.537,98072.713,98072.713,97891.118,97891.118,97891.118,0.000,0.000,0.000,0.000
948,358.928,98352.997,98352.997,97872.034,97872.034,97872.034,0.000,0.000,0.000,0.000
949,359.318,97428.417,97428.417,97852.950,97852.950,97852.950,0.000,0.000,0.000,0.000
950,359.709,97773.230,97773.230,97833.866,97833.866,97833.866,0.000,0.000,0.000,0.000
951,360.099,98025.519,98025.519,97814.782,97814.782,97814.782,0.000,0.000,0.000,0.000
952,360.489,98068.726,98068.726,97795.698,97795.698,97795.698,0.000,0.000,0.000,0.000
953,360.880,98092.887,98092.887,97776.614,97776.614,97776.614,0.000,0.000,0.000,0.000
954,361.270,98002.061,98002.061,97757.530,97757.530,97757.530,0.000,0.000,0.000,0.000
955,361.661,97821.158,97821.158,97767.010,97767.010,97767.010,0.000,0.000,0.000,0.000
956,362.051,97789.565,97789.565,97776.489,97776.489,97776.489,0.000,0.000,0.000,0.000
957,362.442,97365.887,97365.887,97785.969,97785.969,97785.969,0.000,0.000,0.000,0.000
958,362.832,97889.481,97889.481,97795.449,97795.449,97795.449,0.000,0.000,0.000,0.000
959,363.223,98176.481,98176.481,97804.929,97804.929,97804.929,0.000,0.000,0.000,0.000
960,363.613,97787.862,97787.862,97814.408,97814.408,97814.408,0.000,0.000,0.000,0.000
961,364.004,98001.332,98001.332,97823.888,97823.888,97823.888,0.000,0.000,0.000,0.000
962,364.394,97323.765,97323.765,97833.368,97833.368,97833.368,0.000,0.000,0.000,0.000
963,364.785,97882.765,97882.765,97842.848,97842.848,97842.848,0.000,0.000,0.000,0.000
964,365.175,97837.765,97837.765,97852.327,97852.327,97852.327,0.000,0.000,0.000,0.000
965,365.566,97524.210,97524.210,97861.807,97861.807,97861.807,0.000,0.000,0.000,0.000
966,365.956,98141.964,98141.964,97871.287,97871.287,97871.287,0.000,0.000,0.000,0.000
967,366.347,97272.803,97272.803,97880.767,97880.767,97880.767,0.000,0.000,0.000,0.000
968,366.737,97813.197,97813.197,97890.246,97890.246,97890.246,0.000,0.000,0.000,0.000
969,367.128,97740.358,97740.358,97899.726,97899.726,97899.726,0.000,0.000,0.000,0.000
970,367.519,97779.951,97779.951,97909.206,97909.206,97909.206,0.000,0.000,0.000,0.000
971,367.909,98457.926,98457.926,97918.686,97918.686,97918.686,0.000,0.000,0.000,0.000
972,368.300,97572.274,97572.274,97928.165,97928.165,97928.165,0.000,0.000,0.000,0.000
973,368.690,98173.112,98173.112,97937.645,97937.645,97937.645,0.000,0.000,0.000,0.000
974,369.081,97942.028,97942.028,97947.125,97947.125,97947.125,0.000,0.000,0.000,0.000
975,369.472,97595.028,97595.028,97956.605,97956.605,97956.605,0.000,0.000,0.000,0.000
976,369.862,98526.655,98526.655,97966.084,97966.084,97966.084,0.000,0.000,0.000,0.000
977,370.253,97906.312,97906.312,97975.564,97975.564,97975.564,0.000,0.000,0.000,0.000
978,370.644,97948.693,97948.693,97985.044,97985.044,97985.044,0.000,0.000,0.000,0.000
979,371.034,98338.777,98338.777,97994.524,97994.524,97994.524,0.000,0.000,0.000,0.000
980,371.425,97739.841,97739.841,98004.003,98004.003,98004.003,0.000,0.000,0.000,0.000
981,371.816,98154.545,98154.545,98013.483,98013.483,98013.483,0.000,0.000,0.000,0.000
982,372.207,97722.041,97722.041,98022.963,98022.963,98022.963,0.000,0.000,0.000,0.000
983,372.597,98088.177,98088.177,98032.443,98032.443,98032.443,0.000,0.000,0.000,0.000
984,372.988,97794.054,97794.054,98041.922,98041.922,98041.922,0.000,0.000,0.000,0.000
985,373.379,98047.647,98047.647,98051.402,98051.402,98051.402,0.000,0.000,0.000,0.000
986,373.770,97697.435,97697.435,98060.882,98060.882,98060.882,0.000,0.000,0.000,0.000
987,374.160,97817.312,97817.312,98070.362,98070.362,98070.362,0.000,0.000,0.000,0.000
988,374.551,98232.673,98232.673,98079.841,98079.841,98079.841,0.000,0.000,0.000,0.000
989,374.942,98560.834,98560.834,98089.321,98089.321,98089.321,0.000,0.000,0.000,0.000
990,375.333,98519.647,98519.647,98098.801,98098.801,98098.801,0.000,0.000,0.000,0.000
991,375.723,97967.757,97967.757,98108.281,98108.281,98108.281,0.000,0.000,0.000,0.000
992,376.114,97908.079,97908.079,98117.760,98117.760,98117.760,0.000,0.000,0.000,0.000
993,376.505,97827.918,97827.918,98127.240,98127.240,98127.240,0.000,0.000,0.000,0.000
994,376.896,98031.440,98031.440,98136.720,98136.720,98136.720,0.000,0.000,0.000,0.000
995,377.287,97552.460,97552.460,98146.200,98146.200,98146.200,0.000,0.000,0.000,0.000
996,377.678,98687.880,98687.880,98155.679,98155.679,98155.679,0.000,0.000,0.000,0.000
997,378.069,98192.944,98192.944,98165.159,98165.159,98165.159,0.000,0.000,0.000,0.000
998,378.459,97750.182,97750.182,98174.639,98174.639,98174.639,0.000,0.000,0.000,0.000
999,378.850,98363.156,98363.156,98184.119,98184.119,98184.119,0.000,0.000,0.000,0.000
1000,379.241,98539.499,98539.499,98193.598,98193.598,98193.598,0.000,0.000,0.000,0.000
1001,379.632,97941.757,97941.757,98203.078,98203.078,98203.078,0.000,0.000,0.000,0.000
1002,380.023,97982.177,97982.177,98212.558,98212.558,98212.558,0.000,0.000,0.000,0.000
1003,380.414,98087.427,98087.427,98222.038,98222.038,98222.038,0.000,0.000,0.000,0.000
1004,380.805,98122.292,98122.292,98231.517,98231.517,98231.517,0.000,0.000,0.000,0.000
1005,381.196,98164.215,98164.215,98240.997,98240.997,98240.997,0.000,0.000,0.000,0.000
1006,381.587,98170.253,98170.253,98250.477,98250.477,98250.477,0.000,0.000,0.000,0.000
1007,381.978,98214.279,98214.279,98259.957,98259.957,98259.957,0.000,0.000,0.000,0.000
1008,382.369,98501.228,98501.228,98269.436,98269.436,98269.436,0.000,0.000,0.000,0.000
1009,382.760,98069.550,98069.550,98278.916,98278.916,98278.916,0.000,0.000,0.000,0.000
1010,383.151,98038.995,98038.995,98288.396,98288.396,98288.396,0.000,0.000,0.000,0.000
1011,383.542,98024.808,98024.808,98297.876,98297.876,98297.876,0.000,0.000,0.000,0.000
1012,383.933,97772.389,97772.389,98307.355,98307.355,98307.355,0.000,0.000,0.000,0.000
1013,384.324,98655.563,98655.563,98316.835,98316.835,98316.835,0.000,0.000,0.000,0.000
1014,384.715,98110.614,98110.614,98326.315,98326.315,98326.315,0.000,0.000,0.000,0.000
1015,385.106,98613.550,98613.550,98335.795,98335.795,98335.795,0.000,0.000,0.000,0.000
1016,385.497,98550.550,98550.550,98345.274,98345.274,98345.274,0.000,0.000,0.000,0.000
1017,385.888,98838.970,98838.970,98354.754,98354.754,98354.754,0.000,0.000,0.000,0.000
1018,386.279,98612.944,98612.944,98364.234,98364.234,98364.234,0.000,0.000,0.000,0.000
1019,386.670,98613.911,98613.911,98373.714,98373.714,98373.714,0.000,0.000,0.000,0.000
1020,387.061,98217.233,98217.233,98383.193,98383.193,98383.193,0.000,0.000,0.000,0.000
1021,387.453,98834.215,98834.215,98392.673,98392.673,98392.673,0.000,0.000,0.000,0.000
1022,387.844,98763.640,98763.640,98402.153,98402.153,98402.153,0.000,0.000,0.000,0.000
1023,388.235,98661.763,98661.763,98411.633,98411.633,98411.633,0.000,0.000,0.000,0.000
1024,388.626,98689.402,98689.402,98421.112,98421.112,98421.112,0.000,0.000,0.000,0.000
1025,389.017,98690.614,98690.614,98430.592,98430.592,98430.592,0.000,0.000,0.000,0.000
1026,389.408,98855.085,98855.085,98440.072,98440.072,98440.072,0.000,0.000,0.000,0.000
1027,389.799,98870.046,98870.046,98492.832,98492.832,98492.832,0.000,0.000,0.000,0.000
1028,390.191,98875.563,98875.563,98545.592,98545.592,98545.592,0.000,0.000,0.000,0.000
1029,390.582,98772.970,98772.970,98598.352,98598.352,98598.352,0.000,0.000,0.000,0.000
1030,390.973,98768.775,98768.775,98651.112,98651.112,98651.112,0.000,0.000,0.000,0.000
1031,391.364,98402.614,98402.614,98703.872,98703.872,98703.872,0.000,0.000,0.000,0.000
1032,391.756,98774.499,98774.499,98756.631,98756.631,98756.631,0.000,0.000,0.000,0.000
1033,392.147,99483.394,99483.394,98809.391,98809.391,98809.391,0.000,0.000,0.000,0.000
1034,392.538,99364.169,99364.169,98862.151,98862.151,98862.151,0.000,0.000,0.000,0.000
1035,392.929,98636.021,98636.021,98914.911,98914.911,98914.911,0.000,0.000,0.000,0.000
1036,393.321,98809.982,98809.982,98967.671,98967.671,98967.671,0.000,0.000,0.000,0.000
1037,393.712,99343.466,99343.466,99020.431,99020.431,99020.431,0.000,0.000,0.000,0.000
