ch,keV,net,fit,model,continuum_raw,Lu-176,Xray-Lu,continuum
6607,2535.060,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
6608,2535.445,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6609,2535.830,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
6610,2536.215,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6611,2536.600,0.000,-0.049,0.006,0.006,0.000,0.000,0.006
6612,2536.985,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6613,2537.370,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6614,2537.755,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6615,2538.140,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6616,2538.525,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6617,2538.910,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
6618,2539.295,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
6619,2539.680,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6620,2540.065,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6621,2540.450,0.000,-0.016,0.006,0.006,0.000,0.000,0.006
6622,2540.835,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6623,2541.220,0.000,0.000,0.006,0.006,0.000,0.000,0.006
6624,2541.605,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6625,2541.991,0.000,-0.033,0.005,0.005,0.000,0.000,0.005
6626,2542.376,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6627,2542.761,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6628,2543.146,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6629,2543.531,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6630,2543.916,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6631,2544.301,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6632,2544.686,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6633,2545.071,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6634,2545.456,0.000,-0.033,0.005,0.005,0.000,0.000,0.005
6635,2545.841,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6636,2546.226,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6637,2546.611,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6638,2546.996,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6639,2547.381,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6640,2547.766,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6641,2548.151,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6642,2548.536,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6643,2548.921,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6644,2549.306,0.000,-0.016,0.005,0.005,0.000,0.000,0.005
6645,2549.691,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6646,2550.076,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6647,2550.461,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6648,2550.847,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6649,2551.232,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6650,2551.617,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6651,2552.002,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6652,2552.387,0.000,0.000,0.005,0.005,0.000,0.000,0.005
6653,2552.772,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6654,2553.157,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6655,2553.542,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6656,2553.927,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6657,2554.312,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6658,2554.697,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6659,2555.082,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6660,2555.467,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6661,2555.852,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6662,2556.237,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6663,2556.622,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6664,2557.007,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6665,2557.392,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6666,2557.777,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6667,2558.162,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6668,2558.547,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6669,2558.932,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6670,2559.317,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6671,2559.703,0.000,-0.033,0.004,0.004,0.000,0.000,0.004
6672,2560.088,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6673,2560.473,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6674,2560.858,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6675,2561.243,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6676,2561.628,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6677,2562.013,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6678,2562.398,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6679,2562.783,0.000,-0.016,0.004,0.004,0.000,0.000,0.004
6680,2563.168,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6681,2563.553,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6682,2563.938,0.000,0.000,0.004,0.004,0.000,0.000,0.004
6683,2564.323,0.000,-0.033,0.003,0.003,0.000,0.000,0.003
6684,2564.708,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6685,2565.093,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6686,2565.478,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6687,2565.863,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6688,2566.248,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6689,2566.633,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6690,2567.018,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6691,2567.403,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6692,2567.788,0.000,-0.033,0.003,0.003,0.000,0.000,0.003
6693,2568.173,0.000,-0.033,0.003,0.003,0.000,0.000,0.003
6694,2568.559,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6695,2568.944,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6696,2569.329,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6697,2569.714,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6698,2570.099,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6699,2570.484,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
6700,2570.869,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6701,2571.254,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
6702,2571.639,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6703,2572.024,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6704,2572.409,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6705,2572.794,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6706,2573.179,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
6707,2573.564,0.000,-0.033,0.003,0.003,0.000,0.000,0.003
6708,2573.949,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6709,2574.334,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6710,2574.719,0.000,0.000,0.003,0.003,0.000,0.000,0.003
6711,2575.104,0.000,-0.016,0.003,0.003,0.000,0.000,0.003
6712,2575.489,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6713,2575.874,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6714,2576.259,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6715,2576.644,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6716,2577.029,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6717,2577.415,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6718,2577.800,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6719,2578.185,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6720,2578.570,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6721,2578.955,0.000,-0.016,0.002,0.002,0.000,0.000,0.002
6722,2579.340,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6723,2579.725,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6724,2580.110,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6725,2580.495,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6726,2580.880,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6727,2581.265,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6728,2581.650,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6729,2582.035,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6730,2582.420,0.000,-0.016,0.002,0.002,0.000,0.000,0.002
6731,2582.805,0.000,-0.016,0.002,0.002,0.000,0.000,0.002
6732,2583.190,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6733,2583.575,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6734,2583.960,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6735,2584.345,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6736,2584.730,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6737,2585.115,0.000,-0.016,0.002,0.002,0.000,0.000,0.002
6738,2585.500,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6739,2585.885,0.000,0.000,0.002,0.002,0.000,0.000,0.002
6740,2586.271,0.000,-0.016,0.002,0.002,0.000,0.000,0.002
6741,2586.656,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
6742,2587.041,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
6743,2587.426,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
6744,2587.811,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6745,2588.196,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6746,2588.581,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6747,2588.966,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6748,2589.351,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6749,2589.736,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
6750,2590.121,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6751,2590.506,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6752,2590.891,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
6753,2591.276,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6754,2591.661,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6755,2592.046,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6756,2592.431,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6757,2592.816,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6758,2593.201,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
6759,2593.586,0.000,-0.016,0.001,0.001,0.000,0.000,0.001
6760,2593.971,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6761,2594.356,0.000,-0.033,0.001,0.001,0.000,0.000,0.001
6762,2594.741,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6763,2595.127,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6764,2595.512,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6765,2595.897,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6766,2596.282,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6767,2596.667,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6768,2597.052,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6769,2597.437,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6770,2597.822,0.000,0.000,0.001,0.001,0.000,0.000,0.001
6771,2598.207,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6772,2598.592,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6773,2598.977,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6774,2599.362,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6775,2599.747,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6776,2600.132,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6777,2600.517,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6778,2600.902,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6779,2601.287,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6780,2601.672,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6781,2602.057,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6782,2602.442,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6783,2602.827,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6784,2603.212,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6785,2603.597,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6786,2603.983,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6787,2604.368,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6788,2604.753,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6789,2605.138,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6790,2605.523,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6791,2605.908,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6792,2606.293,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6793,2606.678,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6794,2607.063,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6795,2607.448,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6796,2607.833,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6797,2608.218,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6798,2608.603,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6799,2608.988,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6800,2609.373,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6801,2609.758,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
6802,2610.143,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6803,2610.528,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6804,2610.913,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6805,2611.298,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6806,2611.683,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6807,2612.068,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6808,2612.453,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6809,2612.839,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6810,2613.224,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6811,2613.609,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6812,2613.994,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6813,2614.379,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6814,2614.764,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6815,2615.149,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6816,2615.534,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6817,2615.919,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6818,2616.304,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6819,2616.689,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6820,2617.074,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6821,2617.459,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6822,2617.844,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6823,2618.229,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6824,2618.614,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6825,2618.999,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6826,2619.384,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6827,2619.769,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6828,2620.154,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6829,2620.539,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6830,2620.924,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6831,2621.309,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6832,2621.695,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6833,2622.080,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6834,2622.465,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6835,2622.850,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6836,2623.235,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6837,2623.620,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6838,2624.005,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6839,2624.390,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6840,2624.775,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6841,2625.160,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6842,2625.545,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6843,2625.930,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6844,2626.315,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6845,2626.700,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6846,2627.085,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6847,2627.470,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6848,2627.855,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6849,2628.240,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
6850,2628.625,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6851,2629.010,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6852,2629.395,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6853,2629.780,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6854,2630.165,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6855,2630.551,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6856,2630.936,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6857,2631.321,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6858,2631.706,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6859,2632.091,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6860,2632.476,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6861,2632.861,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6862,2633.246,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6863,2633.631,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6864,2634.016,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6865,2634.401,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6866,2634.786,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6867,2635.171,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6868,2635.556,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6869,2635.941,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6870,2636.326,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6871,2636.711,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6872,2637.096,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6873,2637.481,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6874,2637.866,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6875,2638.251,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6876,2638.636,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6877,2639.021,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6878,2639.407,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6879,2639.792,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6880,2640.177,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6881,2640.562,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6882,2640.947,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6883,2641.332,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6884,2641.717,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6885,2642.102,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6886,2642.487,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6887,2642.872,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6888,2643.257,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6889,2643.642,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6890,2644.027,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6891,2644.412,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6892,2644.797,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6893,2645.182,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6894,2645.567,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6895,2645.952,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6896,2646.337,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6897,2646.722,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6898,2647.107,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6899,2647.492,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6900,2647.877,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6901,2648.263,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6902,2648.648,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6903,2649.033,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6904,2649.418,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6905,2649.803,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6906,2650.188,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6907,2650.573,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6908,2650.958,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6909,2651.343,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6910,2651.728,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6911,2652.113,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6912,2652.498,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6913,2652.883,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6914,2653.268,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6915,2653.653,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6916,2654.038,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6917,2654.423,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6918,2654.808,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6919,2655.193,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6920,2655.578,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6921,2655.963,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6922,2656.348,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6923,2656.733,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6924,2657.119,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6925,2657.504,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6926,2657.889,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6927,2658.274,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6928,2658.659,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6929,2659.044,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6930,2659.429,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6931,2659.814,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6932,2660.199,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6933,2660.584,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6934,2660.969,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6935,2661.354,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6936,2661.739,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6937,2662.124,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6938,2662.509,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6939,2662.894,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6940,2663.279,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6941,2663.664,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6942,2664.049,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6943,2664.434,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6944,2664.819,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6945,2665.204,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6946,2665.589,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6947,2665.975,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6948,2666.360,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6949,2666.745,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6950,2667.130,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
6951,2667.515,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6952,2667.900,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6953,2668.285,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6954,2668.670,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6955,2669.055,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6956,2669.440,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6957,2669.825,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6958,2670.210,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6959,2670.595,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6960,2670.980,0.000,-0.033,0.000,0.000,0.000,0.000,0.000
6961,2671.365,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6962,2671.750,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6963,2672.135,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6964,2672.520,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6965,2672.905,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6966,2673.290,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6967,2673.675,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6968,2674.060,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6969,2674.445,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6970,2674.831,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6971,2675.216,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6972,2675.601,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6973,2675.986,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6974,2676.371,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6975,2676.756,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6976,2677.141,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6977,2677.526,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6978,2677.911,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6979,2678.296,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6980,2678.681,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6981,2679.066,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6982,2679.451,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6983,2679.836,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6984,2680.221,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6985,2680.606,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6986,2680.991,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6987,2681.376,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6988,2681.761,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6989,2682.146,0.000,-0.016,0.000,0.000,0.000,0.000,0.000
6990,2682.531,0.000,0.000,0.000,0.000,0.000,0.000,0.000
6991,2682.916,0.000,0.000,0.000,0.000,0.000,0.000,0.000
