родитель;дочерний;BR;пар;медиана;min;max
Ir194m2;Pt194;1;28;0.9998;0.5003;1797.0017
Ir195;Pt195;1;1;0.0971;0.0971;0.0971
Ir195m;Pt195m;0.438689797818769;4;0.0695;0.0683;0.2509
Ir195m;Pt195;0.511310202181231;100;0.1251;0.0106;1.0600
Ir196;Pt196;1;5;0.1799;0.0324;0.1799
Ir196m;Pt196;1;105;0.9194;0.7825;1.1676
Pt177;Ir177;0.943;1;3.0000;3.0000;3.0000
Pt179;Ir179;0.9976;10;0.1627;0.0259;0.1682
Pt181;Ir181;0.9992;234;1.0074;0.5048;1.1538
Pt183m;Ir183;1;1;1.0601;1.0601;1.0601
Pt184;Ir184;1;354;0.0697;0.0036;80.2018
Pt185;Ir185;1;188;1.0007;0.0178;3.4263
Pt185m;Ir185;1;188;1.0007;0.0178;3.4263
Pt186;Ir186m;1;15;0.0268;0.0200;0.0290
Pt187;Ir187m;0.0637780943323913;3;0.0871;0.0080;0.0924
Pt187;Ir187;1;54;0.0705;0.0033;0.0999
Pt188;Ir188;1;15;0.1819;0.0351;0.1952
Pt189;Ir189m;0.0750856821372263;5;0.0893;0.0081;0.0893
Pt189;Ir189;0.924914317862774;71;0.0919;0.0045;0.0932
Pt191;Ir191m;0.00990877062127981;2;0.0862;0.0862;0.0862
Pt191;Ir191;0.99009122937872;24;0.0862;0.0758;0.0898
Pt191m;Pt191;1;1;0.9856;0.9856;0.9856
Pt195m;Pt195;1;1;0.1134;0.1134;0.1134
Pt197;Au197;1;1;0.0374;0.0374;0.0374
Pt197m;Pt197;0.967;1;1.0000;1.0000;1.0000
Pt199;Au199;0.95931129547223;20;0.1160;0.0166;0.1291
Pt200;Au200;1;11;0.0034;0.0019;0.0082
Au180;Pt180;0.982;78;1.0802;0.4942;1.9220
Au181;Pt181;0.973;693;0.9972;0.0107;6.5450
Au182;Pt182;0.9987;32;0.4564;0.3042;0.9903
Au183;Pt183m;0.464884140521847;64;0.0582;0.0021;0.4341
Au183;Pt183;0.531515859478153;71;0.0609;0.0327;0.0701
Au186;Pt186;1;171;0.3882;0.0206;0.8291
Au187;Pt187;1;397;0.0907;0.0060;0.0969
Au188;Pt188;1;162;0.9987;0.5236;1.0874
Au189;Pt189;1;15;0.9798;0.9512;1.0039
Au190;Pt190;1;234;0.8655;0.0265;23.9248
Au191;Pt191m;0.100817895479022;22;0.0167;0.0164;0.0170
Au191;Pt191;1;52;0.0132;0.0099;0.0135
Au192;Pt192;1;236;0.5775;0.0139;4576.6558
Au193;Pt193;1;5;0.0265;0.0262;0.0266
Au194;Pt194;1;224;0.5968;0.1835;0.7405
Au194m;Au194;1;1;0.0527;0.0527;0.0527
Au194m2;Au194m;1;5;0.2682;0.0677;0.2707
Au195;Pt195;1;1;0.1087;0.1087;0.1087
Au195m;Au195;1;1;0.6854;0.6854;0.6854
Au196;Pt196;0.93;3;0.9345;0.9345;0.9345
Au196m2;Au196m;1;8;0.0857;0.0062;0.0865
Au197m;Au197;1;4;0.7168;0.5471;0.7555
Au198;Hg198;1;1;0.9561;0.9561;0.9561
Au198m;Au198;1;8;0.6554;0.4562;80.1148
Au199;Hg199;1;1;0.4000;0.4000;0.4000
Au199m;Au199;1;1;0.9898;0.9898;0.9898
Au200;Hg200;1;9;0.0189;0.0189;0.0189
Au200m;Hg200;0.84;24;0.8834;0.7803;1.6003
Au201;Hg201;1;1;0.0181;0.0181;0.0181
Au202;Hg202;1;12;0.0920;0.0093;0.0925
Au204;Hg204;1;19;0.9081;0.8263;0.9217
Au205;Hg205;1;3;0.2299;0.2291;0.2299
Hg183;Au183;0.745;87;0.9888;0.6518;10.5631
Hg184;Au184m;0.97482045024365;25;0.0333;0.0325;0.0578
Hg184;Au184;0.0140795497563499;2;0.0457;0.0369;0.0545
Hg186;Au186;1;57;0.0611;0.0026;0.0642
Hg188;Au188;1;25;0.0438;0.0019;0.0451
Hg189m;Au189m;0.814909138497409;174;0.0080;0.0074;2.7351
Hg189m;Au189;0.185090861502591;264;0.0582;0.0041;170.2393
Hg190;Au190;1;29;0.4306;0.1493;0.6788
Hg191m2;Au191m;0.491841658595166;12;0.5688;0.2846;0.5744
Hg191m2;Au191;0.508158341404834;13;0.3248;0.3228;0.5698
Hg192;Au192;1;13;0.0677;0.0670;0.0697
Hg193;Au193m;0.0398243556695178;1;6.8840;6.8840;6.8840
Hg193;Au193;0.960175644330482;7;5.6746;4.3580;7.8095
Hg193m;Au193m;0.878988308394596;303;0.1923;0.0230;0.9831
Hg193m;Au193;0.0490116916054045;76;4.7156;0.0077;234.2508
Hg195;Au195m;0.0207409410197355;1;0.0709;0.0709;0.0709
Hg195;Au195;0.979259058980264;11;0.0687;0.0109;0.0691
Hg195m;Au195m;0.456536518633027;17;0.0573;0.0087;0.0577
Hg197;Au197;1;1;0.1913;0.1913;0.1913
Hg197m;Hg197;0.914;1;0.3663;0.3663;0.3663
Hg199m;Hg199;1;1;0.5230;0.5230;0.5230
Hg201m;Hg201;1;1;0.9957;0.9957;0.9957
Hg205m;Hg205;1;9;0.4910;0.2316;0.8632
Hg206;Tl206;1;1;0.2570;0.2570;0.2570
Hg207;Tl207m;0.876962840099758;1;0.0528;0.0528;0.0528
Hg207;Tl207;0.123037159900242;14;0.0504;0.0051;0.4475
Tl182;Hg182;0.975;3;1.1620;1.0785;1.1620
Tl184m;Hg184;0.979;4;1.0115;0.9993;1.0419
Tl186;Hg186;1;200;0.9995;0.6985;1.0499
Tl188;Hg188;1;329;0.7737;0.0070;5.8777
Tl188m;Hg188;1;329;0.7737;0.0070;5.8777
Tl190;Hg190;1;28;0.7898;0.4396;1.0519
Tl190m;Hg190;1;174;0.8434;0.2274;1.2493
Tl192;Hg192;1;57;0.9996;0.5864;1.0397
Tl192m;Hg192;1;57;0.9996;0.5864;1.0397
Tl194;Hg194;1;8;0.8331;0.4400;0.9810
Tl194m2;Hg194;1;92;0.5775;0.2642;0.7986
Tl195;Hg195m;0.00354448039335226;3;0.1122;0.0118;0.1162
Tl195;Hg195;0.996455519606648;247;0.1083;0.0020;45.6040
Tl195m;Tl195;1;1;0.9153;0.9153;0.9153
Tl196;Hg196;1;32;0.9496;0.1606;0.9555
Tl196m;Hg196;0.962;4;0.7820;0.3362;0.9443
Tl197;Hg197;1;56;0.1305;0.0157;0.1785
Tl197m;Tl197;1;1;1.0000;1.0000;1.0000
Tl198;Hg198;1;174;0.1090;0.0013;0.2557
Tl198m;Tl198;0.441;3;1.2172;1.1999;1.4562
Tl198m;Hg198;0.559;69;0.9392;0.8723;1.0141
Tl199;Hg199;1;30;0.1239;0.0154;0.1247
Tl200;Hg200;1;75;0.8695;0.6131;1.5688
Tl200m;Tl200;1;1;1.1160;1.1160;1.1160
Tl201;Hg201;1;3;0.0943;0.0943;0.0958
Tl201m;Tl201;1;1;0.8662;0.8662;0.8662
Tl202;Hg202;1;1;0.9147;0.9147;0.9147
Tl204m;Tl204;1;1;0.8436;0.8436;0.8436
Tl208;Pb208;1;31;0.9865;0.9753;1.0798
Tl209;Pb209;1;3;0.9686;0.9417;0.9718
Tl210;Pb210;1;11;0.9793;0.9170;0.9896
Pb190;Tl190;0.996;16;0.0882;0.0080;0.0898
Pb192;Tl192;0.999941;1;0.4856;0.4856;0.4856
Pb193m2;Tl193m;1;5;3.3000;3.3000;11.7696
Pb194;Tl194;1;230;0.1603;0.0194;0.2071
Pb195;Tl195;1;13;1.1141;0.9999;1.1143
Pb195m;Tl195m;1;67;0.4359;0.0178;0.7023
Pb196;Tl196;1;8;0.2678;0.2669;0.2697
Pb197;Tl197;1;47;0.8990;0.7993;0.9017
Pb197m;Pb197;0.19;1;1.0000;1.0000;1.0000
Pb197m;Tl197m;1;136;0.3090;0.0218;0.5061
Pb198;Tl198;1;28;0.1796;0.0229;0.1896
Pb199;Tl199;1;93;0.0559;0.0021;0.0725
Pb200;Tl200;1;11;0.0328;0.0081;0.0334
Pb201;Tl201;1;107;0.7616;0.2540;0.9301
Pb202m;Pb202;0.905;12;0.5395;0.1754;0.5737
Pb202m;Tl202m;0.095;7;5.2040;5.0952;26.5373
Pb203;Tl203;1;1;0.8090;0.8090;0.8090
Pb203m3;Pb203m;1;37;0.9957;0.5996;1.1831
Pb204m;Pb204;1;8;1.0104;0.9754;1.2209
Pb205m;Pb205;1;2;1.0008;1.0008;1.0008
Pb206m;Pb206;1;10;0.9770;0.9182;1.1062
Pb207m;Pb207;1;1;0.9987;0.9987;0.9987
Pb211;Bi211;1;2;0.1286;0.1286;0.1286
Pb212;Bi212;1;1;0.4188;0.4188;0.4188
Pb214;Bi214;1;15;0.9614;0.1321;1.0193
Bi192;Pb192;0.88;62;0.9998;0.5671;1.3065
Bi192m;Pb192;0.9;62;0.9998;0.5671;1.3065
Bi195;Pb195m;0.39725024876537;2;0.6559;0.6559;0.6559
Bi195;Pb195;0.60244975123463;21;1.0000;0.3428;1.0074
Bi195m;Pb195m;0.266237537934179;2;0.6559;0.6559;0.6559
Bi195m;Pb195;0.403762462065822;21;1.0000;0.3428;1.0074
Bi196;Pb196;1;44;1.8485;1.5757;4.1541
Bi196m2;Pb196;0.742;91;11.9969;1.5545;132.8853
Bi197;Pb197m;0.399560602630626;15;1.0000;1.0000;1.0092
Bi197;Pb197;0.600439397369374;50;1.0000;0.9977;1.0068
Bi198m;Pb198;1;42;1.0014;0.9985;1.0059
Bi200;Pb200;1;103;0.8001;0.6137;0.8285
Bi200m2;Pb200;0.95;7;0.9641;0.8848;0.9921
Bi201;Pb201m;0.438990946929708;19;0.2343;0.0489;0.2448
Bi201;Pb201;0.561009053070292;107;0.2249;0.0394;0.2463
Bi202;Pb202;1;517;0.9808;0.9404;1.0594
Bi203;Pb203m2;0.0860166344308754;3;0.3002;0.0907;0.3031
Bi203;Pb203m;0.20329553243578;17;0.1772;0.0326;1.1012
Bi203;Pb203;0.79670446756422;330;0.0911;0.0071;0.3046
Bi203m;Bi203;1;2;0.9839;0.9839;0.9839
Bi204;Pb204m;0.103615751854132;67;0.5390;0.0357;5.2126
Bi204;Pb204;0.896384248145868;659;0.5689;0.0180;36.7498
Bi204m2;Bi204m;1;2;0.8203;0.8203;0.8203
Bi206;Pb206m;0.438520964391235;22;0.6946;0.6754;1.0970
Bi206;Pb206;0.561479035608765;118;0.6767;0.0607;1.2380
Bi207;Pb207;0.160352651886208;4;1.9832;0.5398;3.6331
Bi207m;Bi207;1;35;0.9953;0.9512;1.0450
Bi210m;Tl206;1;3;0.5088;0.5041;0.5088
Bi212;Po212;0.6406;4;0.9998;0.9998;0.9998
Bi212;Tl208;0.3594;2;1.0000;1.0000;1.0000
Bi213;Po213;0.978;1;0.8755;0.8755;0.8755
Bi214;Po214;0.99979;89;1.0000;0.1582;2.2220
Bi218;Po218;1;28;0.5038;0.2540;0.7098
Po196m;Po196;1;18;0.9996;0.4934;3.4962
Po200;Bi200m;0.85;41;0.3991;0.0638;0.4012
Po203;Bi203m;0.290818447501171;20;0.3993;0.2261;1.6186
Po203;Bi203;0.708081552498829;47;0.5294;0.0804;2.8367
Po204;Bi204;0.9933;106;0.1013;0.0150;0.3541
Po205;Bi205;0.9996;116;0.1456;0.0263;0.3846
Po206;Bi206;0.9455;89;0.2258;0.0411;0.2332
Po207;Bi207;0.99979;36;0.0172;0.0086;0.0422
Po207m;Po207;1;3;0.9811;0.9651;0.9921
At200;Po200;0.418214709486666;11;1.0168;1.0045;1.0203
At200m;Po200;0.554377638156743;11;1.0168;1.0045;1.0203
At204;Po204;0.9609;103;0.9681;0.0189;1.0064
At205;Po205m;0.197798348459536;18;0.4771;0.1183;0.4970
At205;Po205;0.9;239;0.1884;0.0179;0.4970
At206;Po206;0.991;435;0.9942;0.2266;3.6898
At207;Po207;0.914;183;0.0487;0.0024;0.0986
At208;Po208;0.9945;432;0.9628;0.2934;1.4075
At209;Po209;0.959;246;0.8832;0.0022;65.5616
At210;Po210;0.99825;297;0.9842;0.2791;736.2867
At220;Rn220;0.92;2;0.7467;0.7467;0.7467
Rn205;At205;0.754;3;1.7750;1.7750;1.7750
Rn207;At207;0.79;106;0.0577;0.0022;0.1160
Rn207m;Rn207;1;1;0.9998;0.9998;0.9998
Rn208;At208;0.38;44;0.1109;0.0120;0.1397
Rn209;At209;0.83;172;0.1280;0.0022;0.1518
Rn210;At210;0.04;46;0.0422;0.0407;0.0432
Rn211;At211;0.726;123;0.3899;0.2294;0.6358
Rn219;Po215;1;1;0.1077;0.1077;0.1077
Rn221;Fr221;0.78;50;1.3686;0.5423;3.0627
Rn223;Fr223;1;43;0.0120;0.0040;0.0182
Rn225;Fr225;1;110;0.0055;0.0048;0.0218
Rn227;Fr227;1;282;0.9630;0.0173;1.0647
Fr206;Rn206;0.16;22;0.9407;0.8851;0.9869
Fr208;Rn208;0.11;91;0.9595;0.0483;1.0882
Fr210;Rn210;0.4;1;0.9998;0.9998;0.9998
Fr211;Rn211;0.2;12;1.0294;1.0096;1.7149
Fr212;Rn212;0.57;3;0.7352;0.5555;0.7437
Fr212;At208;0.43;4;0.9945;0.8172;0.9945
Fr220;At216;0.9965;1;0.0952;0.0952;0.0952
Fr222;Ra222;1;22;0.4904;0.2450;0.5093
Fr223;Ra223;1;6;0.0294;0.0276;0.1944
Fr224;Ra224;1;101;0.1601;0.0156;0.1970
Fr225;Ra225;1;234;1.0000;0.0171;48.4398
Fr226;Ra226;1;74;0.1630;0.0095;0.2180
Fr227;Ra227;1;109;0.7881;0.0482;71.1631
Fr228;Ra228;1;78;0.0534;0.0028;0.0592
Fr230;Ra230;1;71;0.1134;0.0114;0.1147
Fr231;Ra231;1;70;0.0252;0.0247;7.1463
Ra213;Rn209;0.8;1;0.9774;0.9774;0.9774
Ra213m;Ra213;0.99;3;0.9598;0.9214;0.9599
Ra221;Rn217;1;1;0.1233;0.1233;0.1233
Ra223;Rn219;1;6;0.1331;0.1329;0.1338
Ra227;Ac227;1;77;0.9000;0.1551;1.7515
Ra228;Ac228;1;1;0.0155;0.0155;0.0155
Ra230;Ac230;1;39;0.2661;0.0946;1.3111
Ra232;Ac232;1;2;1.0449;1.0417;1.0481
Ac220;Fr216m;0.089345996997587;45;0.2987;0.0018;0.9942
Ac223;Fr219;0.99;14;0.9602;0.9535;0.9795
Ac224;Ra224;0.909;3;1.0805;1.0805;1.0805
Ac225;Fr221;1;7;1.0080;0.8802;1.0790
Ac226;Th226;0.83;1;0.3240;0.3240;0.3240
Ac228;Th228;1;252;1.0066;0.0427;181.3910
Ac229;Th229;1;8;0.0265;0.0237;0.0339
Ac230;Th230;1;70;0.0827;0.0058;0.1198
Ac231;Th231;1;9;0.4017;0.3652;29.8701
Ac232;Th232;1;2;0.1526;0.1526;0.1526
Th223;Ra219;1;17;0.9520;0.9241;1.0125
Th225;Ra221;0.9;26;0.2500;0.0511;0.2580
Th226;Ra222;1;3;0.9807;0.9807;0.9807
Th227;Ra223;1;62;0.1749;0.0072;0.7927
Th229;Ra225;1;101;1.0528;0.0185;32.6143
Th231;Pa231;1;7;0.0645;0.0609;0.0756
Th233;Pa233;1;39;0.7779;0.4783;2.2242
Th236;Pa236;1;3;0.4046;0.4046;0.9548
Pa224;Ac220;1;13;0.0953;0.0938;0.1390
Pa227;Th227;0.15;99;1.1963;0.3329;267.6125
Pa227;Ac223;0.85;4;0.0932;0.0713;0.0932
Pa228;Th228;0.9815;332;0.0950;0.0067;0.3697
Pa229;Th229;0.9952;1;0.4002;0.4002;0.4002
Pa230;Th230;0.922;17;0.0063;0.0026;0.0066
Pa231;Ac227;1;2;0.0170;0.0170;0.0170
Pa232;U232;1;55;0.9785;0.7928;1.3290
Pa233;U233;1;12;1.8516;0.1282;101.2088
Pa234;U234;1;1254;1.0370;0.0340;144.4547
Pa236;U236;1;130;1.0028;0.3146;1.7448
Pa237;U237;1;2;0.2724;0.2724;0.2724
U229;Pa229;0.8;8;0.9672;0.8564;1.2163
U230;Th226;1;1;1.0000;1.0000;1.0000
U231;Pa231;1;1;0.0808;0.0808;0.0808
U235;Th231;1;21;0.8753;0.6007;2.2197
U236m;U236;1;9;0.2922;0.1407;0.3115
U237;Np237;1;22;1.0160;0.9877;1.0414
U239;Np239;1;1;0.3499;0.3499;0.3499
U240;Np240;1;4;0.9475;0.8951;1.0097
U242;Np242;1;9;0.0516;0.0027;0.0518
Np231;U231;0.98;2;0.0999;0.0997;0.1002
Np232;U232;1;9;0.5245;0.2510;0.5481
Np234;U234;1;79;1.0064;0.2566;56.6023
Np236;Pu236;0.135;3;2.3201;2.2681;5.4428
Np236;U236;0.863;1;0.3536;0.3536;0.3536
Np237;Pa233;1;18;0.9806;0.1250;209.8954
Np238;Pu238;1;3;0.2519;0.2519;0.2519
Np239;Pu239;1;40;0.9724;0.9121;1.3057
Np240;Pu240;1;75;0.9806;0.8704;3.2223
Np240m;Pu240;0.9988;36;0.9869;0.9472;1.0321
Np241;Pu241;1;4;1.0039;1.0039;1.0039
Np242;Pu242;1;14;0.0520;0.0520;0.0524
Np242m;Pu242;1;4;0.5816;0.3448;0.5830
Np244;Pu244;1;3;0.3342;0.1136;0.3365
Pu233;Np233;0.9988;19;1.0000;0.9966;1.0055
Pu243;Am243;1;6;0.2143;0.0475;0.2292
Pu245;Am245;1;8;0.1627;0.1617;0.1638
Pu246;Am246m;1;12;0.2462;0.0625;0.2501
Am237;Pu237m;0.284090968430997;10;2.8901;0.4294;3.5255
Am237;Pu237;0.715659031569003;7;0.0079;0.0051;1.2416
Am238;Pu238;1;28;0.2781;0.0733;0.3009
Am239;Pu239;0.9999;21;0.9549;0.6106;1.6701
Am240;Pu240;1;2;1.2094;1.2094;1.2094
Am242m;Np238;0.00459;1;1.0927;1.0927;1.0927
Am243;Np239;1;3;0.6931;0.6931;0.6931
Am246;Cm246;1;3;0.3998;0.2559;0.3998
Am246m;Cm246;1;21;0.0249;0.0242;0.0250
Am247;Cm247;1;1;0.2348;0.2348;0.2348
Cm241;Am241;0.99;29;0.9991;0.9900;1.0166
Cm243;Pu239;0.9971;16;0.9661;0.9560;0.9800
Cm245;Pu241;1;8;0.9701;0.9534;0.9742
Cm251;Bk251;1;2;0.0963;0.0963;0.0964
Bk245;Cm245;0.9988;9;0.9064;0.8210;1.4102
Bk250;Cf250;1;2;0.4500;0.4500;0.4500
Cf249;Cm245;1;19;0.6151;0.3638;147.9354
Cf251;Cm247;1;9;0.9390;0.9182;0.9778
Es249;Cf249;0.9943;17;0.9534;0.9396;1.0274
Es250;Cf250;0.985;176;0.9955;0.6887;1.1857
Es250m;Cf250;1;8;0.9800;0.8755;1.3952
Es252;Cf252;0.22;22;0.9882;0.9745;1.0054
Es254m2;Fm254;0.98;2;0.9701;0.9701;0.9701
Fm251;Es251;0.982;9;1.0881;0.9893;1.0957
Fm251;Cf247;0.018;4;1.0000;1.0000;1.0000
Fm253;Cf249;0.12;1;0.9440;0.9440;0.9440
Fm257;Cf253;0.9979;5;0.9362;0.9341;0.9421
Md256;Fm256;0.908;1;2.2557;2.2557;2.2557
Md258;Es254m;0.730855309943989;6;0.9840;0.3450;1.3297
Md258;Es254;0.269144690056011;7;0.9381;0.3289;3.1888
переходов 1754; медиана отношений вне [0.9,1.1]: 1254
