ch,keV,net,model,continuum_raw,Ac-228,Tl-208,Pb-212,Bi-212,Ra-224,Th-228,Rn-220
3325,1163.928,31.005,35.723,19.365,9.471,24.465,0.000,1.787,0.000,0.000,0.000
3326,1164.291,49.968,35.675,19.338,9.453,24.437,0.000,1.785,0.000,0.000,0.000
3327,1164.654,22.005,35.627,19.311,9.435,24.410,0.000,1.783,0.000,0.000,0.000
3328,1165.018,31.412,35.580,19.284,9.417,24.382,0.000,1.781,0.000,0.000,0.000
3329,1165.381,46.079,35.533,19.257,9.399,24.355,0.000,1.779,0.000,0.000,0.000
3330,1165.745,40.709,35.486,19.230,9.382,24.327,0.000,1.777,0.000,0.000,0.000
3331,1166.108,32.302,35.440,19.203,9.364,24.300,0.000,1.775,0.000,0.000,0.000
3332,1166.471,16.820,35.394,19.176,9.347,24.273,0.000,1.774,0.000,0.000,0.000
3333,1166.835,39.672,35.349,19.149,9.331,24.246,0.000,1.772,0.000,0.000,0.000
3334,1167.198,27.376,35.304,19.122,9.314,24.219,0.000,1.770,0.000,0.000,0.000
3335,1167.562,44.338,35.259,19.095,9.298,24.193,0.000,1.768,0.000,0.000,0.000
3336,1167.925,42.450,35.215,19.067,9.282,24.166,0.000,1.767,0.000,0.000,0.000
3337,1168.289,39.339,35.171,19.040,9.266,24.140,0.000,1.765,0.000,0.000,0.000
3338,1168.652,38.931,35.128,19.013,9.250,24.114,0.000,1.764,0.000,0.000,0.000
3339,1169.015,28.894,35.085,18.986,9.235,24.088,0.000,1.762,0.000,0.000,0.000
3340,1169.379,37.635,35.042,18.959,9.220,24.062,0.000,1.760,0.000,0.000,0.000
3341,1169.742,37.820,35.000,18.932,9.205,24.036,0.000,1.759,0.000,0.000,0.000
3342,1170.106,25.561,34.958,18.905,9.191,24.010,0.000,1.757,0.000,0.000,0.000
3343,1170.469,30.375,34.917,18.878,9.176,23.985,0.000,1.756,0.000,0.000,0.000
3344,1170.833,32.486,34.876,18.851,9.162,23.960,0.000,1.754,0.000,0.000,0.000
3345,1171.196,35.227,34.835,18.824,9.148,23.934,0.000,1.753,0.000,0.000,0.000
3346,1171.560,33.560,34.795,18.797,9.134,23.909,0.000,1.752,0.000,0.000,0.000
3347,1171.923,42.635,34.755,18.770,9.121,23.884,0.000,1.750,0.000,0.000,0.000
3348,1172.286,37.338,34.716,18.743,9.108,23.859,0.000,1.749,0.000,0.000,0.000
3349,1172.650,17.339,34.677,18.716,9.095,23.835,0.000,1.748,0.000,0.000,0.000
3350,1173.013,40.709,34.639,18.689,9.082,23.810,0.000,1.746,0.000,0.000,0.000
3351,1173.377,41.190,34.600,18.662,9.070,23.786,0.000,1.745,0.000,0.000,0.000
3352,1173.740,30.819,34.563,18.635,9.057,23.762,0.000,1.744,0.000,0.000,0.000
3353,1174.104,44.413,34.525,18.608,9.045,23.738,0.000,1.742,0.000,0.000,0.000
3354,1174.467,27.486,34.489,18.581,9.034,23.714,0.000,1.741,0.000,0.000,0.000
3355,1174.831,53.042,34.452,18.554,9.022,23.690,0.000,1.740,0.000,0.000,0.000
3356,1175.194,28.264,34.416,18.527,9.011,23.666,0.000,1.739,0.000,0.000,0.000
3357,1175.558,33.228,34.380,18.500,9.000,23.642,0.000,1.738,0.000,0.000,0.000
3358,1175.921,39.783,34.345,18.473,8.989,23.619,0.000,1.736,0.000,0.000,0.000
3359,1176.285,26.116,34.310,18.446,8.979,23.596,0.000,1.735,0.000,0.000,0.000
3360,1176.648,32.893,34.276,18.419,8.969,23.573,0.000,1.734,0.000,0.000,0.000
3361,1177.011,32.635,34.242,18.392,8.959,23.550,0.000,1.733,0.000,0.000,0.000
3362,1177.375,16.228,34.208,18.365,8.949,23.527,0.000,1.732,0.000,0.000,0.000
3363,1177.738,30.819,34.175,18.338,8.940,23.504,0.000,1.731,0.000,0.000,0.000
3364,1178.102,20.745,34.142,18.311,8.931,23.481,0.000,1.730,0.000,0.000,0.000
3365,1178.465,28.486,34.110,18.284,8.922,23.459,0.000,1.729,0.000,0.000,0.000
3366,1178.829,29.820,34.078,18.257,8.913,23.437,0.000,1.728,0.000,0.000,0.000
3367,1179.192,35.560,34.046,18.230,8.905,23.414,0.000,1.727,0.000,0.000,0.000
3368,1179.556,19.005,34.015,18.203,8.897,23.392,0.000,1.726,0.000,0.000,0.000
3369,1179.919,28.931,33.984,18.176,8.889,23.370,0.000,1.725,0.000,0.000,0.000
3370,1180.283,20.746,33.954,18.149,8.881,23.348,0.000,1.725,0.000,0.000,0.000
3371,1180.646,20.709,33.923,18.122,8.873,23.327,0.000,1.724,0.000,0.000,0.000
3372,1181.010,26.153,33.893,18.095,8.866,23.305,0.000,1.723,0.000,0.000,0.000
3373,1181.373,23.856,33.863,18.068,8.858,23.283,0.000,1.722,0.000,0.000,0.000
3374,1181.737,33.524,33.833,18.040,8.851,23.261,0.000,1.721,0.000,0.000,0.000
3375,1182.100,26.486,33.803,18.013,8.844,23.239,0.000,1.720,0.000,0.000,0.000
3376,1182.464,16.264,33.774,17.986,8.837,23.217,0.000,1.719,0.000,0.000,0.000
3377,1182.827,51.264,33.744,17.959,8.831,23.195,0.000,1.718,0.000,0.000,0.000
3378,1183.191,25.376,33.715,17.932,8.824,23.173,0.000,1.717,0.000,0.000,0.000
3379,1183.554,32.523,33.686,17.905,8.818,23.151,0.000,1.717,0.000,0.000,0.000
3380,1183.918,33.487,33.657,17.878,8.812,23.129,0.000,1.716,0.000,0.000,0.000
3381,1184.281,48.560,33.629,17.851,8.806,23.108,0.000,1.715,0.000,0.000,0.000
3382,1184.645,43.042,33.600,17.824,8.800,23.086,0.000,1.714,0.000,0.000,0.000
3383,1185.008,29.894,33.572,17.797,8.795,23.064,0.000,1.713,0.000,0.000,0.000
3384,1185.372,27.671,33.544,17.770,8.789,23.042,0.000,1.712,0.000,0.000,0.000
3385,1185.735,38.300,33.516,17.743,8.784,23.020,0.000,1.712,0.000,0.000,0.000
3386,1186.099,26.376,33.488,17.716,8.779,22.998,0.000,1.711,0.000,0.000,0.000
3387,1186.462,32.893,33.461,17.689,8.774,22.977,0.000,1.710,0.000,0.000,0.000
3388,1186.826,24.302,33.434,17.662,8.770,22.955,0.000,1.709,0.000,0.000,0.000
3389,1187.189,23.783,33.407,17.635,8.765,22.933,0.000,1.708,0.000,0.000,0.000
3390,1187.553,39.264,33.380,17.608,8.761,22.911,0.000,1.707,0.000,0.000,0.000
3391,1187.916,27.782,33.353,17.581,8.757,22.890,0.000,1.707,0.000,0.000,0.000
3392,1188.280,35.783,33.327,17.554,8.753,22.868,0.000,1.706,0.000,0.000,0.000
3393,1188.643,10.338,33.301,17.527,8.749,22.846,0.000,1.705,0.000,0.000,0.000
3394,1189.007,30.671,33.275,17.500,8.746,22.825,0.000,1.704,0.000,0.000,0.000
3395,1189.370,28.375,33.249,17.473,8.743,22.803,0.000,1.704,0.000,0.000,0.000
3396,1189.734,24.042,33.224,17.446,8.739,22.782,0.000,1.703,0.000,0.000,0.000
3397,1190.097,23.560,33.199,17.419,8.736,22.760,0.000,1.702,0.000,0.000,0.000
3398,1190.461,44.523,33.174,17.392,8.734,22.739,0.000,1.701,0.000,0.000,0.000
3399,1190.824,24.560,33.149,17.365,8.731,22.717,0.000,1.701,0.000,0.000,0.000
3400,1191.188,26.746,33.125,17.338,8.729,22.696,0.000,1.700,0.000,0.000,0.000
3401,1191.551,35.449,33.101,17.311,8.727,22.675,0.000,1.699,0.000,0.000,0.000
3402,1191.915,26.486,33.077,17.284,8.725,22.654,0.000,1.699,0.000,0.000,0.000
3403,1192.278,32.745,33.053,17.257,8.723,22.632,0.000,1.698,0.000,0.000,0.000
3404,1192.642,40.523,33.030,17.230,8.722,22.611,0.000,1.697,0.000,0.000,0.000
3405,1193.005,21.116,33.007,17.203,8.720,22.590,0.000,1.697,0.000,0.000,0.000
3406,1193.369,21.450,32.985,17.176,8.719,22.569,0.000,1.696,0.000,0.000,0.000
3407,1193.733,43.819,32.962,17.149,8.718,22.549,0.000,1.695,0.000,0.000,0.000
3408,1194.096,34.450,32.940,17.122,8.718,22.528,0.000,1.695,0.000,0.000,0.000
3409,1194.460,37.671,32.919,17.095,8.717,22.507,0.000,1.694,0.000,0.000,0.000
3410,1194.823,28.042,32.897,17.068,8.717,22.486,0.000,1.693,0.000,0.000,0.000
3411,1195.187,32.672,32.876,17.041,8.717,22.466,0.000,1.693,0.000,0.000,0.000
3412,1195.550,33.449,32.855,17.013,8.718,22.445,0.000,1.692,0.000,0.000,0.000
3413,1195.914,28.190,32.834,16.986,8.718,22.424,0.000,1.692,0.000,0.000,0.000
3414,1196.277,26.856,32.813,16.959,8.718,22.403,0.000,1.691,0.000,0.000,0.000
3415,1196.641,34.042,32.792,16.932,8.719,22.382,0.000,1.690,0.000,0.000,0.000
3416,1197.004,33.597,32.771,16.905,8.720,22.361,0.000,1.690,0.000,0.000,0.000
3417,1197.368,33.153,32.750,16.878,8.721,22.340,0.000,1.689,0.000,0.000,0.000
3418,1197.731,27.968,32.730,16.851,8.722,22.319,0.000,1.689,0.000,0.000,0.000
3419,1198.095,23.486,32.710,16.824,8.723,22.298,0.000,1.688,0.000,0.000,0.000
3420,1198.459,27.449,32.689,16.797,8.725,22.277,0.000,1.687,0.000,0.000,0.000
3421,1198.822,16.486,32.669,16.770,8.726,22.256,0.000,1.687,0.000,0.000,0.000
3422,1199.186,25.560,32.649,16.743,8.728,22.235,0.000,1.686,0.000,0.000,0.000
3423,1199.549,25.486,32.629,16.716,8.730,22.213,0.000,1.685,0.000,0.000,0.000
3424,1199.913,26.042,32.609,16.689,8.732,22.192,0.000,1.685,0.000,0.000,0.000
3425,1200.276,39.486,32.590,16.662,8.735,22.171,0.000,1.684,0.000,0.000,0.000
3426,1200.640,22.672,32.570,16.635,8.737,22.150,0.000,1.684,0.000,0.000,0.000
3427,1201.003,29.376,32.551,16.608,8.740,22.128,0.000,1.683,0.000,0.000,0.000
3428,1201.367,22.782,32.532,16.581,8.743,22.107,0.000,1.682,0.000,0.000,0.000
3429,1201.730,40.634,32.513,16.554,8.746,22.085,0.000,1.682,0.000,0.000,0.000
3430,1202.094,23.042,32.494,16.527,8.749,22.064,0.000,1.681,0.000,0.000,0.000
3431,1202.458,28.856,32.475,16.500,8.753,22.042,0.000,1.680,0.000,0.000,0.000
3432,1202.821,11.227,32.457,16.473,8.756,22.021,0.000,1.680,0.000,0.000,0.000
3433,1203.185,23.856,32.439,16.446,8.760,21.999,0.000,1.679,0.000,0.000,0.000
3434,1203.548,43.745,32.421,16.419,8.765,21.978,0.000,1.678,0.000,0.000,0.000
3435,1203.912,26.005,32.403,16.392,8.769,21.956,0.000,1.678,0.000,0.000,0.000
3436,1204.275,25.671,32.385,16.365,8.773,21.935,0.000,1.677,0.000,0.000,0.000
3437,1204.639,26.226,32.368,16.338,8.778,21.913,0.000,1.676,0.000,0.000,0.000
3438,1205.003,40.116,32.351,16.311,8.783,21.892,0.000,1.676,0.000,0.000,0.000
3439,1205.366,22.968,32.334,16.284,8.789,21.870,0.000,1.675,0.000,0.000,0.000
3440,1205.730,36.819,32.317,16.257,8.794,21.849,0.000,1.674,0.000,0.000,0.000
3441,1206.093,22.783,32.301,16.230,8.800,21.827,0.000,1.674,0.000,0.000,0.000
3442,1206.457,30.042,32.285,16.203,8.806,21.806,0.000,1.673,0.000,0.000,0.000
3443,1206.820,21.116,32.269,16.176,8.812,21.784,0.000,1.673,0.000,0.000,0.000
3444,1207.184,27.523,32.254,16.149,8.819,21.763,0.000,1.672,0.000,0.000,0.000
3445,1207.548,26.153,32.239,16.122,8.826,21.742,0.000,1.671,0.000,0.000,0.000
3446,1207.911,36.893,32.224,16.095,8.833,21.720,0.000,1.671,0.000,0.000,0.000
3447,1208.275,25.486,32.209,16.068,8.840,21.699,0.000,1.670,0.000,0.000,0.000
3448,1208.638,44.004,32.195,16.041,8.848,21.678,0.000,1.669,0.000,0.000,0.000
3449,1209.002,40.227,32.181,16.014,8.856,21.656,0.000,1.669,0.000,0.000,0.000
3450,1209.365,19.708,32.168,15.986,8.864,21.635,0.000,1.668,0.000,0.000,0.000
3451,1209.729,32.634,32.155,15.959,8.873,21.614,0.000,1.668,0.000,0.000,0.000
3452,1210.093,14.893,32.142,15.932,8.882,21.593,0.000,1.667,0.000,0.000,0.000
3453,1210.456,33.005,32.130,15.905,8.891,21.572,0.000,1.667,0.000,0.000,0.000
3454,1210.820,28.634,32.118,15.878,8.900,21.551,0.000,1.666,0.000,0.000,0.000
3455,1211.183,28.634,32.107,15.851,8.910,21.531,0.000,1.666,0.000,0.000,0.000
3456,1211.547,20.301,32.096,15.824,8.921,21.510,0.000,1.665,0.000,0.000,0.000
3457,1211.910,24.301,32.085,15.797,8.931,21.489,0.000,1.665,0.000,0.000,0.000
3458,1212.274,39.338,32.074,15.770,8.942,21.468,0.000,1.664,0.000,0.000,0.000
3459,1212.638,21.412,32.063,15.743,8.953,21.447,0.000,1.663,0.000,0.000,0.000
3460,1213.001,32.301,32.053,15.716,8.964,21.425,0.000,1.663,0.000,0.000,0.000
3461,1213.365,29.893,32.042,15.689,8.976,21.404,0.000,1.662,0.000,0.000,0.000
3462,1213.728,31.634,32.031,15.662,8.987,21.382,0.000,1.662,0.000,0.000,0.000
3463,1214.092,24.819,32.020,15.635,8.998,21.361,0.000,1.661,0.000,0.000,0.000
3464,1214.456,28.893,32.010,15.608,9.010,21.340,0.000,1.660,0.000,0.000,0.000
3465,1214.819,23.819,31.999,15.581,9.021,21.318,0.000,1.660,0.000,0.000,0.000
3466,1215.183,38.671,31.988,15.554,9.033,21.296,0.000,1.659,0.000,0.000,0.000
3467,1215.546,30.893,31.977,15.527,9.044,21.275,0.000,1.659,0.000,0.000,0.000
3468,1215.910,36.338,31.967,15.500,9.056,21.253,0.000,1.658,0.000,0.000,0.000
3469,1216.274,28.042,31.956,15.473,9.067,21.231,0.000,1.657,0.000,0.000,0.000
3470,1216.637,34.226,31.945,15.446,9.079,21.209,0.000,1.657,0.000,0.000,0.000
3471,1217.001,30.708,31.934,15.419,9.091,21.188,0.000,1.656,0.000,0.000,0.000
3472,1217.364,35.485,31.924,15.392,9.102,21.166,0.000,1.656,0.000,0.000,0.000
3473,1217.728,26.486,31.913,15.365,9.114,21.144,0.000,1.655,0.000,0.000,0.000
3474,1218.092,39.523,31.902,15.338,9.126,21.122,0.000,1.654,0.000,0.000,0.000
3475,1218.455,34.968,31.891,15.311,9.138,21.100,0.000,1.654,0.000,0.000,0.000
3476,1218.819,20.634,31.880,15.284,9.149,21.078,0.000,1.653,0.000,0.000,0.000
3477,1219.182,33.671,31.870,15.257,9.161,21.056,0.000,1.652,0.000,0.000,0.000
3478,1219.546,25.449,31.859,15.230,9.173,21.034,0.000,1.652,0.000,0.000,0.000
3479,1219.910,34.078,31.848,15.203,9.185,21.012,0.000,1.651,0.000,0.000,0.000
3480,1220.273,39.485,31.837,15.176,9.197,20.990,0.000,1.650,0.000,0.000,0.000
3481,1220.637,19.523,31.826,15.149,9.208,20.968,0.000,1.650,0.000,0.000,0.000
3482,1221.000,16.486,31.815,15.122,9.220,20.946,0.000,1.649,0.000,0.000,0.000
3483,1221.364,25.634,31.804,15.095,9.232,20.923,0.000,1.649,0.000,0.000,0.000
3484,1221.728,33.486,31.793,15.068,9.243,20.901,0.000,1.648,0.000,0.000,0.000
3485,1222.091,20.375,31.782,15.041,9.255,20.879,0.000,1.647,0.000,0.000,0.000
3486,1222.455,22.115,31.771,15.014,9.267,20.857,0.000,1.647,0.000,0.000,0.000
3487,1222.818,31.560,31.760,14.986,9.278,20.835,0.000,1.646,0.000,0.000,0.000
3488,1223.182,34.709,31.749,14.959,9.290,20.813,0.000,1.645,0.000,0.000,0.000
3489,1223.546,27.893,31.737,14.932,9.301,20.791,0.000,1.645,0.000,0.000,0.000
3490,1223.909,19.708,31.726,14.905,9.313,20.769,0.000,1.644,0.000,0.000,0.000
3491,1224.273,23.634,31.715,14.878,9.324,20.747,0.000,1.644,0.000,0.000,0.000
3492,1224.636,35.190,31.704,14.851,9.336,20.725,0.000,1.643,0.000,0.000,0.000
3493,1225.000,26.930,31.693,14.824,9.347,20.704,0.000,1.642,0.000,0.000,0.000
3494,1225.364,26.597,31.682,14.797,9.358,20.682,0.000,1.642,0.000,0.000,0.000
3495,1225.727,29.263,31.671,14.770,9.369,20.660,0.000,1.641,0.000,0.000,0.000
3496,1226.091,17.857,31.660,14.743,9.381,20.638,0.000,1.641,0.000,0.000,0.000
3497,1226.455,34.375,31.648,14.716,9.392,20.617,0.000,1.640,0.000,0.000,0.000
3498,1226.818,20.671,31.637,14.689,9.402,20.595,0.000,1.640,0.000,0.000,0.000
3499,1227.182,37.856,31.626,14.662,9.413,20.573,0.000,1.639,0.000,0.000,0.000
3500,1227.545,21.745,31.614,14.635,9.424,20.552,0.000,1.639,0.000,0.000,0.000
3501,1227.909,23.893,31.602,14.608,9.434,20.530,0.000,1.638,0.000,0.000,0.000
3502,1228.273,18.856,31.590,14.581,9.444,20.508,0.000,1.638,0.000,0.000,0.000
3503,1228.636,21.226,31.578,14.554,9.454,20.486,0.000,1.637,0.000,0.000,0.000
3504,1229.000,31.819,31.565,14.527,9.464,20.465,0.000,1.637,0.000,0.000,0.000
3505,1229.364,33.745,31.552,14.500,9.474,20.443,0.000,1.636,0.000,0.000,0.000
3506,1229.727,32.745,31.539,14.473,9.483,20.421,0.000,1.635,0.000,0.000,0.000
3507,1230.091,35.301,31.526,14.446,9.492,20.399,0.000,1.635,0.000,0.000,0.000
3508,1230.454,31.709,31.512,14.419,9.501,20.377,0.000,1.634,0.000,0.000,0.000
3509,1230.818,22.968,31.498,14.392,9.510,20.355,0.000,1.634,0.000,0.000,0.000
3510,1231.182,29.116,31.484,14.365,9.518,20.332,0.000,1.633,0.000,0.000,0.000
3511,1231.545,41.782,31.469,14.338,9.526,20.310,0.000,1.632,0.000,0.000,0.000
3512,1231.909,35.819,31.454,14.311,9.534,20.288,0.000,1.632,0.000,0.000,0.000
3513,1232.273,28.893,31.439,14.284,9.542,20.266,0.000,1.631,0.000,0.000,0.000
3514,1232.636,36.634,31.424,14.257,9.549,20.243,0.000,1.631,0.000,0.000,0.000
3515,1233.000,33.152,31.408,14.230,9.556,20.221,0.000,1.630,0.000,0.000,0.000
3516,1233.363,34.523,31.392,14.203,9.563,20.199,0.000,1.629,0.000,0.000,0.000
3517,1233.727,41.597,31.375,14.176,9.570,20.176,0.000,1.629,0.000,0.000,0.000
3518,1234.091,36.523,31.359,14.149,9.576,20.154,0.000,1.628,0.000,0.000,0.000
3519,1234.454,39.931,31.342,14.122,9.582,20.132,0.000,1.628,0.000,0.000,0.000
3520,1234.818,26.671,31.324,14.095,9.588,20.109,0.000,1.627,0.000,0.000,0.000
3521,1235.182,22.744,31.307,14.068,9.593,20.087,0.000,1.626,0.000,0.000,0.000
3522,1235.545,19.597,31.289,14.041,9.599,20.064,0.000,1.626,0.000,0.000,0.000
3523,1235.909,28.116,31.270,14.014,9.603,20.042,0.000,1.625,0.000,0.000,0.000
3524,1236.273,23.523,31.252,13.987,9.608,20.019,0.000,1.625,0.000,0.000,0.000
3525,1236.636,41.523,31.233,13.959,9.612,19.997,0.000,1.624,0.000,0.000,0.000
3526,1237.000,31.782,31.214,13.932,9.616,19.974,0.000,1.623,0.000,0.000,0.000
3527,1237.363,29.560,31.194,13.905,9.620,19.952,0.000,1.623,0.000,0.000,0.000
3528,1237.727,28.633,31.174,13.878,9.623,19.930,0.000,1.622,0.000,0.000,0.000
3529,1238.091,44.004,31.154,13.851,9.626,19.907,0.000,1.622,0.000,0.000,0.000
3530,1238.454,20.449,31.134,13.824,9.628,19.885,0.000,1.621,0.000,0.000,0.000
3531,1238.818,35.930,31.113,13.797,9.631,19.862,0.000,1.620,0.000,0.000,0.000
3532,1239.182,33.708,31.092,13.770,9.633,19.840,0.000,1.620,0.000,0.000,0.000
3533,1239.545,29.930,31.071,13.743,9.634,19.818,0.000,1.619,0.000,0.000,0.000
3534,1239.909,29.078,31.050,13.716,9.636,19.796,0.000,1.619,0.000,0.000,0.000
3535,1240.273,23.634,31.028,13.689,9.637,19.773,0.000,1.618,0.000,0.000,0.000
3536,1240.636,32.449,31.006,13.662,9.637,19.751,0.000,1.617,0.000,0.000,0.000
3537,1241.000,28.819,30.984,13.635,9.638,19.729,0.000,1.617,0.000,0.000,0.000
3538,1241.364,27.930,30.961,13.608,9.638,19.707,0.000,1.616,0.000,0.000,0.000
3539,1241.727,27.041,30.939,13.581,9.637,19.685,0.000,1.616,0.000,0.000,0.000
3540,1242.091,17.745,30.916,13.554,9.637,19.664,0.000,1.615,0.000,0.000,0.000
3541,1242.454,28.263,30.892,13.527,9.636,19.642,0.000,1.615,0.000,0.000,0.000
3542,1242.818,25.597,30.869,13.500,9.634,19.620,0.000,1.614,0.000,0.000,0.000
3543,1243.182,41.893,30.844,13.473,9.633,19.598,0.000,1.614,0.000,0.000,0.000
3544,1243.545,32.190,30.820,13.446,9.630,19.576,0.000,1.613,0.000,0.000,0.000
3545,1243.909,31.856,30.795,13.419,9.628,19.554,0.000,1.613,0.000,0.000,0.000
3546,1244.273,22.300,30.769,13.392,9.625,19.532,0.000,1.612,0.000,0.000,0.000
3547,1244.636,33.375,30.743,13.365,9.621,19.510,0.000,1.612,0.000,0.000,0.000
3548,1245.000,35.634,30.717,13.338,9.617,19.488,0.000,1.611,0.000,0.000,0.000
3549,1245.364,33.189,30.690,13.311,9.613,19.466,0.000,1.611,0.000,0.000,0.000
3550,1245.727,29.930,30.662,13.284,9.608,19.444,0.000,1.610,0.000,0.000,0.000
3551,1246.091,26.300,30.635,13.257,9.603,19.422,0.000,1.609,0.000,0.000,0.000
3552,1246.455,36.782,30.606,13.230,9.598,19.400,0.000,1.609,0.000,0.000,0.000
3553,1246.818,29.078,30.578,13.203,9.592,19.378,0.000,1.608,0.000,0.000,0.000
3554,1247.182,15.449,30.548,13.176,9.585,19.356,0.000,1.608,0.000,0.000,0.000
3555,1247.546,26.782,30.519,13.149,9.578,19.333,0.000,1.607,0.000,0.000,0.000
3556,1247.909,41.634,30.489,13.122,9.571,19.311,0.000,1.606,0.000,0.000,0.000
3557,1248.273,29.300,30.458,13.095,9.564,19.289,0.000,1.606,0.000,0.000,0.000
3558,1248.637,28.041,30.427,13.068,9.555,19.266,0.000,1.605,0.000,0.000,0.000
3559,1249.000,25.967,30.396,13.041,9.547,19.244,0.000,1.605,0.000,0.000,0.000
3560,1249.364,33.856,30.364,13.014,9.538,19.222,0.000,1.604,0.000,0.000,0.000
3561,1249.728,25.226,30.332,12.987,9.529,19.199,0.000,1.603,0.000,0.000,0.000
3562,1250.091,37.856,30.299,12.960,9.519,19.177,0.000,1.603,0.000,0.000,0.000
3563,1250.455,27.671,30.266,12.932,9.509,19.155,0.000,1.602,0.000,0.000,0.000
3564,1250.818,35.893,30.232,12.905,9.498,19.132,0.000,1.601,0.000,0.000,0.000
3565,1251.182,26.338,30.198,12.878,9.488,19.110,0.000,1.601,0.000,0.000,0.000
3566,1251.546,33.041,30.164,12.851,9.476,19.087,0.000,1.600,0.000,0.000,0.000
3567,1251.909,35.559,30.129,12.824,9.465,19.065,0.000,1.599,0.000,0.000,0.000
3568,1252.273,28.671,30.094,12.797,9.452,19.043,0.000,1.599,0.000,0.000,0.000
3569,1252.637,25.189,30.059,12.770,9.440,19.020,0.000,1.598,0.000,0.000,0.000
3570,1253.000,24.337,30.023,12.743,9.427,18.998,0.000,1.598,0.000,0.000,0.000
3571,1253.364,32.782,29.986,12.716,9.414,18.976,0.000,1.597,0.000,0.000,0.000
3572,1253.728,29.337,29.950,12.689,9.400,18.953,0.000,1.596,0.000,0.000,0.000
3573,1254.091,24.968,29.913,12.662,9.386,18.931,0.000,1.596,0.000,0.000,0.000
3574,1254.455,22.745,29.876,12.635,9.372,18.909,0.000,1.595,0.000,0.000,0.000
3575,1254.819,30.449,29.838,12.608,9.357,18.887,0.000,1.594,0.000,0.000,0.000
3576,1255.182,37.115,29.801,12.581,9.343,18.864,0.000,1.594,0.000,0.000,0.000
3577,1255.546,45.115,29.763,12.554,9.327,18.842,0.000,1.593,0.000,0.000,0.000
3578,1255.910,24.634,29.724,12.527,9.312,18.820,0.000,1.592,0.000,0.000,0.000
3579,1256.273,26.115,29.686,12.500,9.296,18.798,0.000,1.592,0.000,0.000,0.000
3580,1256.637,38.375,29.647,12.473,9.279,18.776,0.000,1.591,0.000,0.000,0.000
3581,1257.001,37.745,29.608,12.446,9.263,18.755,0.000,1.590,0.000,0.000,0.000
3582,1257.364,43.856,29.569,12.419,9.246,18.733,0.000,1.590,0.000,0.000,0.000
3583,1257.728,36.819,29.529,12.392,9.229,18.711,0.000,1.589,0.000,0.000,0.000
3584,1258.092,19.189,29.490,12.365,9.211,18.690,0.000,1.589,0.000,0.000,0.000
3585,1258.455,35.078,29.450,12.338,9.194,18.668,0.000,1.588,0.000,0.000,0.000
3586,1258.819,30.819,29.410,12.311,9.175,18.647,0.000,1.587,0.000,0.000,0.000
3587,1259.183,36.633,29.369,12.284,9.157,18.625,0.000,1.587,0.000,0.000,0.000
3588,1259.546,27.078,29.328,12.257,9.138,18.604,0.000,1.586,0.000,0.000,0.000
3589,1259.910,30.449,29.287,12.230,9.119,18.582,0.000,1.586,0.000,0.000,0.000
3590,1260.274,27.819,29.245,12.203,9.100,18.561,0.000,1.585,0.000,0.000,0.000
3591,1260.637,31.449,29.203,12.176,9.080,18.539,0.000,1.584,0.000,0.000,0.000
3592,1261.001,32.671,29.161,12.149,9.060,18.517,0.000,1.584,0.000,0.000,0.000
3593,1261.365,33.523,29.118,12.122,9.040,18.496,0.000,1.583,0.000,0.000,0.000
3594,1261.728,33.522,29.075,12.095,9.019,18.474,0.000,1.582,0.000,0.000,0.000
3595,1262.092,30.115,29.032,12.068,8.998,18.453,0.000,1.582,0.000,0.000,0.000
3596,1262.456,27.671,28.989,12.041,8.977,18.431,0.000,1.581,0.000,0.000,0.000
3597,1262.819,38.485,28.945,12.014,8.955,18.409,0.000,1.580,0.000,0.000,0.000
3598,1263.183,31.856,28.901,11.987,8.934,18.387,0.000,1.580,0.000,0.000,0.000
3599,1263.547,22.745,28.856,11.960,8.911,18.366,0.000,1.579,0.000,0.000,0.000
3600,1263.911,19.782,28.811,11.933,8.889,18.344,0.000,1.578,0.000,0.000,0.000
3601,1264.274,16.300,28.766,11.905,8.867,18.322,0.000,1.577,0.000,0.000,0.000
3602,1264.638,29.449,28.721,11.878,8.844,18.301,0.000,1.577,0.000,0.000,0.000
3603,1265.002,35.040,28.676,11.851,8.821,18.279,0.000,1.576,0.000,0.000,0.000
3604,1265.365,33.819,28.630,11.824,8.798,18.257,0.000,1.575,0.000,0.000,0.000
3605,1265.729,38.115,28.584,11.797,8.774,18.235,0.000,1.574,0.000,0.000,0.000
3606,1266.093,24.744,28.538,11.770,8.751,18.214,0.000,1.574,0.000,0.000,0.000
3607,1266.456,31.930,28.492,11.743,8.727,18.192,0.000,1.573,0.000,0.000,0.000
3608,1266.820,38.300,28.445,11.716,8.703,18.170,0.000,1.572,0.000,0.000,0.000
3609,1267.184,34.375,28.398,11.689,8.679,18.149,0.000,1.571,0.000,0.000,0.000
3610,1267.547,26.152,28.352,11.662,8.654,18.127,0.000,1.570,0.000,0.000,0.000
3611,1267.911,35.411,28.305,11.635,8.630,18.105,0.000,1.570,0.000,0.000,0.000
3612,1268.275,41.411,28.257,11.608,8.605,18.084,0.000,1.569,0.000,0.000,0.000
3613,1268.638,22.152,28.210,11.581,8.580,18.062,0.000,1.568,0.000,0.000,0.000
3614,1269.002,31.596,28.163,11.554,8.555,18.040,0.000,1.567,0.000,0.000,0.000
