ch,keV,net,fit,model,continuum_raw,Lu-176,continuum
3957,1487.770,0.367,0.367,1.237,1.237,0.000,1.237
3958,1488.162,1.408,1.408,1.234,1.234,0.000,1.234
3959,1488.554,0.000,-5.135,1.231,1.231,0.000,1.231
3960,1488.946,0.000,-6.431,1.228,1.228,0.000,1.228
3961,1489.338,0.000,-4.290,1.226,1.226,0.000,1.226
3962,1489.731,0.000,-3.113,1.223,1.223,0.000,1.223
3963,1490.123,0.000,-2.605,1.220,1.220,0.000,1.220
3964,1490.515,0.000,-5.777,1.217,1.217,0.000,1.217
3965,1490.907,0.000,-5.199,1.214,1.214,0.000,1.214
3966,1491.299,0.000,-11.623,1.211,1.211,0.000,1.211
3967,1491.692,3.051,3.051,1.208,1.208,0.000,1.208
3968,1492.084,0.000,-1.235,1.205,1.205,0.000,1.205
3969,1492.476,8.639,8.639,1.203,1.203,0.000,1.203
3970,1492.868,0.000,-10.717,1.200,1.200,0.000,1.200
3971,1493.260,0.000,-6.972,1.197,1.197,0.000,1.197
3972,1493.653,0.000,-3.917,1.194,1.194,0.000,1.194
3973,1494.045,0.000,-2.558,1.191,1.191,0.000,1.191
3974,1494.437,0.000,-2.132,1.188,1.188,0.000,1.188
3975,1494.829,2.304,2.304,1.185,1.185,0.000,1.185
3976,1495.222,0.000,-0.493,1.182,1.182,0.000,1.182
3977,1495.614,0.000,-0.275,1.180,1.180,0.000,1.180
3978,1496.006,0.000,-3.218,1.177,1.177,0.000,1.177
3979,1496.398,0.000,-2.921,1.174,1.174,0.000,1.174
3980,1496.791,0.000,-1.158,1.171,1.171,0.000,1.171
3981,1497.183,0.000,-2.029,1.168,1.168,0.000,1.168
3982,1497.575,1.180,1.180,1.165,1.165,0.000,1.165
3983,1497.968,0.000,-1.388,1.162,1.162,0.000,1.162
3984,1498.360,3.529,3.529,1.159,1.159,0.000,1.159
3985,1498.752,0.000,-6.130,1.157,1.157,0.000,1.157
3986,1499.145,0.000,-3.505,1.154,1.154,0.000,1.154
3987,1499.537,0.000,-3.840,1.151,1.151,0.000,1.151
3988,1499.929,0.000,-9.892,1.148,1.148,0.000,1.148
3989,1500.322,0.000,-4.783,1.145,1.145,0.000,1.145
3990,1500.714,1.101,1.101,1.142,1.142,0.000,1.142
3991,1501.106,0.000,-2.883,1.139,1.139,0.000,1.139
3992,1501.499,0.465,0.465,1.136,1.136,0.000,1.136
3993,1501.891,0.000,-7.620,1.133,1.133,0.000,1.133
3994,1502.283,6.304,6.304,1.131,1.131,0.000,1.131
3995,1502.676,0.000,-5.695,1.128,1.128,0.000,1.128
3996,1503.068,0.000,-7.711,1.125,1.125,0.000,1.125
3997,1503.461,8.066,8.066,1.122,1.122,0.000,1.122
3998,1503.853,0.000,-3.415,1.119,1.119,0.000,1.119
3999,1504.245,0.000,-3.114,1.116,1.116,0.000,1.116
4000,1504.638,0.188,0.188,1.113,1.113,0.000,1.113
4001,1505.030,0.000,-9.040,1.110,1.110,0.000,1.110
4002,1505.423,0.000,-2.182,1.108,1.108,0.000,1.108
4003,1505.815,0.000,-5.620,1.105,1.105,0.000,1.105
4004,1506.208,0.000,-3.825,1.102,1.102,0.000,1.102
4005,1506.600,4.237,4.237,1.099,1.099,0.000,1.099
4006,1506.993,1.035,1.035,1.096,1.096,0.000,1.096
4007,1507.385,0.120,0.120,1.093,1.093,0.000,1.093
4008,1507.778,0.000,-2.636,1.090,1.090,0.000,1.090
4009,1508.170,0.000,-1.776,1.087,1.087,0.000,1.087
4010,1508.563,0.000,-4.534,1.085,1.085,0.000,1.085
4011,1508.955,0.000,-5.527,1.082,1.082,0.000,1.082
4012,1509.348,0.000,-3.931,1.079,1.079,0.000,1.079
4013,1509.740,0.000,-7.511,1.076,1.076,0.000,1.076
4014,1510.133,0.000,-5.492,1.073,1.073,0.000,1.073
4015,1510.525,0.000,-4.075,1.070,1.070,0.000,1.070
4016,1510.918,0.000,-3.184,1.067,1.067,0.000,1.067
4017,1511.310,0.000,-2.433,1.064,1.064,0.000,1.064
4018,1511.703,0.000,-2.631,1.062,1.062,0.000,1.062
4019,1512.095,0.000,-4.759,1.059,1.059,0.000,1.059
4020,1512.488,1.583,1.583,1.056,1.056,0.000,1.056
4021,1512.881,3.220,3.220,1.053,1.053,0.000,1.053
4022,1513.273,0.000,-3.089,1.050,1.050,0.000,1.050
4023,1513.666,0.000,-4.706,1.047,1.047,0.000,1.047
4024,1514.058,0.000,-6.394,1.044,1.044,0.000,1.044
4025,1514.451,2.214,2.214,1.041,1.041,0.000,1.041
4026,1514.844,0.000,-6.158,1.039,1.039,0.000,1.039
4027,1515.236,0.000,-2.735,1.036,1.036,0.000,1.036
4028,1515.629,1.567,1.567,1.033,1.033,0.000,1.033
4029,1516.022,0.000,-1.198,1.030,1.030,0.000,1.030
4030,1516.414,0.010,0.010,1.027,1.027,0.000,1.027
4031,1516.807,0.000,-4.103,1.024,1.024,0.000,1.024
4032,1517.200,2.304,2.304,1.021,1.021,0.000,1.021
4033,1517.592,0.000,-0.795,1.018,1.018,0.000,1.018
4034,1517.985,0.000,-1.382,1.016,1.016,0.000,1.016
4035,1518.378,0.023,0.023,1.013,1.013,0.000,1.013
4036,1518.770,1.734,1.734,1.010,1.010,0.000,1.010
4037,1519.163,0.000,-1.049,1.007,1.007,0.000,1.007
4038,1519.556,0.000,-7.740,1.004,1.004,0.000,1.004
4039,1519.948,0.000,-1.446,1.001,1.001,0.000,1.001
4040,1520.341,0.000,-4.446,0.998,0.998,0.000,0.998
4041,1520.734,0.000,-7.754,0.995,0.995,0.000,0.995
4042,1521.127,0.950,0.950,0.993,0.993,0.000,0.993
4043,1521.519,0.000,-3.181,0.990,0.990,0.000,0.990
4044,1521.912,0.204,0.204,0.987,0.987,0.000,0.987
4045,1522.305,3.649,3.649,0.984,0.984,0.000,0.984
4046,1522.698,3.262,3.262,0.981,0.981,0.000,0.981
4047,1523.090,0.000,-4.819,0.978,0.978,0.000,0.978
4048,1523.483,1.031,1.031,0.975,0.975,0.000,0.975
4049,1523.876,0.108,0.108,0.972,0.972,0.000,0.972
4050,1524.269,0.000,-1.561,0.970,0.970,0.000,0.970
4051,1524.661,0.000,-1.684,0.967,0.967,0.000,0.967
4052,1525.054,0.000,-3.507,0.964,0.964,0.000,0.964
4053,1525.447,2.971,2.971,0.961,0.961,0.000,0.961
4054,1525.840,1.144,1.144,0.958,0.958,0.000,0.958
4055,1526.233,0.000,-2.339,0.955,0.955,0.000,0.955
4056,1526.626,0.000,-0.418,0.952,0.952,0.000,0.952
4057,1527.018,6.016,6.016,0.949,0.949,0.000,0.949
4058,1527.411,1.482,1.482,0.946,0.946,0.000,0.946
4059,1527.804,0.000,-2.885,0.944,0.944,0.000,0.944
4060,1528.197,0.000,-1.306,0.941,0.941,0.000,0.941
4061,1528.590,1.243,1.243,0.938,0.938,0.000,0.938
4062,1528.983,0.000,-6.334,0.935,0.935,0.000,0.935
4063,1529.376,0.000,-1.012,0.932,0.932,0.000,0.932
4064,1529.768,0.000,-3.057,0.929,0.929,0.000,0.929
4065,1530.161,0.000,-0.954,0.926,0.926,0.000,0.926
4066,1530.554,0.000,-0.780,0.923,0.923,0.000,0.923
4067,1530.947,0.000,-5.392,0.921,0.921,0.000,0.921
4068,1531.340,1.052,1.052,0.918,0.918,0.000,0.918
4069,1531.733,2.709,2.709,0.915,0.915,0.000,0.915
4070,1532.126,3.321,3.321,0.912,0.912,0.000,0.912
4071,1532.519,1.062,1.062,0.909,0.909,0.000,0.909
4072,1532.912,0.000,-1.272,0.906,0.906,0.000,0.906
4073,1533.305,3.460,3.460,0.903,0.903,0.000,0.903
4074,1533.698,0.000,-0.092,0.900,0.900,0.000,0.900
4075,1534.091,2.349,2.349,0.898,0.898,0.000,0.898
4076,1534.484,0.000,-1.136,0.895,0.895,0.000,0.895
4077,1534.877,0.000,-2.922,0.892,0.892,0.000,0.892
4078,1535.270,0.000,-1.185,0.889,0.889,0.000,0.889
4079,1535.663,0.000,-1.915,0.886,0.886,0.000,0.886
4080,1536.056,4.375,4.375,0.883,0.883,0.000,0.883
4081,1536.449,1.388,1.388,0.880,0.880,0.000,0.880
4082,1536.842,1.445,1.445,0.877,0.877,0.000,0.877
4083,1537.235,0.190,0.190,0.875,0.875,0.000,0.875
4084,1537.628,2.471,2.471,0.872,0.872,0.000,0.872
4085,1538.021,0.000,-0.309,0.869,0.869,0.000,0.869
4086,1538.414,2.537,2.537,0.866,0.866,0.000,0.866
4087,1538.807,1.430,1.430,0.863,0.863,0.000,0.863
4088,1539.200,2.458,2.458,0.860,0.860,0.000,0.860
4089,1539.593,0.562,0.562,0.857,0.857,0.000,0.857
4090,1539.986,0.259,0.259,0.854,0.854,0.000,0.854
4091,1540.379,0.000,-1.364,0.852,0.852,0.000,0.852
4092,1540.772,0.738,0.738,0.849,0.849,0.000,0.849
4093,1541.165,0.000,-2.268,0.846,0.846,0.000,0.846
4094,1541.559,0.000,-2.580,0.843,0.843,0.000,0.843
4095,1541.952,4.497,4.497,0.840,0.840,0.000,0.840
4096,1542.345,0.664,0.664,0.837,0.837,0.000,0.837
4097,1542.738,0.000,-4.744,0.834,0.834,0.000,0.834
4098,1543.131,0.000,-0.513,0.831,0.831,0.000,0.831
4099,1543.524,3.338,3.338,0.829,0.829,0.000,0.829
4100,1543.917,2.003,2.003,0.826,0.826,0.000,0.826
4101,1544.310,0.453,0.453,0.823,0.823,0.000,0.823
4102,1544.704,0.000,-2.619,0.820,0.820,0.000,0.820
4103,1545.097,4.849,4.849,0.817,0.817,0.000,0.817
4104,1545.490,0.000,-2.654,0.814,0.814,0.000,0.814
4105,1545.883,3.889,3.889,0.811,0.811,0.000,0.811
4106,1546.276,1.514,1.514,0.808,0.808,0.000,0.808
4107,1546.670,1.773,1.773,0.806,0.806,0.000,0.806
4108,1547.063,2.533,2.533,0.803,0.803,0.000,0.803
4109,1547.456,0.000,-4.575,0.800,0.800,0.000,0.800
4110,1547.849,1.320,1.320,0.797,0.797,0.000,0.797
4111,1548.242,0.000,-1.429,0.794,0.794,0.000,0.794
4112,1548.636,1.998,1.998,0.791,0.791,0.000,0.791
4113,1549.029,0.000,-5.177,0.788,0.788,0.000,0.788
4114,1549.422,0.000,-2.328,0.785,0.785,0.000,0.785
4115,1549.815,1.059,1.059,0.783,0.783,0.000,0.783
4116,1550.209,0.000,-1.947,0.780,0.780,0.000,0.780
4117,1550.602,5.606,5.606,0.777,0.777,0.000,0.777
4118,1550.995,1.403,1.403,0.774,0.774,0.000,0.774
4119,1551.389,0.000,-1.341,0.771,0.771,0.000,0.771
4120,1551.782,0.000,-1.160,0.768,0.768,0.000,0.768
4121,1552.175,0.000,-0.044,0.765,0.765,0.000,0.765
4122,1552.568,3.314,3.314,0.762,0.762,0.000,0.762
4123,1552.962,0.430,0.430,0.759,0.759,0.000,0.759
4124,1553.355,1.808,1.808,0.757,0.757,0.000,0.757
4125,1553.748,0.000,-3.153,0.754,0.754,0.000,0.754
4126,1554.142,1.084,1.084,0.751,0.751,0.000,0.751
4127,1554.535,0.000,-1.405,0.748,0.748,0.000,0.748
4128,1554.928,1.706,1.706,0.745,0.745,0.000,0.745
4129,1555.322,0.000,-1.374,0.742,0.742,0.000,0.742
4130,1555.715,0.000,-0.975,0.739,0.739,0.000,0.739
4131,1556.109,3.465,3.465,0.736,0.736,0.000,0.736
4132,1556.502,1.326,1.326,0.734,0.734,0.000,0.734
4133,1556.895,0.000,-0.381,0.731,0.731,0.000,0.731
4134,1557.289,0.443,0.443,0.728,0.728,0.000,0.728
4135,1557.682,3.270,3.270,0.725,0.725,0.000,0.725
4136,1558.075,2.465,2.465,0.722,0.722,0.000,0.722
4137,1558.469,2.100,2.100,0.719,0.719,0.000,0.719
4138,1558.862,0.000,-1.034,0.716,0.716,0.000,0.716
4139,1559.256,0.000,-2.673,0.713,0.713,0.000,0.713
4140,1559.649,0.427,0.427,0.711,0.711,0.000,0.711
4141,1560.043,1.158,1.158,0.708,0.708,0.000,0.708
4142,1560.436,3.407,3.407,0.705,0.705,0.000,0.705
4143,1560.830,0.000,-1.323,0.702,0.702,0.000,0.702
4144,1561.223,1.341,1.341,0.699,0.699,0.000,0.699
4145,1561.616,3.990,3.990,0.696,0.696,0.000,0.696
4146,1562.010,5.145,5.145,0.693,0.693,0.000,0.693
4147,1562.403,1.218,1.218,0.690,0.690,0.000,0.690
4148,1562.797,4.312,4.312,0.688,0.688,0.000,0.688
4149,1563.190,6.807,6.807,0.685,0.685,0.000,0.685
4150,1563.584,0.451,0.451,0.682,0.682,0.000,0.682
4151,1563.977,0.000,-0.455,0.679,0.679,0.000,0.679
4152,1564.371,3.206,3.206,0.676,0.676,0.000,0.676
4153,1564.765,4.775,4.775,0.673,0.673,0.000,0.673
4154,1565.158,0.000,-0.310,0.670,0.670,0.000,0.670
4155,1565.552,0.232,0.232,0.667,0.667,0.000,0.667
4156,1565.945,2.567,2.567,0.665,0.665,0.000,0.665
4157,1566.339,3.345,3.345,0.662,0.662,0.000,0.662
4158,1566.732,3.667,3.667,0.659,0.659,0.000,0.659
4159,1567.126,1.536,1.536,0.656,0.656,0.000,0.656
4160,1567.519,3.231,3.231,0.653,0.653,0.000,0.653
4161,1567.913,1.651,1.651,0.650,0.650,0.000,0.650
4162,1568.307,0.000,-1.982,0.647,0.647,0.000,0.647
4163,1568.700,0.000,-0.595,0.644,0.644,0.000,0.644
4164,1569.094,3.444,3.444,0.642,0.642,0.000,0.642
4165,1569.487,5.339,5.339,0.639,0.639,0.000,0.639
4166,1569.881,3.524,3.524,0.636,0.636,0.000,0.636
4167,1570.275,0.000,-1.731,0.633,0.633,0.000,0.633
4168,1570.668,7.275,7.275,0.630,0.630,0.000,0.630
4169,1571.062,0.490,0.490,0.627,0.627,0.000,0.627
4170,1571.456,5.603,5.603,0.624,0.624,0.000,0.624
4171,1571.849,0.000,-1.750,0.621,0.621,0.000,0.621
4172,1572.243,0.000,-1.727,0.619,0.619,0.000,0.619
4173,1572.637,6.971,6.971,0.616,0.616,0.000,0.616
4174,1573.030,0.000,-0.954,0.613,0.613,0.000,0.613
4175,1573.424,1.541,1.541,0.610,0.610,0.000,0.610
4176,1573.818,1.863,1.863,0.607,0.607,0.000,0.607
4177,1574.211,0.094,0.094,0.604,0.604,0.000,0.604
4178,1574.605,4.870,4.870,0.601,0.601,0.000,0.601
4179,1574.999,4.726,4.726,0.598,0.598,0.000,0.598
4180,1575.393,1.162,1.162,0.596,0.596,0.000,0.596
4181,1575.786,0.547,0.547,0.593,0.593,0.000,0.593
4182,1576.180,2.798,2.798,0.590,0.590,0.000,0.590
4183,1576.574,4.308,4.308,0.587,0.587,0.000,0.587
4184,1576.968,6.473,6.473,0.584,0.584,0.000,0.584
4185,1577.361,1.662,1.662,0.581,0.581,0.000,0.581
4186,1577.755,0.000,-0.347,0.578,0.578,0.000,0.578
4187,1578.149,1.792,1.792,0.575,0.575,0.000,0.575
4188,1578.543,0.490,0.490,0.572,0.572,0.000,0.572
4189,1578.936,1.118,1.118,0.570,0.570,0.000,0.570
4190,1579.330,6.155,6.155,0.567,0.567,0.000,0.567
4191,1579.724,0.000,-2.617,0.564,0.564,0.000,0.564
4192,1580.118,3.542,3.542,0.561,0.561,0.000,0.561
4193,1580.512,0.000,-0.376,0.558,0.558,0.000,0.558
4194,1580.905,3.248,3.248,0.555,0.555,0.000,0.555
4195,1581.299,0.000,-0.329,0.552,0.552,0.000,0.552
4196,1581.693,0.000,-2.225,0.549,0.549,0.000,0.549
4197,1582.087,0.000,-0.506,0.547,0.547,0.000,0.547
4198,1582.481,1.860,1.860,0.544,0.544,0.000,0.544
4199,1582.875,5.287,5.287,0.541,0.541,0.000,0.541
4200,1583.269,0.000,-1.478,0.538,0.538,0.000,0.538
4201,1583.662,0.000,-1.799,0.535,0.535,0.000,0.535
4202,1584.056,0.119,0.119,0.532,0.532,0.000,0.532
4203,1584.450,0.000,-2.065,0.529,0.529,0.000,0.529
4204,1584.844,0.000,-3.057,0.526,0.526,0.000,0.526
4205,1585.238,0.000,-0.724,0.524,0.524,0.000,0.524
4206,1585.632,0.000,-2.730,0.521,0.521,0.000,0.521
4207,1586.026,0.000,-1.247,0.518,0.518,0.000,0.518
4208,1586.420,4.938,4.938,0.515,0.515,0.000,0.515
4209,1586.814,0.606,0.606,0.512,0.512,0.000,0.512
4210,1587.208,1.491,1.491,0.509,0.509,0.000,0.509
4211,1587.602,1.989,1.989,0.506,0.506,0.000,0.506
4212,1587.996,1.729,1.729,0.503,0.503,0.000,0.503
4213,1588.389,0.000,-1.430,0.501,0.501,0.000,0.501
4214,1588.783,1.684,1.684,0.498,0.498,0.000,0.498
4215,1589.177,1.583,1.583,0.495,0.495,0.000,0.495
4216,1589.571,10.603,10.603,0.492,0.492,0.000,0.492
4217,1589.965,3.571,3.571,0.489,0.489,0.000,0.489
4218,1590.359,0.000,-3.477,0.486,0.486,0.000,0.486
4219,1590.753,0.000,-3.251,0.483,0.483,0.000,0.483
4220,1591.147,0.426,0.426,0.480,0.480,0.000,0.480
4221,1591.541,0.280,0.280,0.478,0.478,0.000,0.478
4222,1591.935,0.125,0.125,0.475,0.475,0.000,0.475
4223,1592.329,3.726,3.726,0.472,0.472,0.000,0.472
4224,1592.724,2.304,2.304,0.469,0.469,0.000,0.469
4225,1593.118,1.205,1.205,0.466,0.466,0.000,0.466
4226,1593.512,0.000,-2.061,0.463,0.463,0.000,0.463
4227,1593.906,0.658,0.658,0.460,0.460,0.000,0.460
4228,1594.300,1.057,1.057,0.457,0.457,0.000,0.457
4229,1594.694,1.636,1.636,0.455,0.455,0.000,0.455
4230,1595.088,0.000,-1.352,0.452,0.452,0.000,0.452
4231,1595.482,0.000,-1.063,0.449,0.449,0.000,0.449
4232,1595.876,0.130,0.130,0.446,0.446,0.000,0.446
4233,1596.270,0.000,-1.401,0.443,0.443,0.000,0.443
4234,1596.664,0.629,0.629,0.440,0.440,0.000,0.440
4235,1597.058,1.599,1.599,0.437,0.437,0.000,0.437
4236,1597.453,0.000,-1.102,0.434,0.434,0.000,0.434
4237,1597.847,3.909,3.909,0.432,0.432,0.000,0.432
4238,1598.241,3.936,3.936,0.429,0.429,0.000,0.429
4239,1598.635,1.952,1.952,0.426,0.426,0.000,0.426
4240,1599.029,0.811,0.811,0.423,0.423,0.000,0.423
4241,1599.423,0.000,-1.111,0.420,0.420,0.000,0.420
4242,1599.817,0.000,-4.321,0.417,0.417,0.000,0.417
4243,1600.212,2.656,2.656,0.414,0.414,0.000,0.414
4244,1600.606,3.679,3.679,0.411,0.411,0.000,0.411
4245,1601.000,0.183,0.183,0.409,0.409,0.000,0.409
4246,1601.394,3.733,3.733,0.406,0.406,0.000,0.406
4247,1601.788,0.000,-2.745,0.403,0.403,0.000,0.403
4248,1602.183,1.799,1.799,0.400,0.400,0.000,0.400
4249,1602.577,1.739,1.739,0.397,0.397,0.000,0.397
4250,1602.971,2.749,2.749,0.394,0.394,0.000,0.394
4251,1603.365,2.626,2.626,0.391,0.391,0.000,0.391
4252,1603.760,0.802,0.802,0.388,0.388,0.000,0.388
4253,1604.154,0.000,-2.055,0.386,0.386,0.000,0.386
4254,1604.548,1.899,1.899,0.383,0.383,0.000,0.383
4255,1604.942,1.654,1.654,0.380,0.380,0.000,0.380
4256,1605.337,3.419,3.419,0.377,0.377,0.000,0.377
4257,1605.731,4.777,4.777,0.374,0.374,0.000,0.374
4258,1606.125,0.848,0.848,0.371,0.371,0.000,0.371
4259,1606.519,1.549,1.549,0.368,0.368,0.000,0.368
4260,1606.914,2.960,2.960,0.365,0.365,0.000,0.365
4261,1607.308,3.082,3.082,0.362,0.362,0.000,0.362
4262,1607.702,1.755,1.755,0.360,0.360,0.000,0.360
4263,1608.097,3.547,3.547,0.357,0.357,0.000,0.357
4264,1608.491,0.000,-5.033,0.354,0.354,0.000,0.354
4265,1608.885,0.000,-1.473,0.351,0.351,0.000,0.351
4266,1609.280,0.000,-3.714,0.348,0.348,0.000,0.348
4267,1609.674,2.179,2.179,0.345,0.345,0.000,0.345
4268,1610.068,0.000,-0.267,0.342,0.342,0.000,0.342
4269,1610.463,6.610,6.610,0.339,0.339,0.000,0.339
4270,1610.857,2.629,2.629,0.337,0.337,0.000,0.337
4271,1611.252,0.000,-0.379,0.334,0.334,0.000,0.334
4272,1611.646,5.463,5.463,0.331,0.331,0.000,0.331
4273,1612.040,1.466,1.466,0.328,0.328,0.000,0.328
4274,1612.435,2.751,2.751,0.325,0.325,0.000,0.325
4275,1612.829,0.117,0.117,0.322,0.322,0.000,0.322
4276,1613.224,0.632,0.632,0.319,0.319,0.000,0.319
4277,1613.618,2.250,2.250,0.316,0.316,0.000,0.316
4278,1614.012,0.375,0.375,0.314,0.314,0.000,0.314
4279,1614.407,2.227,2.227,0.311,0.311,0.000,0.311
4280,1614.801,7.720,7.720,0.308,0.308,0.000,0.308
4281,1615.196,3.850,3.850,0.305,0.305,0.000,0.305
4282,1615.590,0.000,-1.189,0.302,0.302,0.000,0.302
4283,1615.985,0.000,-0.633,0.299,0.299,0.000,0.299
4284,1616.379,3.728,3.728,0.296,0.296,0.000,0.296
4285,1616.774,1.100,1.100,0.293,0.293,0.000,0.293
4286,1617.168,0.000,-1.992,0.291,0.291,0.000,0.291
4287,1617.563,0.166,0.166,0.288,0.288,0.000,0.288
4288,1617.957,1.764,1.764,0.285,0.285,0.000,0.285
4289,1618.352,0.000,-0.078,0.282,0.282,0.000,0.282
4290,1618.746,0.000,-1.882,0.279,0.279,0.000,0.279
4291,1619.141,0.799,0.799,0.276,0.276,0.000,0.276
4292,1619.535,2.898,2.898,0.273,0.273,0.000,0.273
4293,1619.930,2.224,2.224,0.270,0.270,0.000,0.270
4294,1620.324,0.000,-2.092,0.268,0.268,0.000,0.268
4295,1620.719,1.551,1.551,0.265,0.265,0.000,0.265
4296,1621.113,0.000,-1.534,0.262,0.262,0.000,0.262
4297,1621.508,0.000,-1.603,0.259,0.259,0.000,0.259
4298,1621.902,0.000,-2.366,0.256,0.256,0.000,0.256
4299,1622.297,1.879,1.879,0.253,0.253,0.000,0.253
4300,1622.692,0.000,-1.400,0.250,0.250,0.000,0.250
4301,1623.086,0.000,-2.685,0.247,0.247,0.000,0.247
4302,1623.481,2.439,2.439,0.245,0.245,0.000,0.245
4303,1623.875,1.532,1.532,0.242,0.242,0.000,0.242
4304,1624.270,1.194,1.194,0.239,0.239,0.000,0.239
4305,1624.665,0.000,-0.456,0.236,0.236,0.000,0.236
4306,1625.059,0.000,-2.763,0.233,0.233,0.000,0.233
4307,1625.454,0.000,-1.390,0.230,0.230,0.000,0.230
4308,1625.849,2.004,2.004,0.227,0.227,0.000,0.227
4309,1626.243,4.769,4.769,0.224,0.224,0.000,0.224
4310,1626.638,0.000,-0.136,0.222,0.222,0.000,0.222
4311,1627.033,0.373,0.373,0.219,0.219,0.000,0.219
4312,1627.427,0.000,-1.966,0.216,0.216,0.000,0.216
4313,1627.822,1.411,1.411,0.213,0.213,0.000,0.213
4314,1628.217,0.000,-0.212,0.210,0.210,0.000,0.210
4315,1628.611,0.995,0.995,0.207,0.207,0.000,0.207
4316,1629.006,6.195,6.195,0.204,0.204,0.000,0.204
4317,1629.401,0.093,0.093,0.201,0.201,0.000,0.201
4318,1629.795,1.951,1.951,0.199,0.199,0.000,0.199
4319,1630.190,3.746,3.746,0.196,0.196,0.000,0.196
4320,1630.585,0.693,0.693,0.193,0.193,0.000,0.193
4321,1630.980,0.000,-0.882,0.190,0.190,0.000,0.190
4322,1631.374,3.401,3.401,0.187,0.187,0.000,0.187
4323,1631.769,3.381,3.381,0.184,0.184,0.000,0.184
4324,1632.164,0.000,-0.830,0.181,0.181,0.000,0.181
4325,1632.559,0.000,-0.950,0.178,0.178,0.000,0.178
4326,1632.953,4.354,4.354,0.175,0.175,0.000,0.175
4327,1633.348,0.000,-4.923,0.173,0.173,0.000,0.173
4328,1633.743,0.487,0.487,0.170,0.170,0.000,0.170
4329,1634.138,3.367,3.367,0.167,0.167,0.000,0.167
4330,1634.533,2.069,2.069,0.164,0.164,0.000,0.164
4331,1634.927,0.000,-2.186,0.161,0.161,0.000,0.161
4332,1635.322,0.738,0.738,0.158,0.158,0.000,0.158
4333,1635.717,1.268,1.268,0.155,0.155,0.000,0.155
4334,1636.112,0.000,-0.139,0.152,0.152,0.000,0.152
4335,1636.507,2.713,2.713,0.150,0.150,0.000,0.150
4336,1636.902,0.000,-1.885,0.147,0.147,0.000,0.147
4337,1637.296,0.000,-0.700,0.144,0.144,0.000,0.144
4338,1637.691,2.212,2.212,0.141,0.141,0.000,0.141
4339,1638.086,3.158,3.158,0.138,0.138,0.000,0.138
4340,1638.481,1.514,1.514,0.135,0.135,0.000,0.135
4341,1638.876,3.454,3.454,0.132,0.132,0.000,0.132
4342,1639.271,0.000,-0.976,0.129,0.129,0.000,0.129
4343,1639.666,1.677,1.677,0.127,0.127,0.000,0.127
4344,1640.061,0.809,0.809,0.124,0.124,0.000,0.124
4345,1640.455,3.320,3.320,0.121,0.121,0.000,0.121
4346,1640.850,0.000,-0.738,0.118,0.118,0.000,0.118
4347,1641.245,0.000,-1.564,0.115,0.115,0.000,0.115
4348,1641.640,0.000,-1.232,0.112,0.112,0.000,0.112
4349,1642.035,0.000,-0.847,0.109,0.109,0.000,0.109
4350,1642.430,1.809,1.809,0.106,0.106,0.000,0.106
4351,1642.825,0.000,-2.298,0.104,0.104,0.000,0.104
4352,1643.220,0.818,0.818,0.101,0.101,0.000,0.101
4353,1643.615,2.057,2.057,0.098,0.098,0.000,0.098
4354,1644.010,3.823,3.823,0.095,0.095,0.000,0.095
4355,1644.405,2.993,2.993,0.092,0.092,0.000,0.092
4356,1644.800,0.208,0.208,0.089,0.089,0.000,0.089
4357,1645.195,4.318,4.318,0.086,0.086,0.000,0.086
4358,1645.590,1.812,1.812,0.083,0.083,0.000,0.083
4359,1645.985,0.716,0.716,0.081,0.081,0.000,0.081
4360,1646.380,1.672,1.672,0.078,0.078,0.000,0.078
4361,1646.775,0.000,-1.995,0.075,0.075,0.000,0.075
4362,1647.170,2.198,2.198,0.072,0.072,0.000,0.072
4363,1647.565,0.000,-2.679,0.069,0.069,0.000,0.069
4364,1647.960,0.000,-1.064,0.066,0.066,0.000,0.066
4365,1648.355,0.000,-2.742,0.063,0.063,0.000,0.063
4366,1648.750,2.343,2.343,0.060,0.060,0.000,0.060
4367,1649.145,0.700,0.700,0.058,0.058,0.000,0.058
4368,1649.540,0.000,-2.063,0.055,0.055,0.000,0.055
4369,1649.935,0.000,-1.150,0.052,0.052,0.000,0.052
4370,1650.331,0.000,-3.775,0.049,0.049,0.000,0.049
4371,1650.726,0.000,-0.676,0.046,0.046,0.000,0.046
4372,1651.121,0.910,0.910,0.043,0.043,0.000,0.043
4373,1651.516,0.126,0.126,0.040,0.040,0.000,0.040
4374,1651.911,0.000,-1.004,0.037,0.037,0.000,0.037
4375,1652.306,0.844,0.844,0.035,0.035,0.000,0.035
4376,1652.701,2.630,2.630,0.032,0.032,0.000,0.032
4377,1653.096,0.000,-1.133,0.029,0.029,0.000,0.029
4378,1653.492,0.000,-0.820,0.026,0.026,0.000,0.026
4379,1653.887,0.000,-3.026,0.023,0.023,0.000,0.023
4380,1654.282,0.054,0.054,0.020,0.020,0.000,0.020
4381,1654.677,3.138,3.138,0.017,0.017,0.000,0.017
4382,1655.072,0.492,0.492,0.014,0.014,0.000,0.014
4383,1655.467,5.664,5.664,0.012,0.012,0.000,0.012
4384,1655.863,0.000,-1.812,0.009,0.009,0.000,0.009
4385,1656.258,0.000,-1.038,0.006,0.006,0.000,0.006
4386,1656.653,0.000,-1.001,0.003,0.003,0.000,0.003
